application_id,student_id,company,recruiter,stage,placed,offer_value
APP20798,S11466,MarketMint,Recruiter C,Submitted,False,
APP20799,S11467,FinEdge,Recruiter H,Interview,False,
APP20800,S11469,FinEdge,Recruiter C,Interview,False,
APP20801,S11470,InnoWorks,Recruiter F,Rejected,False,
APP20802,S11471,DataForge,Recruiter A,Submitted,False,
APP20803,S11472,SecureStack,Recruiter F,Submitted,False,
APP20804,S11473,RetailPulse,Recruiter E,Rejected,False,
APP20805,S11474,BuildRight,Recruiter E,Rejected,False,
APP20806,S11478,HealthByte,Recruiter F,Offer,True,11.205278344857248
APP20807,S11480,RetailPulse,Recruiter C,Rejected,False,
APP20808,S11481,NextGen Systems,Recruiter H,Rejected,False,
APP20809,S11484,MarketMint,Recruiter D,Offer,True,8.352297855878593
APP20810,S11485,LogicLoop,Recruiter B,Screening,False,
APP20811,S11487,LogicLoop,Recruiter H,Interview,False,
APP20812,S11488,LogicLoop,Recruiter B,Offer,False,6.290536952739143
APP20813,S11491,DataForge,Recruiter D,Interview,False,
APP20814,S11492,HealthByte,Recruiter B,Offer,False,7.389735828837309
APP20815,S11493,MarketMint,Recruiter B,Screening,False,
APP20816,S11494,HealthByte,Recruiter A,Submitted,False,
APP20817,S11495,FinEdge,Recruiter C,Rejected,False,
APP20818,S11496,TechNova,Recruiter D,Rejected,False,
APP20819,S11497,NextGen Systems,Recruiter B,Screening,False,
APP20820,S11498,FinEdge,Recruiter E,Submitted,False,
APP20821,S11499,TechNova,Recruiter H,Interview,False,
APP20822,S11502,CloudSprint,Recruiter B,Submitted,False,
APP20823,S11504,SecureStack,Recruiter D,Submitted,False,
APP20824,S11505,NextGen Systems,Recruiter F,Submitted,False,
APP20825,S11506,TechNova,Recruiter A,Rejected,False,
APP20826,S11507,InnoWorks,Recruiter H,Rejected,False,
APP20827,S11508,CloudSprint,Recruiter G,Rejected,False,
APP20828,S11510,HealthByte,Recruiter H,Screening,False,
APP20829,S11513,BuildRight,Recruiter A,Submitted,False,
APP20830,S11514,TechNova,Recruiter E,Submitted,False,
APP20831,S11515,LogicLoop,Recruiter A,Screening,False,
APP20832,S11517,NextGen Systems,Recruiter H,Screening,False,
APP20833,S11518,DataForge,Recruiter B,Submitted,False,
APP20834,S11519,NextGen Systems,Recruiter F,Submitted,False,
APP20835,S11522,InnoWorks,Recruiter F,Submitted,False,
APP20836,S11523,InnoWorks,Recruiter D,Rejected,False,
APP20837,S11527,CloudSprint,Recruiter D,Submitted,False,
APP20838,S11528,NextGen Systems,Recruiter C,Rejected,False,
APP20839,S11529,RetailPulse,Recruiter C,Interview,False,
APP20840,S11530,FinEdge,Recruiter H,Interview,False,
APP20841,S11531,DataForge,Recruiter D,Interview,False,
APP20842,S11534,TechNova,Recruiter A,Submitted,False,
APP20843,S11535,HealthByte,Recruiter F,Submitted,False,
APP20844,S11536,RetailPulse,Recruiter D,Interview,False,
APP20845,S11537,CloudSprint,Recruiter F,Interview,False,
APP20846,S11538,BuildRight,Recruiter F,Screening,False,
APP20847,S11540,HealthByte,Recruiter H,Rejected,False,
APP20848,S11542,CloudSprint,Recruiter E,Screening,False,
APP20849,S11543,InnoWorks,Recruiter G,Screening,False,
APP20850,S11546,RetailPulse,Recruiter B,Screening,False,
APP20851,S11547,InnoWorks,Recruiter D,Submitted,False,
APP20852,S11548,RetailPulse,Recruiter G,Submitted,False,
APP20853,S11549,LogicLoop,Recruiter C,Screening,False,
APP20854,S11550,SecureStack,Recruiter D,Screening,False,
APP20855,S11555,LogicLoop,Recruiter G,Submitted,False,
APP20856,S11556,HealthByte,Recruiter D,Rejected,False,
APP20857,S11557,LogicLoop,Recruiter H,Submitted,False,
APP20858,S11559,DataForge,Recruiter C,Interview,False,
APP20859,S11560,MarketMint,Recruiter F,Submitted,False,
APP20860,S11561,HealthByte,Recruiter H,Rejected,False,
APP20861,S11562,LogicLoop,Recruiter C,Submitted,False,
APP20862,S11563,InnoWorks,Recruiter B,Submitted,False,
APP20863,S11565,HealthByte,Recruiter G,Submitted,False,
APP20864,S11567,BuildRight,Recruiter F,Submitted,False,
APP20865,S11570,TechNova,Recruiter E,Offer,True,8.309563423907633
APP20866,S11572,SecureStack,Recruiter B,Submitted,False,
APP20867,S11576,NextGen Systems,Recruiter D,Interview,False,
APP20868,S11577,TechNova,Recruiter B,Rejected,False,
APP20869,S11581,TechNova,Recruiter G,Submitted,False,
APP20870,S11582,BuildRight,Recruiter C,Offer,True,7.724808922342181
APP20871,S11584,MarketMint,Recruiter D,Rejected,False,
APP20872,S11587,NextGen Systems,Recruiter D,Rejected,False,
APP20873,S11589,InnoWorks,Recruiter H,Interview,False,
APP20874,S11592,HealthByte,Recruiter C,Offer,True,7.255638175407515
APP20875,S11594,FinEdge,Recruiter B,Interview,False,
APP20876,S11597,CloudSprint,Recruiter H,Interview,False,
APP20877,S11601,CloudSprint,Recruiter B,Screening,False,
APP20878,S11602,SecureStack,Recruiter C,Rejected,False,
APP20879,S11603,MarketMint,Recruiter B,Offer,True,6.271676656531151
APP20880,S11604,CloudSprint,Recruiter F,Interview,False,
APP20881,S11605,FinEdge,Recruiter C,Rejected,False,
APP20882,S11606,BuildRight,Recruiter G,Submitted,False,
APP20883,S11607,BuildRight,Recruiter F,Interview,False,
APP20884,S11608,MarketMint,Recruiter C,Rejected,False,
APP20885,S11611,SecureStack,Recruiter D,Interview,False,
APP20886,S11612,TechNova,Recruiter F,Rejected,False,
APP20887,S11617,FinEdge,Recruiter H,Screening,False,
APP20888,S11618,TechNova,Recruiter G,Screening,False,
APP20889,S11619,HealthByte,Recruiter D,Interview,False,
APP20890,S11621,FinEdge,Recruiter D,Rejected,False,
APP20891,S11622,FinEdge,Recruiter D,Submitted,False,
APP20892,S11624,NextGen Systems,Recruiter C,Rejected,False,
APP20893,S11627,DataForge,Recruiter F,Submitted,False,
APP20894,S11629,HealthByte,Recruiter D,Submitted,False,
APP20895,S11631,FinEdge,Recruiter H,Submitted,False,
APP20896,S11632,CloudSprint,Recruiter B,Offer,True,6.4324183219366455
APP20897,S11633,SecureStack,Recruiter H,Screening,False,
APP20898,S11634,RetailPulse,Recruiter E,Rejected,False,
APP20899,S11636,BuildRight,Recruiter E,Submitted,False,
APP20900,S11638,RetailPulse,Recruiter C,Submitted,False,
APP20901,S11644,TechNova,Recruiter F,Interview,False,
APP20902,S11645,LogicLoop,Recruiter F,Interview,False,
APP20903,S11646,DataForge,Recruiter C,Rejected,False,
APP20904,S11647,RetailPulse,Recruiter E,Screening,False,
APP20905,S11649,DataForge,Recruiter A,Submitted,False,
APP20906,S11654,HealthByte,Recruiter G,Rejected,False,
APP20907,S11655,TechNova,Recruiter F,Screening,False,
APP20908,S11656,RetailPulse,Recruiter E,Submitted,False,
APP20909,S11658,HealthByte,Recruiter D,Rejected,False,
APP20910,S11659,FinEdge,Recruiter E,Submitted,False,
APP20911,S11661,HealthByte,Recruiter H,Submitted,False,
APP20912,S11662,InnoWorks,Recruiter A,Submitted,False,
APP20913,S11663,FinEdge,Recruiter E,Offer,False,8.726375610422846
APP20914,S11664,TechNova,Recruiter C,Offer,False,7.988347997739252
APP20915,S11665,MarketMint,Recruiter F,Rejected,False,
APP20916,S11666,InnoWorks,Recruiter A,Rejected,False,
APP20917,S11667,NextGen Systems,Recruiter H,Screening,False,
APP20918,S11671,LogicLoop,Recruiter G,Screening,False,
APP20919,S11672,SecureStack,Recruiter D,Screening,False,
APP20920,S11673,SecureStack,Recruiter D,Offer,True,7.3190900634568
APP20921,S11675,InnoWorks,Recruiter F,Rejected,False,
APP20922,S11676,TechNova,Recruiter G,Rejected,False,
APP20923,S11677,RetailPulse,Recruiter C,Rejected,False,
APP20924,S11678,HealthByte,Recruiter A,Screening,False,
APP20925,S11680,LogicLoop,Recruiter C,Submitted,False,
APP20926,S11681,RetailPulse,Recruiter D,Submitted,False,
APP20927,S11682,LogicLoop,Recruiter B,Submitted,False,
APP20928,S11685,MarketMint,Recruiter H,Screening,False,
APP20929,S11686,HealthByte,Recruiter F,Submitted,False,
APP20930,S11687,SecureStack,Recruiter H,Screening,False,
APP20931,S11688,BuildRight,Recruiter E,Interview,False,
APP20932,S11690,InnoWorks,Recruiter C,Screening,False,
APP20933,S11691,TechNova,Recruiter A,Screening,False,
APP20934,S11692,CloudSprint,Recruiter B,Interview,False,
APP20935,S11693,NextGen Systems,Recruiter A,Rejected,False,
APP20936,S11694,RetailPulse,Recruiter C,Rejected,False,
APP20937,S11695,RetailPulse,Recruiter G,Submitted,False,
APP20938,S11697,FinEdge,Recruiter E,Submitted,False,
APP20939,S11698,CloudSprint,Recruiter A,Screening,False,
APP20940,S11699,TechNova,Recruiter A,Interview,False,
APP20941,S11700,InnoWorks,Recruiter D,Interview,False,
APP20942,S11701,LogicLoop,Recruiter F,Submitted,False,
APP20943,S11703,NextGen Systems,Recruiter C,Interview,False,
APP20944,S11704,MarketMint,Recruiter E,Rejected,False,
APP20945,S11706,FinEdge,Recruiter A,Interview,False,
APP20946,S11707,BuildRight,Recruiter D,Submitted,False,
APP20947,S11709,TechNova,Recruiter D,Screening,False,
APP20948,S11710,LogicLoop,Recruiter H,Offer,True,10.962065170751831
APP20949,S11713,DataForge,Recruiter A,Screening,False,
APP20950,S11714,TechNova,Recruiter B,Rejected,False,
APP20951,S11715,NextGen Systems,Recruiter E,Rejected,False,
APP20952,S11720,CloudSprint,Recruiter B,Screening,False,
APP20953,S11724,HealthByte,Recruiter H,Interview,False,
APP20954,S11725,CloudSprint,Recruiter H,Rejected,False,
APP20955,S11726,LogicLoop,Recruiter C,Rejected,False,
APP20956,S11727,BuildRight,Recruiter G,Submitted,False,
APP20957,S11729,HealthByte,Recruiter E,Interview,False,
APP20958,S11730,MarketMint,Recruiter E,Submitted,False,
APP20959,S11732,FinEdge,Recruiter G,Rejected,False,
APP20960,S11735,BuildRight,Recruiter H,Rejected,False,
APP20961,S11737,RetailPulse,Recruiter E,Rejected,False,
APP20962,S11739,FinEdge,Recruiter H,Submitted,False,
APP20963,S11740,NextGen Systems,Recruiter B,Rejected,False,
APP20964,S11741,BuildRight,Recruiter D,Submitted,False,
APP20965,S11742,TechNova,Recruiter H,Offer,True,5.384856918912868
APP20966,S11743,BuildRight,Recruiter F,Rejected,False,
APP20967,S11744,HealthByte,Recruiter D,Screening,False,
APP20968,S11745,InnoWorks,Recruiter B,Screening,False,
APP20969,S11747,NextGen Systems,Recruiter A,Offer,True,12.11163401738085
APP20970,S11749,NextGen Systems,Recruiter C,Interview,False,
APP20971,S11752,MarketMint,Recruiter B,Submitted,False,
APP20972,S11753,SecureStack,Recruiter A,Interview,False,
APP20973,S11755,DataForge,Recruiter H,Rejected,False,
APP20974,S11756,BuildRight,Recruiter A,Rejected,False,
APP20975,S11758,CloudSprint,Recruiter B,Interview,False,
APP20976,S11759,MarketMint,Recruiter G,Screening,False,
APP20977,S11760,NextGen Systems,Recruiter H,Interview,False,
APP20978,S11761,CloudSprint,Recruiter A,Interview,False,
APP20979,S11762,LogicLoop,Recruiter H,Rejected,False,
APP20980,S11765,DataForge,Recruiter G,Interview,False,
APP20981,S11766,TechNova,Recruiter D,Interview,False,
APP20982,S11767,BuildRight,Recruiter H,Rejected,False,
APP20983,S11769,BuildRight,Recruiter H,Screening,False,
APP20984,S11770,InnoWorks,Recruiter C,Submitted,False,
APP20985,S11773,SecureStack,Recruiter E,Screening,False,
APP20986,S11774,NextGen Systems,Recruiter B,Rejected,False,
APP20987,S11776,TechNova,Recruiter H,Interview,False,
APP20988,S11778,NextGen Systems,Recruiter A,Rejected,False,
APP20989,S11781,HealthByte,Recruiter D,Screening,False,
APP20990,S11783,MarketMint,Recruiter H,Rejected,False,
APP20991,S11785,SecureStack,Recruiter G,Screening,False,
APP20992,S11786,LogicLoop,Recruiter C,Submitted,False,
APP20993,S11790,HealthByte,Recruiter F,Interview,False,
APP20994,S11791,DataForge,Recruiter G,Interview,False,
APP20995,S11792,InnoWorks,Recruiter G,Submitted,False,
APP20996,S11794,LogicLoop,Recruiter G,Rejected,False,
APP20997,S11797,HealthByte,Recruiter B,Rejected,False,
APP20998,S11799,DataForge,Recruiter D,Screening,False,
APP20999,S11800,LogicLoop,Recruiter F,Submitted,False,
APP21000,S11801,BuildRight,Recruiter G,Screening,False,
APP21001,S11802,LogicLoop,Recruiter G,Submitted,False,
APP21002,S11803,BuildRight,Recruiter F,Interview,False,
APP21003,S11804,DataForge,Recruiter F,Submitted,False,
APP21004,S11805,FinEdge,Recruiter B,Rejected,False,
APP21005,S11806,HealthByte,Recruiter A,Offer,True,3.5495149321196156
APP21006,S11808,FinEdge,Recruiter B,Submitted,False,
APP21007,S11809,LogicLoop,Recruiter C,Submitted,False,
APP21008,S11810,NextGen Systems,Recruiter B,Rejected,False,
APP21009,S11811,LogicLoop,Recruiter A,Interview,False,
APP21010,S11813,SecureStack,Recruiter A,Interview,False,
APP21011,S11814,CloudSprint,Recruiter D,Rejected,False,
APP21012,S11815,LogicLoop,Recruiter B,Interview,False,
APP21013,S11816,MarketMint,Recruiter E,Offer,False,4.518925647026782
APP21014,S11820,LogicLoop,Recruiter E,Submitted,False,
APP21015,S11821,SecureStack,Recruiter B,Interview,False,
APP21016,S11825,MarketMint,Recruiter H,Submitted,False,
APP21017,S11826,FinEdge,Recruiter F,Submitted,False,
APP21018,S11828,RetailPulse,Recruiter C,Submitted,False,
APP21019,S11829,FinEdge,Recruiter C,Submitted,False,
APP21020,S11834,InnoWorks,Recruiter D,Screening,False,
APP21021,S11837,CloudSprint,Recruiter A,Rejected,False,
APP21022,S11838,SecureStack,Recruiter C,Interview,False,
APP21023,S11839,LogicLoop,Recruiter H,Submitted,False,
APP21024,S11840,BuildRight,Recruiter D,Rejected,False,
APP21025,S11841,DataForge,Recruiter A,Submitted,False,
APP21026,S11842,CloudSprint,Recruiter E,Rejected,False,
APP21027,S11843,CloudSprint,Recruiter C,Screening,False,
APP21028,S11846,BuildRight,Recruiter A,Offer,False,6.70342064154996
APP21029,S11851,DataForge,Recruiter C,Rejected,False,
APP21030,S11852,HealthByte,Recruiter H,Submitted,False,
APP21031,S11853,MarketMint,Recruiter D,Screening,False,
APP21032,S11855,InnoWorks,Recruiter F,Interview,False,
APP21033,S11857,BuildRight,Recruiter C,Screening,False,
APP21034,S11858,SecureStack,Recruiter E,Rejected,False,
APP21035,S11859,TechNova,Recruiter C,Interview,False,
APP21036,S11860,FinEdge,Recruiter F,Submitted,False,
APP21037,S11861,RetailPulse,Recruiter E,Submitted,False,
APP21038,S11862,HealthByte,Recruiter E,Rejected,False,
APP21039,S11865,BuildRight,Recruiter F,Interview,False,
APP21040,S11866,RetailPulse,Recruiter B,Rejected,False,
APP21041,S11868,LogicLoop,Recruiter C,Submitted,False,
APP21042,S11869,SecureStack,Recruiter A,Offer,True,7.951123090389928
APP21043,S11871,TechNova,Recruiter D,Rejected,False,
APP21044,S11874,DataForge,Recruiter H,Interview,False,
APP21045,S11875,RetailPulse,Recruiter E,Screening,False,
APP21046,S11876,CloudSprint,Recruiter C,Screening,False,
APP21047,S11877,HealthByte,Recruiter E,Rejected,False,
APP21048,S11878,SecureStack,Recruiter G,Interview,False,
APP21049,S11879,HealthByte,Recruiter A,Interview,False,
APP21050,S11882,FinEdge,Recruiter D,Rejected,False,
APP21051,S11883,InnoWorks,Recruiter H,Interview,False,
APP21052,S11884,DataForge,Recruiter F,Screening,False,
APP21053,S11887,LogicLoop,Recruiter E,Screening,False,
APP21054,S11888,LogicLoop,Recruiter B,Submitted,False,
APP21055,S11889,MarketMint,Recruiter F,Rejected,False,
APP21056,S11892,InnoWorks,Recruiter E,Rejected,False,
APP21057,S11893,MarketMint,Recruiter F,Interview,False,
APP21058,S11895,TechNova,Recruiter A,Screening,False,
APP21059,S11897,DataForge,Recruiter D,Offer,True,7.552269735477671
APP21060,S11900,NextGen Systems,Recruiter F,Submitted,False,
APP21061,S11901,InnoWorks,Recruiter H,Screening,False,
APP21062,S11903,CloudSprint,Recruiter F,Screening,False,
APP21063,S11905,HealthByte,Recruiter D,Rejected,False,
APP21064,S11911,SecureStack,Recruiter C,Submitted,False,
APP21065,S11913,LogicLoop,Recruiter A,Offer,True,6.875045957939252
APP21066,S11918,FinEdge,Recruiter H,Interview,False,
APP21067,S11920,LogicLoop,Recruiter D,Rejected,False,
APP21068,S11921,InnoWorks,Recruiter C,Rejected,False,
APP21069,S11922,TechNova,Recruiter G,Screening,False,
APP21070,S11926,MarketMint,Recruiter C,Submitted,False,
APP21071,S11928,MarketMint,Recruiter F,Submitted,False,
APP21072,S11930,HealthByte,Recruiter G,Screening,False,
APP21073,S11931,DataForge,Recruiter G,Rejected,False,
APP21074,S11934,DataForge,Recruiter A,Interview,False,
APP21075,S11936,HealthByte,Recruiter F,Interview,False,
APP21076,S11937,InnoWorks,Recruiter C,Interview,False,
APP21077,S11943,RetailPulse,Recruiter H,Rejected,False,
APP21078,S11945,HealthByte,Recruiter F,Screening,False,
APP21079,S11946,RetailPulse,Recruiter E,Interview,False,
APP21080,S11951,LogicLoop,Recruiter D,Screening,False,
APP21081,S11956,TechNova,Recruiter D,Screening,False,
APP21082,S11957,CloudSprint,Recruiter G,Submitted,False,
APP21083,S11962,BuildRight,Recruiter F,Submitted,False,
APP21084,S11963,TechNova,Recruiter F,Submitted,False,
APP21085,S11964,InnoWorks,Recruiter D,Screening,False,
APP21086,S11965,SecureStack,Recruiter A,Submitted,False,
APP21087,S11966,BuildRight,Recruiter D,Submitted,False,
APP21088,S11967,MarketMint,Recruiter G,Submitted,False,
APP21089,S11968,InnoWorks,Recruiter E,Rejected,False,
APP21090,S11970,CloudSprint,Recruiter E,Screening,False,
APP21091,S11971,HealthByte,Recruiter A,Rejected,False,
APP21092,S11972,HealthByte,Recruiter C,Submitted,False,
APP21093,S11974,TechNova,Recruiter C,Interview,False,
APP21094,S11975,FinEdge,Recruiter B,Rejected,False,
APP21095,S11976,SecureStack,Recruiter F,Offer,True,7.827398986201025
APP21096,S11977,BuildRight,Recruiter E,Screening,False,
APP21097,S11978,NextGen Systems,Recruiter C,Screening,False,
APP21098,S11979,MarketMint,Recruiter F,Submitted,False,
APP21099,S11980,NextGen Systems,Recruiter F,Submitted,False,
APP21100,S11983,BuildRight,Recruiter C,Screening,False,
APP21101,S11984,TechNova,Recruiter C,Interview,False,
APP21102,S11986,HealthByte,Recruiter F,Rejected,False,
APP21103,S11992,CloudSprint,Recruiter B,Submitted,False,
APP21104,S11993,NextGen Systems,Recruiter B,Screening,False,
APP21105,S11996,MarketMint,Recruiter B,Submitted,False,
APP21106,S11997,NextGen Systems,Recruiter E,Interview,False,
APP21107,S11999,FinEdge,Recruiter C,Screening,False,
APP21108,S12005,HealthByte,Recruiter E,Screening,False,
APP21109,S12007,InnoWorks,Recruiter E,Rejected,False,
APP21110,S12008,TechNova,Recruiter G,Rejected,False,
APP21111,S12009,MarketMint,Recruiter E,Screening,False,
APP21112,S12010,RetailPulse,Recruiter D,Submitted,False,
APP21113,S12011,TechNova,Recruiter D,Rejected,False,
APP21114,S12012,BuildRight,Recruiter H,Submitted,False,
APP21115,S12013,LogicLoop,Recruiter B,Submitted,False,
APP21116,S12016,NextGen Systems,Recruiter D,Screening,False,
APP21117,S12018,BuildRight,Recruiter H,Submitted,False,
APP21118,S12019,InnoWorks,Recruiter H,Rejected,False,
APP21119,S12020,SecureStack,Recruiter E,Interview,False,
APP21120,S12023,TechNova,Recruiter G,Interview,False,
APP21121,S12024,RetailPulse,Recruiter H,Interview,False,
APP21122,S12027,CloudSprint,Recruiter B,Screening,False,
APP21123,S12028,LogicLoop,Recruiter H,Screening,False,
APP21124,S12030,FinEdge,Recruiter F,Screening,False,
APP21125,S12032,HealthByte,Recruiter A,Submitted,False,
APP21126,S12035,RetailPulse,Recruiter F,Submitted,False,
APP21127,S12038,DataForge,Recruiter E,Screening,False,
APP21128,S12039,NextGen Systems,Recruiter A,Submitted,False,
APP21129,S12041,HealthByte,Recruiter H,Interview,False,
APP21130,S12042,InnoWorks,Recruiter F,Offer,False,6.6630361453119
APP21131,S12043,BuildRight,Recruiter C,Submitted,False,
APP21132,S12044,CloudSprint,Recruiter D,Submitted,False,
APP21133,S12045,MarketMint,Recruiter C,Interview,False,
APP21134,S12046,RetailPulse,Recruiter H,Submitted,False,
APP21135,S12047,SecureStack,Recruiter E,Submitted,False,
APP21136,S12048,InnoWorks,Recruiter B,Rejected,False,
APP21137,S12050,HealthByte,Recruiter G,Rejected,False,
APP21138,S12052,HealthByte,Recruiter G,Offer,True,5.339975114808336
APP21139,S12054,LogicLoop,Recruiter B,Rejected,False,
APP21140,S12057,SecureStack,Recruiter F,Interview,False,
APP21141,S12058,BuildRight,Recruiter E,Interview,False,
APP21142,S12060,NextGen Systems,Recruiter A,Rejected,False,
APP21143,S12061,NextGen Systems,Recruiter A,Rejected,False,
APP21144,S12062,NextGen Systems,Recruiter H,Rejected,False,
APP21145,S12065,SecureStack,Recruiter G,Submitted,False,
APP21146,S12067,BuildRight,Recruiter B,Interview,False,
APP21147,S12068,MarketMint,Recruiter A,Offer,True,8.158049684729676
APP21148,S12071,CloudSprint,Recruiter C,Interview,False,
APP21149,S12072,TechNova,Recruiter B,Interview,False,
APP21150,S12075,HealthByte,Recruiter D,Rejected,False,
APP21151,S12077,CloudSprint,Recruiter G,Interview,False,
APP21152,S12079,SecureStack,Recruiter F,Rejected,False,
APP21153,S12083,LogicLoop,Recruiter D,Screening,False,
APP21154,S12084,TechNova,Recruiter H,Interview,False,
APP21155,S12086,FinEdge,Recruiter F,Submitted,False,
APP21156,S12088,InnoWorks,Recruiter A,Rejected,False,
APP21157,S12089,RetailPulse,Recruiter C,Rejected,False,
APP21158,S12090,DataForge,Recruiter D,Interview,False,
APP21159,S12091,TechNova,Recruiter E,Screening,False,
APP21160,S12092,DataForge,Recruiter G,Submitted,False,
APP21161,S12093,BuildRight,Recruiter F,Submitted,False,
APP21162,S12096,HealthByte,Recruiter A,Rejected,False,
APP21163,S12097,SecureStack,Recruiter B,Interview,False,
APP21164,S12098,FinEdge,Recruiter C,Rejected,False,
APP21165,S12101,RetailPulse,Recruiter G,Screening,False,
APP21166,S12103,FinEdge,Recruiter E,Interview,False,
APP21167,S12107,MarketMint,Recruiter E,Interview,False,
APP21168,S12108,NextGen Systems,Recruiter B,Rejected,False,
APP21169,S12110,BuildRight,Recruiter F,Submitted,False,
APP21170,S12111,DataForge,Recruiter B,Submitted,False,
APP21171,S12112,MarketMint,Recruiter F,Submitted,False,
APP21172,S12113,InnoWorks,Recruiter D,Submitted,False,
APP21173,S12115,BuildRight,Recruiter E,Rejected,False,
APP21174,S12116,NextGen Systems,Recruiter D,Submitted,False,
APP21175,S12117,MarketMint,Recruiter H,Submitted,False,
APP21176,S12118,BuildRight,Recruiter F,Screening,False,
APP21177,S12119,BuildRight,Recruiter B,Rejected,False,
APP21178,S12120,MarketMint,Recruiter G,Screening,False,
APP21179,S12121,SecureStack,Recruiter F,Rejected,False,
APP21180,S12122,TechNova,Recruiter B,Screening,False,
APP21181,S12123,BuildRight,Recruiter F,Screening,False,
APP21182,S12124,InnoWorks,Recruiter A,Screening,False,
APP21183,S12125,CloudSprint,Recruiter G,Screening,False,
APP21184,S12126,DataForge,Recruiter C,Screening,False,
APP21185,S12127,SecureStack,Recruiter B,Interview,False,
APP21186,S12128,TechNova,Recruiter E,Interview,False,
APP21187,S12129,FinEdge,Recruiter F,Rejected,False,
APP21188,S12131,FinEdge,Recruiter D,Submitted,False,
APP21189,S12133,CloudSprint,Recruiter C,Submitted,False,
APP21190,S12135,CloudSprint,Recruiter E,Screening,False,
APP21191,S12138,SecureStack,Recruiter D,Rejected,False,
APP21192,S12140,HealthByte,Recruiter C,Interview,False,
APP21193,S12141,LogicLoop,Recruiter A,Screening,False,
APP21194,S12142,HealthByte,Recruiter E,Interview,False,
APP21195,S12144,SecureStack,Recruiter H,Submitted,False,
APP21196,S12146,DataForge,Recruiter E,Submitted,False,
APP21197,S12147,BuildRight,Recruiter F,Interview,False,
APP21198,S12149,BuildRight,Recruiter D,Rejected,False,
APP21199,S12151,NextGen Systems,Recruiter E,Screening,False,
APP21200,S12154,BuildRight,Recruiter C,Rejected,False,
APP21201,S12157,FinEdge,Recruiter B,Submitted,False,
APP21202,S12159,TechNova,Recruiter H,Screening,False,
APP21203,S12160,SecureStack,Recruiter F,Interview,False,
APP21204,S12163,HealthByte,Recruiter F,Offer,False,8.174282334310803
APP21205,S12164,BuildRight,Recruiter F,Submitted,False,
APP21206,S12166,MarketMint,Recruiter D,Screening,False,
APP21207,S12167,InnoWorks,Recruiter E,Interview,False,
APP21208,S12168,InnoWorks,Recruiter E,Interview,False,
APP21209,S12169,MarketMint,Recruiter B,Screening,False,
APP21210,S12172,BuildRight,Recruiter B,Screening,False,
APP21211,S12175,RetailPulse,Recruiter B,Offer,False,6.510176880547715
APP21212,S12177,SecureStack,Recruiter A,Submitted,False,
APP21213,S12179,InnoWorks,Recruiter B,Rejected,False,
APP21214,S12182,MarketMint,Recruiter D,Screening,False,
APP21215,S12184,DataForge,Recruiter B,Submitted,False,
APP21216,S12185,NextGen Systems,Recruiter F,Screening,False,
APP21217,S12187,InnoWorks,Recruiter B,Interview,False,
APP21218,S12190,RetailPulse,Recruiter A,Rejected,False,
APP21219,S12191,BuildRight,Recruiter G,Rejected,False,
APP21220,S12192,SecureStack,Recruiter B,Rejected,False,
APP21221,S12195,CloudSprint,Recruiter A,Submitted,False,
APP21222,S12199,RetailPulse,Recruiter C,Offer,False,5.490383599800133
APP21223,S12200,InnoWorks,Recruiter F,Interview,False,
APP21224,S12201,BuildRight,Recruiter B,Interview,False,
APP21225,S12204,RetailPulse,Recruiter D,Submitted,False,
APP21226,S12207,TechNova,Recruiter F,Screening,False,
APP21227,S12209,DataForge,Recruiter E,Screening,False,
APP21228,S12210,BuildRight,Recruiter F,Rejected,False,
APP21229,S12212,DataForge,Recruiter D,Submitted,False,
APP21230,S12213,CloudSprint,Recruiter E,Submitted,False,
APP21231,S12215,InnoWorks,Recruiter A,Interview,False,
APP21232,S12217,FinEdge,Recruiter B,Submitted,False,
APP21233,S12219,TechNova,Recruiter H,Submitted,False,
APP21234,S12223,CloudSprint,Recruiter H,Interview,False,
APP21235,S12224,FinEdge,Recruiter E,Submitted,False,
APP21236,S12225,FinEdge,Recruiter H,Rejected,False,
APP21237,S12227,LogicLoop,Recruiter H,Offer,True,6.288347415905625
APP21238,S12229,RetailPulse,Recruiter E,Interview,False,
APP21239,S12232,FinEdge,Recruiter E,Submitted,False,
APP21240,S12233,BuildRight,Recruiter E,Rejected,False,
APP21241,S12235,RetailPulse,Recruiter E,Screening,False,
APP21242,S12237,MarketMint,Recruiter E,Screening,False,
APP21243,S12238,SecureStack,Recruiter G,Submitted,False,
APP21244,S12239,CloudSprint,Recruiter G,Interview,False,
APP21245,S12241,TechNova,Recruiter E,Interview,False,
APP21246,S12243,MarketMint,Recruiter B,Rejected,False,
APP21247,S12245,DataForge,Recruiter B,Rejected,False,
APP21248,S12247,NextGen Systems,Recruiter G,Rejected,False,
APP21249,S12248,CloudSprint,Recruiter H,Submitted,False,
APP21250,S12249,HealthByte,Recruiter H,Interview,False,
APP21251,S12251,NextGen Systems,Recruiter A,Submitted,False,
APP21252,S12252,MarketMint,Recruiter F,Interview,False,
APP21253,S12254,SecureStack,Recruiter B,Interview,False,
APP21254,S12256,BuildRight,Recruiter E,Rejected,False,
APP21255,S12257,NextGen Systems,Recruiter B,Screening,False,
APP21256,S12258,SecureStack,Recruiter D,Rejected,False,
APP21257,S12260,LogicLoop,Recruiter F,Submitted,False,
APP21258,S12261,FinEdge,Recruiter C,Screening,False,
