event_id,event_name,event_timestamp,company_id,search_id,session_id,search_category,location,platform,source,event_version,result_view_id,result_count,listing_id,position,contact_id,contact_channel,engagement_id,engagement_type,match_id,match_type,outcome_id,outcome_type,outcome_status
E000333,search_result_viewed,2026-08-07 13:48:23,C028,SEARCH_00108,SESSION_00108,Software Developer,Mumbai,web,referral,1.0,RESULT_00108,23.0,,,,,,,,,,,
E000334,listing_viewed,2026-08-07 13:48:51,C028,SEARCH_00108,SESSION_00108,Software Developer,Mumbai,mobile,referral,1.0,,,LISTING_00070,7.0,,,,,,,,,
E000327,search_performed,2026-08-07 13:59:00,C027,SEARCH_00106,SESSION_00106,Software Developer,Hyderabad,mobile,direct,1.0,,,,,,,,,,,,,
E000328,search_result_viewed,2026-08-07 14:01:17,C027,SEARCH_00106,SESSION_00106,Software Developer,Hyderabad,mobile,campaign,1.0,RESULT_00106,21.0,,,,,,,,,,,
E000329,search_performed,2026-08-07 14:32:00,C032,SEARCH_00107,SESSION_00107,Data Analyst,Bengaluru,mobile,direct,1.0,,,,,,,,,,,,,
E000330,search_result_viewed,2026-08-07 14:33:40,C032,SEARCH_00107,SESSION_00107,Data Analyst,Bengaluru,web,referral,1.0,RESULT_00107,6.0,,,,,,,,,,,
E000331,listing_viewed,2026-08-07 14:37:35,C032,SEARCH_00107,SESSION_00107,Data Analyst,Bengaluru,mobile,organic,1.0,,,LISTING_00069,8.0,,,,,,,,,
E000321,search_performed,2026-08-07 15:15:00,C035,SEARCH_00104,SESSION_00104,Business Analyst,Mumbai,mobile,referral,1.0,,,,,,,,,,,,,
E000322,search_result_viewed,2026-08-07 15:15:25,C035,SEARCH_00104,SESSION_00104,Business Analyst,Mumbai,mobile,campaign,1.0,RESULT_00104,10.0,,,,,,,,,,,
E000323,listing_viewed,2026-08-07 15:16:27,C035,SEARCH_00104,SESSION_00104,Business Analyst,Mumbai,web,referral,1.0,,,LISTING_00067,6.0,,,,,,,,,
E000293,search_performed,2026-08-07 16:18:00,C028,SEARCH_00095,SESSION_00095,Digital Marketer,Hyderabad,mobile,organic,1.0,,,,,,,,,,,,,
E000294,search_result_viewed,2026-08-07 16:20:59,C028,SEARCH_00095,SESSION_00095,Digital Marketer,Hyderabad,mobile,campaign,1.0,RESULT_00095,14.0,,,,,,,,,,,
E000295,listing_viewed,2026-08-07 16:22:58,C028,SEARCH_00095,SESSION_00095,Digital Marketer,Hyderabad,mobile,referral,1.0,,,LISTING_00061,3.0,,,,,,,,,
E000296,company_contact_started,2026-08-07 17:09:58,C028,SEARCH_00095,SESSION_00095,Digital Marketer,Hyderabad,mobile,referral,1.0,,,LISTING_00061,,CONTACT_00030,email,,,,,,,
E000340,search_performed,2026-08-07 17:47:00,C021,SEARCH_00110,SESSION_00110,Software Developer,Pune,mobile,referral,1.0,,,,,,,,,,,,,
E000341,search_result_viewed,2026-08-07 17:49:20,C021,SEARCH_00110,SESSION_00110,Software Developer,Pune,mobile,referral,1.0,RESULT_00110,22.0,,,,,,,,,,,
E000342,listing_viewed,2026-08-07 17:49:34,C021,SEARCH_00110,SESSION_00110,Software Developer,Pune,mobile,organic,1.0,,,LISTING_00072,6.0,,,,,,,,,
E000312,search_performed,2026-08-07 18:04:00,C005,SEARCH_00101,SESSION_00101,Software Developer,Mumbai,mobile,campaign,1.0,,,,,,,,,,,,,
E000313,search_result_viewed,2026-08-07 18:05:38,C005,SEARCH_00101,SESSION_00101,Software Developer,Mumbai,web,direct,1.0,RESULT_00101,9.0,,,,,,,,,,,
E000314,listing_viewed,2026-08-07 18:09:30,C005,SEARCH_00101,SESSION_00101,Software Developer,Mumbai,web,direct,1.0,,,LISTING_00065,1.0,,,,,,,,,
E000315,company_contact_started,2026-08-07 18:20:30,C005,SEARCH_00101,SESSION_00101,Software Developer,Mumbai,web,referral,1.0,,,LISTING_00065,,CONTACT_00032,email,,,,,,,
E000300,search_performed,2026-08-07 18:28:00,C003,SEARCH_00097,SESSION_00097,Digital Marketer,Hyderabad,mobile,referral,1.0,,,,,,,,,,,,,
E000301,search_result_viewed,2026-08-07 18:28:29,C003,SEARCH_00097,SESSION_00097,Digital Marketer,Hyderabad,web,referral,1.0,RESULT_00097,23.0,,,,,,,,,,,
E000302,listing_viewed,2026-08-07 18:31:25,C003,SEARCH_00097,SESSION_00097,Digital Marketer,Hyderabad,web,organic,1.0,,,LISTING_00063,5.0,,,,,,,,,
E000303,company_contact_started,2026-08-07 18:43:25,C003,SEARCH_00097,SESSION_00097,Digital Marketer,Hyderabad,mobile,organic,1.0,,,LISTING_00063,,CONTACT_00031,email,,,,,,,
E000227,match_created,2026-08-08 00:21:15,C040,SEARCH_00071,SESSION_00071,Digital Marketer,Chennai,mobile,organic,1.0,,,LISTING_00048,,,,ENGAGE_00010,,MATCH_00006,company_candidate,,,
E000304,engagement_started,2026-08-08 03:43:25,C003,SEARCH_00097,SESSION_00097,Digital Marketer,Hyderabad,mobile,direct,1.0,,,LISTING_00063,,,,ENGAGE_00012,application,,,,,
E000339,engagement_started,2026-08-08 03:55:56,C040,SEARCH_00109,SESSION_00109,Digital Marketer,Bengaluru,web,referral,1.0,,,LISTING_00071,,,,ENGAGE_00013,application,,,,,
E000370,search_performed,2026-08-08 08:16:00,C031,SEARCH_00120,SESSION_00120,Business Analyst,Hyderabad,mobile,direct,1.0,,,,,,,,,,,,,
E000371,search_result_viewed,2026-08-08 08:17:18,C031,SEARCH_00120,SESSION_00120,Business Analyst,Hyderabad,mobile,organic,1.0,RESULT_00120,15.0,,,,,,,,,,,
E000372,listing_viewed,2026-08-08 08:19:00,C031,SEARCH_00120,SESSION_00120,Business Analyst,Hyderabad,web,organic,1.0,,,LISTING_00078,4.0,,,,,,,,,
E000345,search_performed,2026-08-08 09:12:00,C016,SEARCH_00112,SESSION_00112,Data Analyst,Chennai,web,campaign,1.0,,,,,,,,,,,,,
E000346,search_result_viewed,2026-08-08 09:12:48,C016,SEARCH_00112,SESSION_00112,Data Analyst,Chennai,web,campaign,1.0,RESULT_00112,18.0,,,,,,,,,,,
E000347,listing_viewed,2026-08-08 09:15:34,C016,SEARCH_00112,SESSION_00112,Data Analyst,Chennai,web,direct,1.0,,,LISTING_00073,8.0,,,,,,,,,
E000366,search_performed,2026-08-08 09:21:00,C030,SEARCH_00118,SESSION_00118,Business Analyst,Hyderabad,web,campaign,1.0,,,,,,,,,,,,,
E000367,search_result_viewed,2026-08-08 09:21:57,C030,SEARCH_00118,SESSION_00118,Business Analyst,Hyderabad,mobile,referral,1.0,RESULT_00118,5.0,,,,,,,,,,,
E000368,listing_viewed,2026-08-08 09:25:20,C030,SEARCH_00118,SESSION_00118,Business Analyst,Hyderabad,web,campaign,1.0,,,LISTING_00077,4.0,,,,,,,,,
E000359,search_performed,2026-08-08 10:26:00,C009,SEARCH_00116,SESSION_00116,Data Analyst,Chennai,mobile,campaign,1.0,,,,,,,,,,,,,
E000360,search_result_viewed,2026-08-08 10:27:23,C009,SEARCH_00116,SESSION_00116,Data Analyst,Chennai,mobile,organic,1.0,RESULT_00116,15.0,,,,,,,,,,,
E000376,search_performed,2026-08-08 11:43:00,C031,SEARCH_00122,SESSION_00122,Digital Marketer,Hyderabad,web,campaign,1.0,,,,,,,,,,,,,
E000377,search_result_viewed,2026-08-08 11:44:42,C031,SEARCH_00122,SESSION_00122,Digital Marketer,Hyderabad,web,organic,1.0,RESULT_00122,7.0,,,,,,,,,,,
E000355,search_performed,2026-08-08 11:52:00,C017,SEARCH_00115,SESSION_00115,UI/UX Designer,Hyderabad,mobile,referral,1.0,,,,,,,,,,,,,
E000356,search_result_viewed,2026-08-08 11:54:47,C017,SEARCH_00115,SESSION_00115,UI/UX Designer,Hyderabad,web,direct,1.0,RESULT_00115,28.0,,,,,,,,,,,
E000357,listing_viewed,2026-08-08 11:57:12,C017,SEARCH_00115,SESSION_00115,UI/UX Designer,Hyderabad,web,organic,1.0,,,LISTING_00075,4.0,,,,,,,,,
E000358,company_contact_started,2026-08-08 12:19:12,C017,SEARCH_00115,SESSION_00115,UI/UX Designer,Hyderabad,mobile,organic,1.0,,,LISTING_00075,,CONTACT_00035,phone,,,,,,,
E000373,search_performed,2026-08-08 12:44:00,C011,SEARCH_00121,SESSION_00121,UI/UX Designer,Chennai,web,referral,1.0,,,,,,,,,,,,,
E000354,search_performed,2026-08-08 12:45:00,C010,SEARCH_00114,SESSION_00114,Business Analyst,Bengaluru,web,referral,1.0,,,,,,,,,,,,,
E000374,search_result_viewed,2026-08-08 12:45:06,C011,SEARCH_00121,SESSION_00121,UI/UX Designer,Chennai,web,campaign,1.0,RESULT_00121,12.0,,,,,,,,,,,
E000375,listing_viewed,2026-08-08 12:48:27,C011,SEARCH_00121,SESSION_00121,UI/UX Designer,Chennai,mobile,campaign,1.0,,,LISTING_00079,10.0,,,,,,,,,
E000369,search_performed,2026-08-08 14:42:00,C033,SEARCH_00119,SESSION_00119,Business Analyst,Bengaluru,web,direct,1.0,,,,,,,,,,,,,
E000343,search_performed,2026-08-08 15:16:00,C020,SEARCH_00111,SESSION_00111,Data Analyst,Chennai,web,organic,1.0,,,,,,,,,,,,,
E000344,search_result_viewed,2026-08-08 15:16:53,C020,SEARCH_00111,SESSION_00111,Data Analyst,Chennai,mobile,direct,1.0,RESULT_00111,21.0,,,,,,,,,,,
E000378,search_performed,2026-08-08 16:09:00,C033,SEARCH_00123,SESSION_00123,Software Developer,Chennai,web,referral,1.0,,,,,,,,,,,,,
E000379,search_result_viewed,2026-08-08 16:11:03,C033,SEARCH_00123,SESSION_00123,Software Developer,Chennai,web,campaign,1.0,RESULT_00123,8.0,,,,,,,,,,,
E000380,listing_viewed,2026-08-08 16:13:23,C033,SEARCH_00123,SESSION_00123,Software Developer,Chennai,web,campaign,1.0,,,LISTING_00080,8.0,,,,,,,,,
E000348,search_performed,2026-08-08 16:24:00,C036,SEARCH_00113,SESSION_00113,Business Analyst,Pune,mobile,direct,1.0,,,,,,,,,,,,,
E000349,search_result_viewed,2026-08-08 16:26:26,C036,SEARCH_00113,SESSION_00113,Business Analyst,Pune,mobile,referral,1.0,RESULT_00113,15.0,,,,,,,,,,,
E000350,listing_viewed,2026-08-08 16:27:25,C036,SEARCH_00113,SESSION_00113,Business Analyst,Pune,mobile,referral,1.0,,,LISTING_00074,4.0,,,,,,,,,
E000381,company_contact_started,2026-08-08 16:40:23,C033,SEARCH_00123,SESSION_00123,Software Developer,Chennai,web,campaign,1.0,,,LISTING_00080,,CONTACT_00037,email,,,,,,,
E000361,search_performed,2026-08-08 16:47:00,C006,SEARCH_00117,SESSION_00117,Digital Marketer,Hyderabad,web,direct,1.0,,,,,,,,,,,,,
E000351,company_contact_started,2026-08-08 16:47:25,C036,SEARCH_00113,SESSION_00113,Business Analyst,Pune,web,campaign,1.0,,,LISTING_00074,,CONTACT_00034,email,,,,,,,
E000362,search_result_viewed,2026-08-08 16:47:55,C006,SEARCH_00117,SESSION_00117,Digital Marketer,Hyderabad,mobile,campaign,1.0,RESULT_00117,6.0,,,,,,,,,,,
E000363,listing_viewed,2026-08-08 16:51:16,C006,SEARCH_00117,SESSION_00117,Digital Marketer,Hyderabad,web,organic,1.0,,,LISTING_00076,5.0,,,,,,,,,
E000364,company_contact_started,2026-08-08 17:30:16,C006,SEARCH_00117,SESSION_00117,Digital Marketer,Hyderabad,mobile,referral,1.0,,,LISTING_00076,,CONTACT_00036,message,,,,,,,
E000352,engagement_started,2026-08-09 04:47:25,C036,SEARCH_00113,SESSION_00113,Business Analyst,Pune,mobile,referral,1.0,,,LISTING_00074,,,,ENGAGE_00014,application,,,,,
E000382,search_performed,2026-08-09 08:47:00,C002,SEARCH_00124,SESSION_00124,UI/UX Designer,Mumbai,web,organic,1.0,,,,,,,,,,,,,
E000383,search_result_viewed,2026-08-09 08:48:38,C002,SEARCH_00124,SESSION_00124,UI/UX Designer,Mumbai,web,organic,1.0,RESULT_00124,27.0,,,,,,,,,,,
E000405,search_performed,2026-08-09 09:47:00,C001,SEARCH_00133,SESSION_00133,Software Developer,Hyderabad,mobile,direct,1.0,,,,,,,,,,,,,
E000406,search_result_viewed,2026-08-09 09:48:02,C001,SEARCH_00133,SESSION_00133,Software Developer,Hyderabad,web,referral,1.0,RESULT_00133,17.0,,,,,,,,,,,
E000398,search_performed,2026-08-09 10:19:00,C021,SEARCH_00129,SESSION_00129,UI/UX Designer,Pune,mobile,direct,1.0,,,,,,,,,,,,,
E000399,search_result_viewed,2026-08-09 10:21:11,C021,SEARCH_00129,SESSION_00129,UI/UX Designer,Pune,web,referral,1.0,RESULT_00129,12.0,,,,,,,,,,,
E000402,search_performed,2026-08-09 11:03:00,C024,SEARCH_00131,SESSION_00131,Data Analyst,Chennai,mobile,campaign,1.0,,,,,,,,,,,,,
E000403,search_result_viewed,2026-08-09 11:05:44,C024,SEARCH_00131,SESSION_00131,Data Analyst,Chennai,web,direct,1.0,RESULT_00131,6.0,,,,,,,,,,,
E000391,search_performed,2026-08-09 11:13:00,C027,SEARCH_00127,SESSION_00127,Digital Marketer,Bengaluru,web,organic,1.0,,,,,,,,,,,,,
E000392,search_result_viewed,2026-08-09 11:15:04,C027,SEARCH_00127,SESSION_00127,Digital Marketer,Bengaluru,web,direct,1.0,RESULT_00127,24.0,,,,,,,,,,,
E000384,search_performed,2026-08-09 12:26:00,C005,SEARCH_00125,SESSION_00125,UI/UX Designer,Bengaluru,web,direct,1.0,,,,,,,,,,,,,
E000385,search_result_viewed,2026-08-09 12:28:55,C005,SEARCH_00125,SESSION_00125,UI/UX Designer,Bengaluru,mobile,campaign,1.0,RESULT_00125,18.0,,,,,,,,,,,
E000386,listing_viewed,2026-08-09 12:30:41,C005,SEARCH_00125,SESSION_00125,UI/UX Designer,Bengaluru,web,direct,1.0,,,LISTING_00081,7.0,,,,,,,,,
E000365,engagement_started,2026-08-09 14:30:16,C006,SEARCH_00117,SESSION_00117,Digital Marketer,Hyderabad,mobile,direct,1.0,,,LISTING_00076,,,,ENGAGE_00015,application,,,,,
E000404,search_performed,2026-08-09 15:13:00,C038,SEARCH_00132,SESSION_00132,Digital Marketer,Hyderabad,mobile,referral,1.0,,,,,,,,,,,,,
E000393,search_performed,2026-08-09 16:13:00,C026,SEARCH_00128,SESSION_00128,UI/UX Designer,Hyderabad,web,direct,1.0,,,,,,,,,,,,,
E000394,search_result_viewed,2026-08-09 16:14:24,C026,SEARCH_00128,SESSION_00128,UI/UX Designer,Hyderabad,mobile,referral,1.0,RESULT_00128,12.0,,,,,,,,,,,
E000395,listing_viewed,2026-08-09 16:18:18,C026,SEARCH_00128,SESSION_00128,UI/UX Designer,Hyderabad,web,campaign,1.0,,,LISTING_00083,3.0,,,,,,,,,
E000396,company_contact_started,2026-08-09 16:22:18,C026,SEARCH_00128,SESSION_00128,UI/UX Designer,Hyderabad,web,campaign,1.0,,,LISTING_00083,,CONTACT_00039,phone,,,,,,,
E000387,search_performed,2026-08-09 16:25:00,C023,SEARCH_00126,SESSION_00126,Data Analyst,Hyderabad,web,direct,1.0,,,,,,,,,,,,,
E000388,search_result_viewed,2026-08-09 16:25:15,C023,SEARCH_00126,SESSION_00126,Data Analyst,Hyderabad,mobile,campaign,1.0,RESULT_00126,14.0,,,,,,,,,,,
E000400,search_performed,2026-08-09 16:26:00,C010,SEARCH_00130,SESSION_00130,UI/UX Designer,Bengaluru,mobile,direct,1.0,,,,,,,,,,,,,
E000401,search_result_viewed,2026-08-09 16:27:15,C010,SEARCH_00130,SESSION_00130,UI/UX Designer,Bengaluru,mobile,organic,1.0,RESULT_00130,11.0,,,,,,,,,,,
E000389,listing_viewed,2026-08-09 16:28:55,C023,SEARCH_00126,SESSION_00126,Data Analyst,Hyderabad,web,campaign,1.0,,,LISTING_00082,4.0,,,,,,,,,
E000390,company_contact_started,2026-08-09 16:46:55,C023,SEARCH_00126,SESSION_00126,Data Analyst,Hyderabad,web,organic,1.0,,,LISTING_00082,,CONTACT_00038,message,,,,,,,
E000407,search_performed,2026-08-09 18:22:00,C025,SEARCH_00134,SESSION_00134,UI/UX Designer,Chennai,mobile,referral,1.0,,,,,,,,,,,,,
E000397,engagement_started,2026-08-09 18:22:18,C026,SEARCH_00128,SESSION_00128,UI/UX Designer,Hyderabad,mobile,campaign,1.0,,,LISTING_00083,,,,ENGAGE_00016,application,,,,,
E000408,search_result_viewed,2026-08-09 18:24:17,C025,SEARCH_00134,SESSION_00134,UI/UX Designer,Chennai,web,campaign,1.0,RESULT_00134,19.0,,,,,,,,,,,
E000460,search_performed,2026-08-10 08:36:00,C023,SEARCH_00147,SESSION_00147,Software Developer,Chennai,mobile,referral,1.0,,,,,,,,,,,,,
E000461,search_performed,2026-08-10 09:16:00,C028,SEARCH_00148,SESSION_00148,Data Analyst,Bengaluru,web,direct,1.0,,,,,,,,,,,,,
E000462,search_result_viewed,2026-08-10 09:17:50,C028,SEARCH_00148,SESSION_00148,Data Analyst,Bengaluru,web,referral,1.0,RESULT_00148,19.0,,,,,,,,,,,
E000466,search_performed,2026-08-10 09:19:00,C029,SEARCH_00150,SESSION_00150,UI/UX Designer,Mumbai,web,organic,1.0,,,,,,,,,,,,,
E000467,search_result_viewed,2026-08-10 09:20:37,C029,SEARCH_00150,SESSION_00150,UI/UX Designer,Mumbai,web,direct,1.0,RESULT_00150,25.0,,,,,,,,,,,
E000438,search_performed,2026-08-10 10:24:00,C005,SEARCH_00142,SESSION_00142,Data Analyst,Mumbai,web,campaign,1.0,,,,,,,,,,,,,
E000439,search_result_viewed,2026-08-10 10:24:37,C005,SEARCH_00142,SESSION_00142,Data Analyst,Mumbai,web,referral,1.0,RESULT_00142,7.0,,,,,,,,,,,
E000440,listing_viewed,2026-08-10 10:28:01,C005,SEARCH_00142,SESSION_00142,Data Analyst,Mumbai,web,direct,1.0,,,LISTING_00091,5.0,,,,,,,,,
E000469,search_performed,2026-08-10 10:40:00,C015,SEARCH_00152,SESSION_00152,UI/UX Designer,Hyderabad,mobile,campaign,1.0,,,,,,,,,,,,,
E000470,search_result_viewed,2026-08-10 10:42:47,C015,SEARCH_00152,SESSION_00152,UI/UX Designer,Hyderabad,mobile,campaign,1.0,RESULT_00152,11.0,,,,,,,,,,,
E000471,listing_viewed,2026-08-10 10:45:57,C015,SEARCH_00152,SESSION_00152,UI/UX Designer,Hyderabad,web,referral,1.0,,,LISTING_00096,4.0,,,,,,,,,
E000441,company_contact_started,2026-08-10 10:56:01,C005,SEARCH_00142,SESSION_00142,Data Analyst,Mumbai,mobile,organic,1.0,,,LISTING_00091,,CONTACT_00042,email,,,,,,,
E000448,search_performed,2026-08-10 11:29:00,C032,SEARCH_00144,SESSION_00144,Digital Marketer,Chennai,web,direct,1.0,,,,,,,,,,,,,
E000449,search_result_viewed,2026-08-10 11:30:51,C032,SEARCH_00144,SESSION_00144,Digital Marketer,Chennai,mobile,referral,1.0,RESULT_00144,15.0,,,,,,,,,,,
E000450,listing_viewed,2026-08-10 11:32:51,C032,SEARCH_00144,SESSION_00144,Digital Marketer,Chennai,web,referral,1.0,,,LISTING_00093,10.0,,,,,,,,,
E000451,company_contact_started,2026-08-10 12:17:51,C032,SEARCH_00144,SESSION_00144,Digital Marketer,Chennai,mobile,referral,1.0,,,LISTING_00093,,CONTACT_00044,message,,,,,,,
E000422,search_performed,2026-08-10 12:52:00,C013,SEARCH_00138,SESSION_00138,Digital Marketer,Chennai,mobile,referral,1.0,,,,,,,,,,,,,
E000423,search_result_viewed,2026-08-10 12:52:30,C013,SEARCH_00138,SESSION_00138,Digital Marketer,Chennai,mobile,campaign,1.0,RESULT_00138,16.0,,,,,,,,,,,
E000455,search_performed,2026-08-10 12:53:00,C030,SEARCH_00146,SESSION_00146,Software Developer,Pune,web,campaign,1.0,,,,,,,,,,,,,
E000456,search_result_viewed,2026-08-10 12:53:45,C030,SEARCH_00146,SESSION_00146,Software Developer,Pune,mobile,direct,1.0,RESULT_00146,25.0,,,,,,,,,,,
E000457,listing_viewed,2026-08-10 12:54:34,C030,SEARCH_00146,SESSION_00146,Software Developer,Pune,mobile,organic,1.0,,,LISTING_00094,7.0,,,,,,,,,
E000424,listing_viewed,2026-08-10 12:55:38,C013,SEARCH_00138,SESSION_00138,Digital Marketer,Chennai,mobile,organic,1.0,,,LISTING_00087,4.0,,,,,,,,,
E000435,search_performed,2026-08-10 13:01:00,C040,SEARCH_00141,SESSION_00141,Digital Marketer,Pune,mobile,campaign,1.0,,,,,,,,,,,,,
E000436,search_result_viewed,2026-08-10 13:02:41,C040,SEARCH_00141,SESSION_00141,Digital Marketer,Pune,mobile,campaign,1.0,RESULT_00141,22.0,,,,,,,,,,,
E000437,listing_viewed,2026-08-10 13:05:20,C040,SEARCH_00141,SESSION_00141,Digital Marketer,Pune,web,referral,1.0,,,LISTING_00090,7.0,,,,,,,,,
E000476,search_performed,2026-08-10 13:07:00,C038,SEARCH_00154,SESSION_00154,Data Analyst,Hyderabad,web,referral,1.0,,,,,,,,,,,,,
E000477,search_result_viewed,2026-08-10 13:08:45,C038,SEARCH_00154,SESSION_00154,Data Analyst,Hyderabad,web,campaign,1.0,RESULT_00154,27.0,,,,,,,,,,,
E000478,listing_viewed,2026-08-10 13:09:30,C038,SEARCH_00154,SESSION_00154,Data Analyst,Hyderabad,mobile,campaign,1.0,,,LISTING_00098,10.0,,,,,,,,,
E000453,search_performed,2026-08-10 13:24:00,C032,SEARCH_00145,SESSION_00145,Digital Marketer,Hyderabad,mobile,campaign,1.0,,,,,,,,,,,,,
E000454,search_result_viewed,2026-08-10 13:26:34,C032,SEARCH_00145,SESSION_00145,Digital Marketer,Hyderabad,web,organic,1.0,RESULT_00145,11.0,,,,,,,,,,,
E000458,company_contact_started,2026-08-10 13:33:34,C030,SEARCH_00146,SESSION_00146,Software Developer,Pune,mobile,campaign,1.0,,,LISTING_00094,,CONTACT_00045,email,,,,,,,
E000479,company_contact_started,2026-08-10 13:50:30,C038,SEARCH_00154,SESSION_00154,Data Analyst,Hyderabad,web,direct,1.0,,,LISTING_00098,,CONTACT_00047,phone,,,,,,,
E000409,search_performed,2026-08-10 14:02:00,C014,SEARCH_00135,SESSION_00135,Business Analyst,Mumbai,web,direct,1.0,,,,,,,,,,,,,
E000410,search_result_viewed,2026-08-10 14:04:31,C014,SEARCH_00135,SESSION_00135,Business Analyst,Mumbai,mobile,referral,1.0,RESULT_00135,23.0,,,,,,,,,,,
E000411,listing_viewed,2026-08-10 14:06:05,C014,SEARCH_00135,SESSION_00135,Business Analyst,Mumbai,mobile,direct,1.0,,,LISTING_00084,4.0,,,,,,,,,
E000415,search_performed,2026-08-10 14:08:00,C005,SEARCH_00137,SESSION_00137,Data Analyst,Bengaluru,web,organic,1.0,,,,,,,,,,,,,
E000416,search_result_viewed,2026-08-10 14:08:12,C005,SEARCH_00137,SESSION_00137,Data Analyst,Bengaluru,mobile,referral,1.0,RESULT_00137,11.0,,,,,,,,,,,
E000417,listing_viewed,2026-08-10 14:11:05,C005,SEARCH_00137,SESSION_00137,Data Analyst,Bengaluru,mobile,campaign,1.0,,,LISTING_00086,10.0,,,,,,,,,
E000425,search_performed,2026-08-10 14:24:00,C003,SEARCH_00139,SESSION_00139,Data Analyst,Pune,mobile,organic,1.0,,,,,,,,,,,,,
E000426,search_result_viewed,2026-08-10 14:24:53,C003,SEARCH_00139,SESSION_00139,Data Analyst,Pune,mobile,campaign,1.0,RESULT_00139,7.0,,,,,,,,,,,
E000427,listing_viewed,2026-08-10 14:26:27,C003,SEARCH_00139,SESSION_00139,Data Analyst,Pune,web,organic,1.0,,,LISTING_00088,10.0,,,,,,,,,
E000418,company_contact_started,2026-08-10 14:46:05,C005,SEARCH_00137,SESSION_00137,Data Analyst,Bengaluru,mobile,organic,1.0,,,LISTING_00086,,CONTACT_00040,phone,,,,,,,
E000443,search_performed,2026-08-10 14:49:00,C001,SEARCH_00143,SESSION_00143,Business Analyst,Pune,web,direct,1.0,,,,,,,,,,,,,
E000444,search_result_viewed,2026-08-10 14:49:53,C001,SEARCH_00143,SESSION_00143,Business Analyst,Pune,mobile,direct,1.0,RESULT_00143,26.0,,,,,,,,,,,
E000445,listing_viewed,2026-08-10 14:51:20,C001,SEARCH_00143,SESSION_00143,Business Analyst,Pune,mobile,direct,1.0,,,LISTING_00092,5.0,,,,,,,,,
E000463,search_performed,2026-08-10 14:58:00,C031,SEARCH_00149,SESSION_00149,Data Analyst,Mumbai,web,organic,1.0,,,,,,,,,,,,,
E000464,search_result_viewed,2026-08-10 14:58:46,C031,SEARCH_00149,SESSION_00149,Data Analyst,Mumbai,mobile,referral,1.0,RESULT_00149,16.0,,,,,,,,,,,
E000465,listing_viewed,2026-08-10 14:59:48,C031,SEARCH_00149,SESSION_00149,Data Analyst,Mumbai,mobile,referral,1.0,,,LISTING_00095,9.0,,,,,,,,,
E000446,company_contact_started,2026-08-10 15:19:20,C001,SEARCH_00143,SESSION_00143,Business Analyst,Pune,mobile,referral,1.0,,,LISTING_00092,,CONTACT_00043,email,,,,,,,
E000428,company_contact_started,2026-08-10 15:24:27,C003,SEARCH_00139,SESSION_00139,Data Analyst,Pune,mobile,referral,1.0,,,LISTING_00088,,CONTACT_00041,phone,,,,,,,
E000468,search_performed,2026-08-10 16:10:00,C016,SEARCH_00151,SESSION_00151,Digital Marketer,Hyderabad,mobile,campaign,1.0,,,,,,,,,,,,,
E000472,search_performed,2026-08-10 16:11:00,C005,SEARCH_00153,SESSION_00153,Digital Marketer,Bengaluru,mobile,referral,1.0,,,,,,,,,,,,,
E000473,search_result_viewed,2026-08-10 16:11:39,C005,SEARCH_00153,SESSION_00153,Digital Marketer,Bengaluru,mobile,referral,1.0,RESULT_00153,13.0,,,,,,,,,,,
E000474,listing_viewed,2026-08-10 16:14:25,C005,SEARCH_00153,SESSION_00153,Digital Marketer,Bengaluru,web,referral,1.0,,,LISTING_00097,7.0,,,,,,,,,
E000475,company_contact_started,2026-08-10 16:44:25,C005,SEARCH_00153,SESSION_00153,Digital Marketer,Bengaluru,web,referral,1.0,,,LISTING_00097,,CONTACT_00046,phone,,,,,,,
E000432,search_performed,2026-08-10 17:53:00,C011,SEARCH_00140,SESSION_00140,Digital Marketer,Hyderabad,mobile,referral,1.0,,,,,,,,,,,,,
E000433,search_result_viewed,2026-08-10 17:53:45,C011,SEARCH_00140,SESSION_00140,Digital Marketer,Hyderabad,web,referral,1.0,RESULT_00140,30.0,,,,,,,,,,,
E000434,listing_viewed,2026-08-10 17:55:46,C011,SEARCH_00140,SESSION_00140,Digital Marketer,Hyderabad,web,referral,1.0,,,LISTING_00089,4.0,,,,,,,,,
E000447,engagement_started,2026-08-10 18:19:20,C001,SEARCH_00143,SESSION_00143,Business Analyst,Pune,mobile,referral,1.0,,,LISTING_00092,,,,ENGAGE_00020,application,,,,,
E000429,engagement_started,2026-08-10 18:24:27,C003,SEARCH_00139,SESSION_00139,Data Analyst,Pune,mobile,organic,1.0,,,LISTING_00088,,,,ENGAGE_00018,application,,,,,
E000412,search_performed,2026-08-10 18:47:00,C022,SEARCH_00136,SESSION_00136,Business Analyst,Pune,mobile,campaign,1.0,,,,,,,,,,,,,
E000413,search_result_viewed,2026-08-10 18:48:40,C022,SEARCH_00136,SESSION_00136,Business Analyst,Pune,web,campaign,1.0,RESULT_00136,10.0,,,,,,,,,,,
E000480,engagement_started,2026-08-10 18:50:30,C038,SEARCH_00154,SESSION_00154,Data Analyst,Hyderabad,web,referral,1.0,,,LISTING_00098,,,,ENGAGE_00023,application,,,,,
E000414,listing_viewed,2026-08-10 18:52:37,C022,SEARCH_00136,SESSION_00136,Business Analyst,Pune,web,organic,1.0,,,LISTING_00085,9.0,,,,,,,,,
