application_id,student_id,college_id,college,company,role,stage,package_lpa,applied_at
APP00817,STU00026,COL003,PES University,PrimeStack,Frontend Developer,Screening,,2026-07-10T10:30
APP00818,STU02257,COL003,PES University,DataNest,Business Analyst,Rejected,,2026-07-23T17:31
APP00819,STU02293,COL005,New Horizon College of Engineering,DataNest,Software Engineer,Screening,,2026-07-24T20:18
APP00820,STU01700,COL004,Dayananda Sagar College of Engineering,FinEdge Solutions,Data Analyst,Applied,,2026-09-19T19:46
APP00821,STU00788,COL004,Dayananda Sagar College of Engineering,InfiCore,Software Engineer,Applied,,2026-08-21T20:45
APP00822,STU01091,COL004,Dayananda Sagar College of Engineering,CloudMinds,Business Analyst,Applied,,2026-07-17T10:14
APP00823,STU01897,COL001,BMS Institute of Technology,Nova Systems,Business Analyst,Offer,11.2,2026-08-15T11:19
APP00824,STU00348,COL004,Dayananda Sagar College of Engineering,CloudMinds,Business Analyst,Placed,9.4,2026-08-28T19:58
APP00825,STU01215,COL003,PES University,QuantEdge,Software Engineer,Screening,,2026-09-25T11:01
APP00826,STU01759,COL006,CMR Institute of Technology,BlueOrbit Labs,Software Engineer,Applied,,2026-07-20T15:58
APP00827,STU02085,COL001,BMS Institute of Technology,CloudMinds,Frontend Developer,Applied,,2026-08-16T10:12
APP00828,STU01193,COL005,New Horizon College of Engineering,NextGen Labs,Backend Developer,Applied,,2026-07-11T19:43
APP00829,STU02301,COL003,PES University,InfiCore,ML Engineer,Interview,,2026-08-16T18:22
APP00830,STU01035,COL004,Dayananda Sagar College of Engineering,TechForge,Frontend Developer,Rejected,,2026-08-01T19:14
APP00831,STU01651,COL005,New Horizon College of Engineering,NextGen Labs,Data Analyst,Screening,,2026-07-28T10:23
APP00832,STU00032,COL003,PES University,Orion Analytics,Frontend Developer,Offer,4.3,2026-08-22T16:00
APP00833,STU01024,COL003,PES University,CodeCraft,Backend Developer,Screening,,2026-08-31T18:24
APP00834,STU00280,COL004,Dayananda Sagar College of Engineering,PrimeStack,Backend Developer,Interview,,2026-08-06T16:15
APP00835,STU01759,COL006,CMR Institute of Technology,Orion Analytics,Business Analyst,Rejected,,2026-08-02T15:58
APP00836,STU00303,COL002,RV College of Engineering,Orion Analytics,Business Analyst,Applied,,2026-08-22T16:25
APP00837,STU01526,COL006,CMR Institute of Technology,Vertex Digital,Business Analyst,Screening,,2026-08-05T10:23
APP00838,STU01297,COL005,New Horizon College of Engineering,QuantEdge,ML Engineer,Interview,,2026-08-24T18:02
APP00839,STU01063,COL001,BMS Institute of Technology,BlueOrbit Labs,Software Engineer,Rejected,,2026-10-04T21:00
APP00840,STU02151,COL001,BMS Institute of Technology,BlueOrbit Labs,Frontend Developer,Applied,,2026-07-12T14:51
APP00841,STU00403,COL002,RV College of Engineering,Vertex Digital,Business Analyst,Interview,,2026-09-02T10:22
APP00842,STU00674,COL003,PES University,CloudMinds,ML Engineer,Screening,,2026-08-10T21:00
APP00843,STU00542,COL003,PES University,Vertex Digital,Business Analyst,Screening,,2026-09-16T13:58
APP00844,STU01600,COL002,RV College of Engineering,Aster Mobility,Business Analyst,Interview,,2026-08-25T10:01
APP00845,STU00619,COL004,Dayananda Sagar College of Engineering,BrightWorks,Frontend Developer,Applied,,2026-08-26T10:55
APP00846,STU02219,COL003,PES University,BrightWorks,Business Analyst,Interview,,2026-08-06T15:31
APP00847,STU00241,COL004,Dayananda Sagar College of Engineering,Vertex Digital,Business Analyst,Rejected,,2026-08-07T15:20
APP00848,STU02399,COL001,BMS Institute of Technology,CodeCraft,Backend Developer,Rejected,,2026-08-26T12:42
APP00849,STU01327,COL004,Dayananda Sagar College of Engineering,CodeCraft,Data Analyst,Interview,,2026-08-22T15:16
APP00850,STU01305,COL001,BMS Institute of Technology,DataNest,Software Engineer,Applied,,2026-10-02T13:42
APP00851,STU02101,COL004,Dayananda Sagar College of Engineering,Nova Systems,ML Engineer,Interview,,2026-08-15T16:28
APP00852,STU00513,COL004,Dayananda Sagar College of Engineering,BlueOrbit Labs,Backend Developer,Offer,10.5,2026-09-20T15:15
APP00853,STU01548,COL003,PES University,InfiCore,Data Analyst,Applied,,2026-09-14T16:24
APP00854,STU00838,COL006,CMR Institute of Technology,InfiCore,Frontend Developer,Offer,4.3,2026-10-03T09:38
APP00855,STU00626,COL001,BMS Institute of Technology,QuantEdge,Data Analyst,Interview,,2026-07-21T15:48
APP00856,STU02288,COL001,BMS Institute of Technology,Aster Mobility,ML Engineer,Interview,,2026-08-26T15:25
APP00857,STU01530,COL001,BMS Institute of Technology,Vertex Digital,Frontend Developer,Interview,,2026-09-10T17:44
APP00858,STU00694,COL006,CMR Institute of Technology,FinEdge Solutions,Backend Developer,Rejected,,2026-08-28T10:15
APP00859,STU00214,COL003,PES University,Aster Mobility,Backend Developer,Interview,,2026-08-04T16:56
APP00860,STU01847,COL003,PES University,InfiCore,Frontend Developer,Applied,,2026-08-25T17:38
APP00861,STU01833,COL006,CMR Institute of Technology,BlueOrbit Labs,Frontend Developer,Applied,,2026-07-26T19:21
APP00862,STU00674,COL003,PES University,CodeCraft,Backend Developer,Interview,,2026-08-26T21:00
APP00863,STU00939,COL003,PES University,FinEdge Solutions,Data Analyst,Screening,,2026-07-24T14:25
APP00864,STU01351,COL001,BMS Institute of Technology,TechForge,Data Analyst,Applied,,2026-08-25T20:23
APP00865,STU00258,COL001,BMS Institute of Technology,Vertex Digital,Frontend Developer,Placed,11.2,2026-08-25T16:37
APP00866,STU01770,COL005,New Horizon College of Engineering,DataNest,Frontend Developer,Placed,13.6,2026-09-19T13:53
APP00867,STU02136,COL004,Dayananda Sagar College of Engineering,CodeCraft,Business Analyst,Applied,,2026-09-07T19:10
APP00868,STU00473,COL001,BMS Institute of Technology,NextGen Labs,Data Analyst,Applied,,2026-07-29T18:43
APP00869,STU01131,COL006,CMR Institute of Technology,Orion Analytics,Data Analyst,Applied,,2026-07-16T14:04
APP00870,STU01645,COL005,New Horizon College of Engineering,Aster Mobility,Software Engineer,Placed,5.5,2026-07-23T16:50
APP00871,STU00608,COL004,Dayananda Sagar College of Engineering,Vertex Digital,ML Engineer,Interview,,2026-08-06T17:28
APP00872,STU01321,COL002,RV College of Engineering,QuantEdge,Frontend Developer,Placed,15.0,2026-08-11T09:25
APP00873,STU00957,COL004,Dayananda Sagar College of Engineering,FinEdge Solutions,Frontend Developer,Placed,13.6,2026-08-03T14:23
APP00874,STU02320,COL005,New Horizon College of Engineering,Nova Systems,Backend Developer,Applied,,2026-08-22T14:10
APP00875,STU00808,COL001,BMS Institute of Technology,QuantEdge,ML Engineer,Applied,,2026-09-03T17:21
APP00876,STU01536,COL005,New Horizon College of Engineering,NextGen Labs,Backend Developer,Screening,,2026-08-07T10:11
APP00877,STU02219,COL003,PES University,FinEdge Solutions,ML Engineer,Screening,,2026-07-25T15:31
APP00878,STU01321,COL002,RV College of Engineering,CodeCraft,Data Analyst,Interview,,2026-08-08T09:25
APP00879,STU01523,COL001,BMS Institute of Technology,BlueOrbit Labs,Backend Developer,Offer,8.1,2026-09-29T13:03
APP00880,STU01635,COL006,CMR Institute of Technology,QuantEdge,Frontend Developer,Interview,,2026-09-20T10:51
APP00881,STU00358,COL005,New Horizon College of Engineering,BrightWorks,Software Engineer,Rejected,,2026-09-11T14:34
APP00882,STU01187,COL002,RV College of Engineering,CodeCraft,Backend Developer,Screening,,2026-09-09T19:59
APP00883,STU01321,COL002,RV College of Engineering,TechForge,ML Engineer,Interview,,2026-07-29T09:25
APP00884,STU00249,COL005,New Horizon College of Engineering,Vertex Digital,Frontend Developer,Rejected,,2026-08-18T17:38
APP00885,STU00731,COL001,BMS Institute of Technology,CloudMinds,ML Engineer,Rejected,,2026-09-19T12:38
APP00886,STU01215,COL003,PES University,Vertex Digital,Software Engineer,Interview,,2026-08-27T11:01
APP00887,STU01879,COL002,RV College of Engineering,Nova Systems,Frontend Developer,Placed,7.8,2026-08-01T10:10
APP00888,STU02308,COL005,New Horizon College of Engineering,Vertex Digital,Business Analyst,Interview,,2026-09-02T18:48
APP00889,STU01003,COL001,BMS Institute of Technology,NextGen Labs,Data Analyst,Rejected,,2026-09-09T18:05
APP00890,STU00998,COL002,RV College of Engineering,PrimeStack,Business Analyst,Rejected,,2026-09-24T15:07
APP00891,STU00642,COL006,CMR Institute of Technology,CloudMinds,Software Engineer,Rejected,,2026-08-31T16:17
APP00892,STU00178,COL004,Dayananda Sagar College of Engineering,BlueOrbit Labs,Software Engineer,Interview,,2026-07-28T20:31
APP00893,STU01501,COL005,New Horizon College of Engineering,InfiCore,Backend Developer,Interview,,2026-08-10T09:48
APP00894,STU00321,COL001,BMS Institute of Technology,BlueOrbit Labs,Business Analyst,Offer,5.2,2026-07-24T11:03
APP00895,STU02041,COL002,RV College of Engineering,Aster Mobility,Data Analyst,Applied,,2026-08-18T10:26
APP00896,STU01729,COL005,New Horizon College of Engineering,CloudMinds,Frontend Developer,Applied,,2026-08-21T20:00
APP00897,STU00722,COL006,CMR Institute of Technology,QuantEdge,ML Engineer,Offer,12.2,2026-09-22T13:28
APP00898,STU01451,COL001,BMS Institute of Technology,NextGen Labs,Software Engineer,Offer,6.1,2026-08-02T19:25
APP00899,STU01078,COL002,RV College of Engineering,TechForge,Data Analyst,Offer,4.5,2026-08-16T14:27
APP00900,STU01459,COL003,PES University,DataNest,ML Engineer,Screening,,2026-09-25T10:00
APP00901,STU02032,COL006,CMR Institute of Technology,InfiCore,Frontend Developer,Interview,,2026-07-16T16:31
APP00902,STU01785,COL006,CMR Institute of Technology,Aster Mobility,Business Analyst,Offer,7.4,2026-07-07T12:39
APP00903,STU01973,COL001,BMS Institute of Technology,BlueOrbit Labs,Software Engineer,Placed,12.7,2026-08-23T20:09
APP00904,STU01982,COL001,BMS Institute of Technology,DataNest,Software Engineer,Screening,,2026-07-30T14:23
APP00905,STU01495,COL002,RV College of Engineering,Nova Systems,Data Analyst,Rejected,,2026-07-09T09:58
APP00906,STU00424,COL004,Dayananda Sagar College of Engineering,TechForge,Backend Developer,Applied,,2026-08-23T17:12
APP00907,STU01733,COL005,New Horizon College of Engineering,BrightWorks,Frontend Developer,Interview,,2026-08-03T11:28
APP00908,STU00932,COL005,New Horizon College of Engineering,NextGen Labs,ML Engineer,Interview,,2026-09-26T16:23
APP00909,STU01713,COL005,New Horizon College of Engineering,Orion Analytics,Backend Developer,Applied,,2026-08-06T20:18
APP00910,STU01283,COL004,Dayananda Sagar College of Engineering,InfiCore,ML Engineer,Interview,,2026-08-22T14:17
APP00911,STU00331,COL003,PES University,Orion Analytics,ML Engineer,Rejected,,2026-08-04T16:34
APP00912,STU01797,COL006,CMR Institute of Technology,TechForge,Software Engineer,Rejected,,2026-08-25T17:16
APP00913,STU00141,COL003,PES University,BlueOrbit Labs,ML Engineer,Offer,14.0,2026-08-22T14:58
APP00914,STU01987,COL003,PES University,Aster Mobility,Frontend Developer,Screening,,2026-09-28T20:57
APP00915,STU01009,COL004,Dayananda Sagar College of Engineering,Orion Analytics,Frontend Developer,Interview,,2026-08-26T15:12
APP00916,STU02242,COL004,Dayananda Sagar College of Engineering,BlueOrbit Labs,Backend Developer,Offer,4.2,2026-08-09T14:57
APP00917,STU00370,COL005,New Horizon College of Engineering,Orion Analytics,Data Analyst,Offer,13.6,2026-07-04T17:41
APP00918,STU01113,COL004,Dayananda Sagar College of Engineering,NextGen Labs,Frontend Developer,Rejected,,2026-08-07T16:25
APP00919,STU01640,COL003,PES University,Vertex Digital,Backend Developer,Offer,4.9,2026-07-27T13:54
APP00920,STU01330,COL006,CMR Institute of Technology,CloudMinds,Software Engineer,Interview,,2026-08-31T17:22
APP00921,STU01415,COL004,Dayananda Sagar College of Engineering,DataNest,Software Engineer,Applied,,2026-08-19T19:08
APP00922,STU01993,COL006,CMR Institute of Technology,Nova Systems,Frontend Developer,Screening,,2026-08-06T13:33
APP00923,STU02109,COL006,CMR Institute of Technology,CloudMinds,Software Engineer,Applied,,2026-08-24T11:49
APP00924,STU02267,COL005,New Horizon College of Engineering,BrightWorks,Backend Developer,Placed,6.3,2026-09-11T20:54
APP00925,STU00557,COL004,Dayananda Sagar College of Engineering,NextGen Labs,ML Engineer,Rejected,,2026-08-13T18:41
APP00926,STU00914,COL006,CMR Institute of Technology,NextGen Labs,Frontend Developer,Interview,,2026-07-21T20:39
APP00927,STU01378,COL005,New Horizon College of Engineering,DataNest,ML Engineer,Applied,,2026-09-16T19:22
APP00928,STU01223,COL005,New Horizon College of Engineering,InfiCore,Business Analyst,Rejected,,2026-07-28T09:15
APP00929,STU00559,COL004,Dayananda Sagar College of Engineering,Aster Mobility,Backend Developer,Rejected,,2026-09-02T10:50
APP00930,STU00261,COL004,Dayananda Sagar College of Engineering,CloudMinds,Backend Developer,Rejected,,2026-09-03T15:11
APP00931,STU00518,COL001,BMS Institute of Technology,Orion Analytics,Business Analyst,Applied,,2026-08-18T13:30
APP00932,STU00252,COL005,New Horizon College of Engineering,CloudMinds,Business Analyst,Offer,8.1,2026-09-24T14:21
APP00933,STU00790,COL003,PES University,Orion Analytics,Data Analyst,Applied,,2026-09-28T13:54
APP00934,STU00773,COL001,BMS Institute of Technology,FinEdge Solutions,ML Engineer,Offer,4.5,2026-07-21T15:13
APP00935,STU01305,COL001,BMS Institute of Technology,FinEdge Solutions,Backend Developer,Screening,,2026-09-04T13:42
APP00936,STU00657,COL001,BMS Institute of Technology,InfiCore,Software Engineer,Screening,,2026-08-28T12:10
APP00937,STU01311,COL005,New Horizon College of Engineering,TechForge,Frontend Developer,Placed,15.3,2026-07-19T14:52
APP00938,STU00969,COL002,RV College of Engineering,CloudMinds,ML Engineer,Interview,,2026-08-20T14:28
APP00939,STU01756,COL002,RV College of Engineering,FinEdge Solutions,ML Engineer,Interview,,2026-08-01T18:08
APP00940,STU01557,COL006,CMR Institute of Technology,BrightWorks,Software Engineer,Offer,10.4,2026-08-05T13:35
APP00941,STU02302,COL002,RV College of Engineering,Nova Systems,Software Engineer,Applied,,2026-07-31T14:43
APP00942,STU01130,COL003,PES University,CloudMinds,ML Engineer,Interview,,2026-08-19T13:34
APP00943,STU02149,COL006,CMR Institute of Technology,NextGen Labs,Frontend Developer,Applied,,2026-07-26T09:53
APP00944,STU00539,COL006,CMR Institute of Technology,BrightWorks,Business Analyst,Offer,13.3,2026-08-03T19:58
APP00945,STU02293,COL005,New Horizon College of Engineering,InfiCore,ML Engineer,Applied,,2026-07-11T20:18
APP00946,STU00528,COL001,BMS Institute of Technology,PrimeStack,Frontend Developer,Interview,,2026-08-08T10:24
APP00947,STU00596,COL002,RV College of Engineering,NextGen Labs,Frontend Developer,Applied,,2026-09-25T09:08
APP00948,STU00531,COL006,CMR Institute of Technology,FinEdge Solutions,Backend Developer,Placed,5.5,2026-08-24T13:03
APP00949,STU00209,COL003,PES University,TechForge,Frontend Developer,Screening,,2026-08-17T13:28
APP00950,STU01372,COL004,Dayananda Sagar College of Engineering,InfiCore,Frontend Developer,Interview,,2026-09-13T15:55
APP00951,STU01463,COL002,RV College of Engineering,CodeCraft,ML Engineer,Offer,4.4,2026-08-20T14:09
APP00952,STU00010,COL001,BMS Institute of Technology,BrightWorks,Frontend Developer,Offer,10.3,2026-08-31T14:41
APP00953,STU00046,COL003,PES University,Orion Analytics,Data Analyst,Applied,,2026-08-12T15:02
APP00954,STU00444,COL005,New Horizon College of Engineering,InfiCore,Backend Developer,Rejected,,2026-08-17T18:03
APP00955,STU02149,COL006,CMR Institute of Technology,InfiCore,Business Analyst,Rejected,,2026-07-29T09:53
APP00956,STU01063,COL001,BMS Institute of Technology,QuantEdge,Data Analyst,Interview,,2026-09-21T21:00
APP00957,STU00610,COL004,Dayananda Sagar College of Engineering,Aster Mobility,Software Engineer,Offer,8.0,2026-08-07T19:27
APP00958,STU01193,COL005,New Horizon College of Engineering,BrightWorks,Business Analyst,Screening,,2026-07-24T19:43
APP00959,STU01573,COL006,CMR Institute of Technology,InfiCore,Data Analyst,Screening,,2026-09-16T09:03
APP00960,STU00173,COL001,BMS Institute of Technology,DataNest,ML Engineer,Offer,8.0,2026-08-21T12:58
APP00961,STU00761,COL001,BMS Institute of Technology,FinEdge Solutions,Data Analyst,Interview,,2026-08-31T12:05
APP00962,STU01950,COL004,Dayananda Sagar College of Engineering,CodeCraft,Business Analyst,Interview,,2026-08-15T18:00
APP00963,STU01010,COL003,PES University,Orion Analytics,ML Engineer,Interview,,2026-09-06T09:32
APP00964,STU02196,COL003,PES University,CodeCraft,Data Analyst,Screening,,2026-09-03T13:50
APP00965,STU00659,COL002,RV College of Engineering,BrightWorks,Data Analyst,Interview,,2026-08-31T19:32
APP00966,STU00169,COL004,Dayananda Sagar College of Engineering,TechForge,Frontend Developer,Interview,,2026-08-11T11:40
APP00967,STU00735,COL002,RV College of Engineering,BlueOrbit Labs,ML Engineer,Interview,,2026-09-30T15:27
APP00968,STU00970,COL005,New Horizon College of Engineering,DataNest,Frontend Developer,Rejected,,2026-07-28T18:43
APP00969,STU00313,COL001,BMS Institute of Technology,NextGen Labs,Frontend Developer,Offer,12.0,2026-08-18T12:31
APP00970,STU01874,COL004,Dayananda Sagar College of Engineering,DataNest,Software Engineer,Applied,,2026-08-11T12:11
APP00971,STU00511,COL004,Dayananda Sagar College of Engineering,CloudMinds,Software Engineer,Screening,,2026-09-02T14:29
APP00972,STU02158,COL003,PES University,DataNest,Frontend Developer,Applied,,2026-10-06T17:59
APP00973,STU00951,COL004,Dayananda Sagar College of Engineering,BrightWorks,Software Engineer,Screening,,2026-09-13T20:11
APP00974,STU00319,COL003,PES University,InfiCore,Business Analyst,Rejected,,2026-08-18T10:46
APP00975,STU02014,COL003,PES University,TechForge,Data Analyst,Applied,,2026-07-20T17:52
APP00976,STU00511,COL004,Dayananda Sagar College of Engineering,BrightWorks,ML Engineer,Interview,,2026-09-02T14:29
APP00977,STU00230,COL006,CMR Institute of Technology,NextGen Labs,ML Engineer,Applied,,2026-08-03T16:55
APP00978,STU01499,COL004,Dayananda Sagar College of Engineering,InfiCore,ML Engineer,Applied,,2026-08-07T12:02
APP00979,STU01712,COL001,BMS Institute of Technology,BrightWorks,Data Analyst,Rejected,,2026-08-30T12:58
APP00980,STU00674,COL003,PES University,CodeCraft,Data Analyst,Screening,,2026-07-24T21:00
APP00981,STU00406,COL003,PES University,InfiCore,Business Analyst,Offer,4.8,2026-08-09T17:52
APP00982,STU00015,COL001,BMS Institute of Technology,Vertex Digital,Frontend Developer,Interview,,2026-09-07T13:26
APP00983,STU01983,COL006,CMR Institute of Technology,Vertex Digital,Software Engineer,Applied,,2026-08-29T15:10
APP00984,STU01342,COL005,New Horizon College of Engineering,Orion Analytics,Business Analyst,Rejected,,2026-08-01T18:06
APP00985,STU01522,COL004,Dayananda Sagar College of Engineering,Nova Systems,Frontend Developer,Rejected,,2026-08-21T15:55
APP00986,STU00202,COL005,New Horizon College of Engineering,CloudMinds,Data Analyst,Interview,,2026-08-12T18:09
APP00987,STU01613,COL004,Dayananda Sagar College of Engineering,Orion Analytics,Software Engineer,Offer,9.7,2026-07-26T14:58
APP00988,STU00661,COL006,CMR Institute of Technology,Vertex Digital,Business Analyst,Offer,4.6,2026-09-13T14:33
APP00989,STU01317,COL006,CMR Institute of Technology,QuantEdge,Data Analyst,Placed,11.4,2026-08-19T14:38
APP00990,STU01686,COL006,CMR Institute of Technology,BlueOrbit Labs,Backend Developer,Screening,,2026-07-12T13:54
APP00991,STU01062,COL001,BMS Institute of Technology,PrimeStack,ML Engineer,Interview,,2026-07-05T17:38
APP00992,STU01475,COL003,PES University,DataNest,Frontend Developer,Interview,,2026-08-20T19:20
APP00993,STU00461,COL004,Dayananda Sagar College of Engineering,DataNest,Data Analyst,Offer,5.7,2026-08-14T18:57
APP00994,STU00001,COL005,New Horizon College of Engineering,Vertex Digital,Business Analyst,Applied,,2026-08-08T17:20
APP00995,STU00534,COL004,Dayananda Sagar College of Engineering,CloudMinds,Frontend Developer,Rejected,,2026-09-09T18:46
APP00996,STU00624,COL006,CMR Institute of Technology,Vertex Digital,Business Analyst,Screening,,2026-10-07T13:07
APP00997,STU01578,COL006,CMR Institute of Technology,Nova Systems,Data Analyst,Applied,,2026-07-25T09:16
APP00998,STU01374,COL001,BMS Institute of Technology,Nova Systems,Business Analyst,Interview,,2026-08-26T12:54
APP00999,STU01310,COL004,Dayananda Sagar College of Engineering,PrimeStack,Backend Developer,Applied,,2026-09-06T09:28
APP01000,STU00642,COL006,CMR Institute of Technology,PrimeStack,Data Analyst,Applied,,2026-08-10T16:17
APP01001,STU00018,COL001,BMS Institute of Technology,CodeCraft,Software Engineer,Screening,,2026-09-13T10:45
APP01002,STU00475,COL001,BMS Institute of Technology,BrightWorks,Business Analyst,Applied,,2026-08-12T12:00
APP01003,STU00322,COL003,PES University,Orion Analytics,Software Engineer,Interview,,2026-08-14T19:38
APP01004,STU02053,COL004,Dayananda Sagar College of Engineering,CloudMinds,ML Engineer,Applied,,2026-07-23T18:04
APP01005,STU02329,COL001,BMS Institute of Technology,CodeCraft,Frontend Developer,Applied,,2026-08-20T13:34
APP01006,STU00463,COL004,Dayananda Sagar College of Engineering,NextGen Labs,Frontend Developer,Interview,,2026-07-23T10:29
APP01007,STU01043,COL005,New Horizon College of Engineering,Orion Analytics,Frontend Developer,Interview,,2026-08-18T20:03
APP01008,STU01618,COL004,Dayananda Sagar College of Engineering,Nova Systems,Backend Developer,Applied,,2026-09-20T16:01
APP01009,STU00830,COL004,Dayananda Sagar College of Engineering,QuantEdge,Data Analyst,Interview,,2026-08-25T12:01
APP01010,STU00446,COL004,Dayananda Sagar College of Engineering,DataNest,Data Analyst,Applied,,2026-09-21T10:40
APP01011,STU02347,COL001,BMS Institute of Technology,DataNest,Backend Developer,Placed,6.1,2026-08-08T14:42
APP01012,STU02091,COL006,CMR Institute of Technology,CloudMinds,Data Analyst,Screening,,2026-08-26T12:21
APP01013,STU01439,COL004,Dayananda Sagar College of Engineering,Aster Mobility,Data Analyst,Applied,,2026-08-26T09:53
APP01014,STU02205,COL003,PES University,Aster Mobility,ML Engineer,Offer,5.2,2026-08-18T09:04
APP01015,STU01598,COL003,PES University,CloudMinds,Frontend Developer,Applied,,2026-09-06T11:16
APP01016,STU00692,COL001,BMS Institute of Technology,CodeCraft,ML Engineer,Placed,14.6,2026-08-25T16:53
APP01017,STU01748,COL002,RV College of Engineering,PrimeStack,ML Engineer,Rejected,,2026-08-12T15:09
APP01018,STU01779,COL001,BMS Institute of Technology,CloudMinds,Frontend Developer,Interview,,2026-07-27T11:35
APP01019,STU00649,COL005,New Horizon College of Engineering,Nova Systems,ML Engineer,Screening,,2026-08-04T19:02
APP01020,STU01336,COL003,PES University,Nova Systems,Backend Developer,Rejected,,2026-08-02T14:25
APP01021,STU01230,COL003,PES University,Nova Systems,Data Analyst,Offer,7.0,2026-08-19T16:07
APP01022,STU00203,COL002,RV College of Engineering,Aster Mobility,ML Engineer,Screening,,2026-08-20T09:32
APP01023,STU01203,COL002,RV College of Engineering,InfiCore,Business Analyst,Interview,,2026-08-04T18:48
APP01024,STU00034,COL006,CMR Institute of Technology,Vertex Digital,Business Analyst,Screening,,2026-07-08T18:00
APP01025,STU00440,COL001,BMS Institute of Technology,BrightWorks,Software Engineer,Screening,,2026-07-13T16:08
APP01026,STU02031,COL003,PES University,CloudMinds,Data Analyst,Offer,5.4,2026-08-01T09:17
APP01027,STU00038,COL002,RV College of Engineering,CloudMinds,Data Analyst,Placed,12.7,2026-08-28T16:20
APP01028,STU00881,COL003,PES University,NextGen Labs,ML Engineer,Offer,12.0,2026-08-07T18:14
APP01029,STU01586,COL006,CMR Institute of Technology,PrimeStack,Frontend Developer,Rejected,,2026-08-15T12:04
APP01030,STU00707,COL003,PES University,DataNest,Backend Developer,Applied,,2026-08-13T19:24
APP01031,STU00316,COL003,PES University,InfiCore,Data Analyst,Screening,,2026-09-01T19:35
APP01032,STU00483,COL006,CMR Institute of Technology,InfiCore,ML Engineer,Offer,5.6,2026-10-02T10:56
APP01033,STU02353,COL001,BMS Institute of Technology,QuantEdge,Business Analyst,Applied,,2026-09-21T15:51
APP01034,STU00507,COL002,RV College of Engineering,Vertex Digital,Backend Developer,Rejected,,2026-08-07T18:29
APP01035,STU02363,COL002,RV College of Engineering,BlueOrbit Labs,Frontend Developer,Rejected,,2026-08-16T10:39
APP01036,STU00742,COL003,PES University,TechForge,Software Engineer,Applied,,2026-09-11T14:28
APP01037,STU00002,COL003,PES University,InfiCore,ML Engineer,Screening,,2026-08-16T15:26
APP01038,STU00452,COL005,New Horizon College of Engineering,CloudMinds,Frontend Developer,Offer,6.0,2026-08-16T17:55
APP01039,STU01240,COL002,RV College of Engineering,Aster Mobility,Software Engineer,Screening,,2026-08-28T18:49
APP01040,STU00769,COL003,PES University,DataNest,Business Analyst,Offer,7.7,2026-09-22T17:01
APP01041,STU01952,COL006,CMR Institute of Technology,NextGen Labs,Business Analyst,Rejected,,2026-08-23T19:56
APP01042,STU02013,COL006,CMR Institute of Technology,PrimeStack,Data Analyst,Interview,,2026-08-23T17:20
APP01043,STU00339,COL004,Dayananda Sagar College of Engineering,Vertex Digital,Backend Developer,Placed,7.8,2026-09-20T18:35
APP01044,STU00659,COL002,RV College of Engineering,Nova Systems,Data Analyst,Interview,,2026-09-16T19:32
APP01045,STU01378,COL005,New Horizon College of Engineering,QuantEdge,Backend Developer,Placed,8.2,2026-09-18T19:22
APP01046,STU02357,COL006,CMR Institute of Technology,CodeCraft,ML Engineer,Screening,,2026-08-27T19:13
APP01047,STU00892,COL004,Dayananda Sagar College of Engineering,BlueOrbit Labs,Frontend Developer,Screening,,2026-09-21T18:48
APP01048,STU00273,COL003,PES University,Vertex Digital,Data Analyst,Interview,,2026-09-11T19:32
APP01049,STU00414,COL004,Dayananda Sagar College of Engineering,PrimeStack,ML Engineer,Offer,5.2,2026-08-26T12:56
APP01050,STU01449,COL006,CMR Institute of Technology,PrimeStack,Business Analyst,Interview,,2026-08-13T17:48
APP01051,STU01240,COL002,RV College of Engineering,Orion Analytics,Frontend Developer,Applied,,2026-07-21T18:49
APP01052,STU01554,COL003,PES University,Nova Systems,ML Engineer,Interview,,2026-08-25T18:44
APP01053,STU01621,COL001,BMS Institute of Technology,Vertex Digital,Business Analyst,Rejected,,2026-08-13T17:57
APP01054,STU00811,COL002,RV College of Engineering,PrimeStack,Software Engineer,Screening,,2026-08-02T18:25
APP01055,STU01131,COL006,CMR Institute of Technology,QuantEdge,Business Analyst,Interview,,2026-07-16T14:04
APP01056,STU01937,COL003,PES University,Nova Systems,Software Engineer,Applied,,2026-09-15T12:56
APP01057,STU00806,COL006,CMR Institute of Technology,TechForge,ML Engineer,Applied,,2026-07-12T09:22
APP01058,STU02196,COL003,PES University,PrimeStack,Frontend Developer,Applied,,2026-09-02T13:50
APP01059,STU02353,COL001,BMS Institute of Technology,Vertex Digital,Data Analyst,Rejected,,2026-09-13T15:51
APP01060,STU00967,COL005,New Horizon College of Engineering,QuantEdge,Frontend Developer,Screening,,2026-08-01T19:18
APP01061,STU02200,COL001,BMS Institute of Technology,Aster Mobility,Frontend Developer,Screening,,2026-09-13T11:03
APP01062,STU01034,COL004,Dayananda Sagar College of Engineering,DataNest,Business Analyst,Rejected,,2026-08-22T20:45
APP01063,STU01118,COL003,PES University,InfiCore,Business Analyst,Screening,,2026-08-17T16:26
APP01064,STU01854,COL005,New Horizon College of Engineering,PrimeStack,Data Analyst,Rejected,,2026-08-17T19:19
APP01065,STU00995,COL005,New Horizon College of Engineering,Vertex Digital,ML Engineer,Rejected,,2026-09-01T12:32
APP01066,STU00472,COL002,RV College of Engineering,CodeCraft,Backend Developer,Screening,,2026-09-07T14:10
