event_id,event_name,event_timestamp,payment_id,company_id,seller_id,order_id,amount,currency,gateway,event_version,payment_method,gateway_transaction_id,captured_amount,revenue_id,recognized_amount,revenue_type,refund_id,refund_amount,refund_reason,failure_code,failure_reason,chargeback_id,chargeback_amount,chargeback_reason
PE000648,revenue_recognized,2026-08-08 18:18:29,PAY00163,CMP022,SEL020,ORD00163,1703.96,INR,DemoGateway,1.0,,,,REV00163,1703.96,platform_fee,,,,,,,,
PE000649,payment_initiated,2026-08-08 18:34:00,PAY00164,CMP019,SEL014,ORD00164,13203.89,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE000650,payment_authorized,2026-08-08 18:34:24,PAY00164,CMP019,SEL014,ORD00164,13203.89,INR,DemoPay,1.0,,GTX000164,,,,,,,,,,,,
PE000651,payment_captured,2026-08-08 18:35:30,PAY00164,CMP019,SEL014,ORD00164,13203.89,INR,DemoPay,1.0,,GTX000164,13203.89,,,,,,,,,,,
PE000652,revenue_recognized,2026-08-08 19:07:30,PAY00164,CMP019,SEL014,ORD00164,1056.31,INR,DemoPay,1.0,,,,REV00164,1056.31,platform_fee,,,,,,,,
PE000653,payment_initiated,2026-08-08 10:28:00,PAY00165,CMP010,SEL015,ORD00165,17682.42,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE000654,payment_authorized,2026-08-08 10:28:18,PAY00165,CMP010,SEL015,ORD00165,17682.42,INR,DemoPay,1.0,,GTX000165,,,,,,,,,,,,
PE000655,payment_captured,2026-08-08 10:29:06,PAY00165,CMP010,SEL015,ORD00165,17682.42,INR,DemoPay,1.0,,GTX000165,17682.42,,,,,,,,,,,
PE000656,revenue_recognized,2026-08-08 11:47:06,PAY00165,CMP010,SEL015,ORD00165,1414.59,INR,DemoPay,1.0,,,,REV00165,1414.59,platform_fee,,,,,,,,
PE000657,payment_initiated,2026-08-08 13:32:00,PAY00166,CMP011,SEL012,ORD00166,4573.0,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE000658,payment_authorized,2026-08-08 13:32:20,PAY00166,CMP011,SEL012,ORD00166,4573.0,INR,DemoGateway,1.0,,GTX000166,,,,,,,,,,,,
PE000659,payment_captured,2026-08-08 13:33:24,PAY00166,CMP011,SEL012,ORD00166,4573.0,INR,DemoGateway,1.0,,GTX000166,4573.0,,,,,,,,,,,
PE000660,revenue_recognized,2026-08-08 13:49:24,PAY00166,CMP011,SEL012,ORD00166,365.84,INR,DemoGateway,1.0,,,,REV00166,365.84,platform_fee,,,,,,,,
PE000661,payment_initiated,2026-08-08 17:26:00,PAY00167,CMP004,SEL002,ORD00167,23716.54,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000662,payment_authorized,2026-08-08 17:26:15,PAY00167,CMP004,SEL002,ORD00167,23716.54,INR,DemoGateway,1.0,,GTX000167,,,,,,,,,,,,
PE000663,payment_captured,2026-08-08 17:28:04,PAY00167,CMP004,SEL002,ORD00167,23716.54,INR,DemoGateway,1.0,,GTX000167,23716.54,,,,,,,,,,,
PE000664,revenue_recognized,2026-08-08 18:10:04,PAY00167,CMP004,SEL002,ORD00167,1897.32,INR,DemoGateway,1.0,,,,REV00167,1897.32,platform_fee,,,,,,,,
PE000665,payment_initiated,2026-08-08 15:31:00,PAY00168,CMP007,SEL006,ORD00168,24905.28,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE000666,payment_authorized,2026-08-08 15:31:10,PAY00168,CMP007,SEL006,ORD00168,24905.28,INR,DemoGateway,1.0,,GTX000168,,,,,,,,,,,,
PE000667,payment_captured,2026-08-08 15:32:05,PAY00168,CMP007,SEL006,ORD00168,24905.28,INR,DemoGateway,1.0,,GTX000168,24905.28,,,,,,,,,,,
PE000668,revenue_recognized,2026-08-08 16:37:05,PAY00168,CMP007,SEL006,ORD00168,1992.42,INR,DemoGateway,1.0,,,,REV00168,1992.42,platform_fee,,,,,,,,
PE000669,payment_initiated,2026-08-08 15:38:00,PAY00169,CMP019,SEL012,ORD00169,2687.7,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE000670,payment_authorized,2026-08-08 15:38:23,PAY00169,CMP019,SEL012,ORD00169,2687.7,INR,DemoPay,1.0,,GTX000169,,,,,,,,,,,,
PE000671,payment_captured,2026-08-08 15:39:36,PAY00169,CMP019,SEL012,ORD00169,2687.7,INR,DemoPay,1.0,,GTX000169,2687.7,,,,,,,,,,,
PE000672,revenue_recognized,2026-08-08 15:41:36,PAY00169,CMP019,SEL012,ORD00169,215.02,INR,DemoPay,1.0,,,,REV00169,215.02,platform_fee,,,,,,,,
PE000673,payment_initiated,2026-08-08 13:02:00,PAY00170,CMP029,SEL009,ORD00170,19450.63,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE000674,payment_failed,2026-08-08 13:03:21,PAY00170,CMP029,SEL009,ORD00170,19450.63,INR,DemoGateway,1.0,,,,,,,,,,DECLINED,demo_failure,,,
PE000675,payment_initiated,2026-08-08 16:28:00,PAY00171,CMP012,SEL018,ORD00171,3228.0,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE000676,payment_authorized,2026-08-08 16:28:44,PAY00171,CMP012,SEL018,ORD00171,3228.0,INR,DemoGateway,1.0,,GTX000171,,,,,,,,,,,,
PE000677,payment_captured,2026-08-08 16:30:16,PAY00171,CMP012,SEL018,ORD00171,3228.0,INR,DemoGateway,1.0,,GTX000171,3228.0,,,,,,,,,,,
PE000678,revenue_recognized,2026-08-08 17:49:16,PAY00171,CMP012,SEL018,ORD00171,258.24,INR,DemoGateway,1.0,,,,REV00171,258.24,platform_fee,,,,,,,,
PE000679,payment_initiated,2026-08-08 13:48:00,PAY00172,CMP013,SEL012,ORD00172,14609.05,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000680,payment_authorized,2026-08-08 13:48:37,PAY00172,CMP013,SEL012,ORD00172,14609.05,INR,DemoGateway,1.0,,GTX000172,,,,,,,,,,,,
PE000681,payment_captured,2026-08-08 13:49:33,PAY00172,CMP013,SEL012,ORD00172,14609.05,INR,DemoGateway,1.0,,GTX000172,14609.05,,,,,,,,,,,
PE000682,revenue_recognized,2026-08-08 14:54:33,PAY00172,CMP013,SEL012,ORD00172,1168.72,INR,DemoGateway,1.0,,,,REV00172,1168.72,platform_fee,,,,,,,,
PE000683,payment_refunded,2026-08-11 14:54:33,PAY00172,CMP013,SEL012,ORD00172,4078.63,INR,DemoGateway,1.0,,,,,,,REF00172,4078.63,order_cancelled,,,,,
PE000684,payment_initiated,2026-08-09 17:20:00,PAY00173,CMP020,SEL017,ORD00173,9207.2,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE000685,payment_authorized,2026-08-09 17:20:44,PAY00173,CMP020,SEL017,ORD00173,9207.2,INR,DemoPay,1.0,,GTX000173,,,,,,,,,,,,
PE000686,payment_captured,2026-08-09 17:22:23,PAY00173,CMP020,SEL017,ORD00173,9207.2,INR,DemoPay,1.0,,GTX000173,9207.2,,,,,,,,,,,
PE000687,revenue_recognized,2026-08-09 19:10:23,PAY00173,CMP020,SEL017,ORD00173,736.58,INR,DemoPay,1.0,,,,REV00173,736.58,platform_fee,,,,,,,,
PE000688,payment_initiated,2026-08-09 12:30:00,PAY00174,CMP027,SEL017,ORD00174,18155.39,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000689,payment_authorized,2026-08-09 12:30:48,PAY00174,CMP027,SEL017,ORD00174,18155.39,INR,DemoGateway,1.0,,GTX000174,,,,,,,,,,,,
PE000690,payment_captured,2026-08-09 12:31:07,PAY00174,CMP027,SEL017,ORD00174,18155.39,INR,DemoGateway,1.0,,GTX000174,18155.39,,,,,,,,,,,
PE000691,revenue_recognized,2026-08-09 13:25:07,PAY00174,CMP027,SEL017,ORD00174,1452.43,INR,DemoGateway,1.0,,,,REV00174,1452.43,platform_fee,,,,,,,,
PE000692,payment_initiated,2026-08-09 18:50:00,PAY00175,CMP024,SEL001,ORD00175,7739.97,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE000693,payment_authorized,2026-08-09 18:50:51,PAY00175,CMP024,SEL001,ORD00175,7739.97,INR,DemoGateway,1.0,,GTX000175,,,,,,,,,,,,
PE000694,payment_captured,2026-08-09 18:51:02,PAY00175,CMP024,SEL001,ORD00175,7739.97,INR,DemoGateway,1.0,,GTX000175,7739.97,,,,,,,,,,,
PE000695,revenue_recognized,2026-08-09 20:06:02,PAY00175,CMP024,SEL001,ORD00175,619.2,INR,DemoGateway,1.0,,,,REV00175,619.2,platform_fee,,,,,,,,
PE000696,payment_initiated,2026-08-09 18:15:00,PAY00176,CMP024,SEL020,ORD00176,4972.73,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000697,payment_authorized,2026-08-09 18:15:49,PAY00176,CMP024,SEL020,ORD00176,4972.73,INR,DemoGateway,1.0,,GTX000176,,,,,,,,,,,,
PE000698,payment_captured,2026-08-09 18:16:08,PAY00176,CMP024,SEL020,ORD00176,4972.73,INR,DemoGateway,1.0,,GTX000176,4972.73,,,,,,,,,,,
PE000699,revenue_recognized,2026-08-09 18:41:08,PAY00176,CMP024,SEL020,ORD00176,397.82,INR,DemoGateway,1.0,,,,REV00176,397.82,platform_fee,,,,,,,,
PE000700,payment_refunded,2026-08-11 18:41:08,PAY00176,CMP024,SEL020,ORD00176,2413.11,INR,DemoGateway,1.0,,,,,,,REF00176,2413.11,order_cancelled,,,,,
PE000701,payment_initiated,2026-08-09 08:45:00,PAY00177,CMP014,SEL017,ORD00177,22011.22,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000702,payment_authorized,2026-08-09 08:45:40,PAY00177,CMP014,SEL017,ORD00177,22011.22,INR,DemoGateway,1.0,,GTX000177,,,,,,,,,,,,
PE000703,payment_captured,2026-08-09 08:46:26,PAY00177,CMP014,SEL017,ORD00177,22011.22,INR,DemoGateway,1.0,,GTX000177,22011.22,,,,,,,,,,,
PE000704,revenue_recognized,2026-08-09 10:11:26,PAY00177,CMP014,SEL017,ORD00177,1760.9,INR,DemoGateway,1.0,,,,REV00177,1760.9,platform_fee,,,,,,,,
PE000705,payment_initiated,2026-08-09 18:49:00,PAY00178,CMP006,SEL015,ORD00178,14337.42,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE000706,payment_authorized,2026-08-09 18:49:56,PAY00178,CMP006,SEL015,ORD00178,14337.42,INR,DemoGateway,1.0,,GTX000178,,,,,,,,,,,,
PE000707,payment_captured,2026-08-09 18:51:29,PAY00178,CMP006,SEL015,ORD00178,14337.42,INR,DemoGateway,1.0,,GTX000178,14337.42,,,,,,,,,,,
PE000708,revenue_recognized,2026-08-09 19:25:29,PAY00178,CMP006,SEL015,ORD00178,1146.99,INR,DemoGateway,1.0,,,,REV00178,1146.99,platform_fee,,,,,,,,
PE000709,payment_initiated,2026-08-09 12:49:00,PAY00179,CMP008,SEL009,ORD00179,6784.38,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE000710,payment_authorized,2026-08-09 12:49:49,PAY00179,CMP008,SEL009,ORD00179,6784.38,INR,DemoGateway,1.0,,GTX000179,,,,,,,,,,,,
PE000711,payment_captured,2026-08-09 12:51:24,PAY00179,CMP008,SEL009,ORD00179,6784.38,INR,DemoGateway,1.0,,GTX000179,6784.38,,,,,,,,,,,
PE000712,revenue_recognized,2026-08-09 13:54:24,PAY00179,CMP008,SEL009,ORD00179,542.75,INR,DemoGateway,1.0,,,,REV00179,542.75,platform_fee,,,,,,,,
PE000713,payment_initiated,2026-08-09 18:34:00,PAY00180,CMP030,SEL009,ORD00180,4364.04,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE000714,payment_authorized,2026-08-09 18:34:30,PAY00180,CMP030,SEL009,ORD00180,4364.04,INR,DemoGateway,1.0,,GTX000180,,,,,,,,,,,,
PE000715,payment_captured,2026-08-09 18:36:19,PAY00180,CMP030,SEL009,ORD00180,4364.04,INR,DemoGateway,1.0,,GTX000180,4364.04,,,,,,,,,,,
PE000716,revenue_recognized,2026-08-09 19:21:19,PAY00180,CMP030,SEL009,ORD00180,349.12,INR,DemoGateway,1.0,,,,REV00180,349.12,platform_fee,,,,,,,,
PE000717,payment_initiated,2026-08-09 09:22:00,PAY00181,CMP010,SEL002,ORD00181,23949.87,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE000718,payment_authorized,2026-08-09 09:22:52,PAY00181,CMP010,SEL002,ORD00181,23949.87,INR,DemoGateway,1.0,,GTX000181,,,,,,,,,,,,
PE000719,payment_captured,2026-08-09 09:23:58,PAY00181,CMP010,SEL002,ORD00181,23949.87,INR,DemoGateway,1.0,,GTX000181,23949.87,,,,,,,,,,,
PE000720,revenue_recognized,2026-08-09 09:51:58,PAY00181,CMP010,SEL002,ORD00181,1915.99,INR,DemoGateway,1.0,,,,REV00181,1915.99,platform_fee,,,,,,,,
PE000721,payment_initiated,2026-08-09 17:47:00,PAY00182,CMP030,SEL018,ORD00182,4725.91,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE000722,payment_authorized,2026-08-09 17:47:08,PAY00182,CMP030,SEL018,ORD00182,4725.91,INR,DemoGateway,1.0,,GTX000182,,,,,,,,,,,,
PE000723,payment_captured,2026-08-09 17:48:38,PAY00182,CMP030,SEL018,ORD00182,4725.91,INR,DemoGateway,1.0,,GTX000182,4725.91,,,,,,,,,,,
PE000724,revenue_recognized,2026-08-09 19:44:38,PAY00182,CMP030,SEL018,ORD00182,378.07,INR,DemoGateway,1.0,,,,REV00182,378.07,platform_fee,,,,,,,,
PE000725,payment_initiated,2026-08-09 15:06:00,PAY00183,CMP002,SEL004,ORD00183,9261.9,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE000726,payment_authorized,2026-08-09 15:06:05,PAY00183,CMP002,SEL004,ORD00183,9261.9,INR,DemoGateway,1.0,,GTX000183,,,,,,,,,,,,
PE000727,payment_captured,2026-08-09 15:07:20,PAY00183,CMP002,SEL004,ORD00183,9261.9,INR,DemoGateway,1.0,,GTX000183,9261.9,,,,,,,,,,,
PE000728,revenue_recognized,2026-08-09 17:06:20,PAY00183,CMP002,SEL004,ORD00183,740.95,INR,DemoGateway,1.0,,,,REV00183,740.95,platform_fee,,,,,,,,
PE000729,payment_initiated,2026-08-09 12:20:00,PAY00184,CMP029,SEL016,ORD00184,16787.66,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE000730,payment_authorized,2026-08-09 12:20:54,PAY00184,CMP029,SEL016,ORD00184,16787.66,INR,DemoGateway,1.0,,GTX000184,,,,,,,,,,,,
PE000731,payment_captured,2026-08-09 12:21:10,PAY00184,CMP029,SEL016,ORD00184,16787.66,INR,DemoGateway,1.0,,GTX000184,16787.66,,,,,,,,,,,
PE000732,revenue_recognized,2026-08-09 13:45:10,PAY00184,CMP029,SEL016,ORD00184,1343.01,INR,DemoGateway,1.0,,,,REV00184,1343.01,platform_fee,,,,,,,,
PE000733,payment_initiated,2026-08-09 10:59:00,PAY00185,CMP024,SEL002,ORD00185,11320.3,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE000734,payment_authorized,2026-08-09 10:59:30,PAY00185,CMP024,SEL002,ORD00185,11320.3,INR,DemoPay,1.0,,GTX000185,,,,,,,,,,,,
PE000735,payment_captured,2026-08-09 11:01:15,PAY00185,CMP024,SEL002,ORD00185,11320.3,INR,DemoPay,1.0,,GTX000185,11320.3,,,,,,,,,,,
PE000736,revenue_recognized,2026-08-09 12:05:15,PAY00185,CMP024,SEL002,ORD00185,905.62,INR,DemoPay,1.0,,,,REV00185,905.62,platform_fee,,,,,,,,
PE000737,payment_initiated,2026-08-09 17:38:00,PAY00186,CMP028,SEL010,ORD00186,1717.78,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE000738,payment_authorized,2026-08-09 17:38:26,PAY00186,CMP028,SEL010,ORD00186,1717.78,INR,DemoPay,1.0,,GTX000186,,,,,,,,,,,,
PE000739,payment_captured,2026-08-09 17:39:07,PAY00186,CMP028,SEL010,ORD00186,1717.78,INR,DemoPay,1.0,,GTX000186,1717.78,,,,,,,,,,,
PE000740,revenue_recognized,2026-08-09 18:38:07,PAY00186,CMP028,SEL010,ORD00186,137.42,INR,DemoPay,1.0,,,,REV00186,137.42,platform_fee,,,,,,,,
PE000741,payment_initiated,2026-08-10 09:21:00,PAY00187,CMP029,SEL005,ORD00187,7911.67,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000742,payment_authorized,2026-08-10 09:21:46,PAY00187,CMP029,SEL005,ORD00187,7911.67,INR,DemoGateway,1.0,,GTX000187,,,,,,,,,,,,
PE000743,payment_captured,2026-08-10 09:22:23,PAY00187,CMP029,SEL005,ORD00187,7911.67,INR,DemoGateway,1.0,,GTX000187,7911.67,,,,,,,,,,,
PE000744,revenue_recognized,2026-08-10 10:54:23,PAY00187,CMP029,SEL005,ORD00187,632.93,INR,DemoGateway,1.0,,,,REV00187,632.93,platform_fee,,,,,,,,
PE000745,payment_initiated,2026-08-10 18:57:00,PAY00188,CMP026,SEL010,ORD00188,5624.13,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE000746,payment_authorized,2026-08-10 18:57:37,PAY00188,CMP026,SEL010,ORD00188,5624.13,INR,DemoPay,1.0,,GTX000188,,,,,,,,,,,,
PE000747,payment_captured,2026-08-10 18:58:23,PAY00188,CMP026,SEL010,ORD00188,5624.13,INR,DemoPay,1.0,,GTX000188,5624.13,,,,,,,,,,,
PE000748,revenue_recognized,2026-08-10 19:10:23,PAY00188,CMP026,SEL010,ORD00188,449.93,INR,DemoPay,1.0,,,,REV00188,449.93,platform_fee,,,,,,,,
PE000749,payment_initiated,2026-08-10 08:16:00,PAY00189,CMP005,SEL016,ORD00189,23491.9,INR,DemoGateway,1.0,upi,,,,,,,,,,,,,
PE000750,payment_authorized,2026-08-10 08:16:53,PAY00189,CMP005,SEL016,ORD00189,23491.9,INR,DemoGateway,1.0,,GTX000189,,,,,,,,,,,,
PE000751,payment_captured,2026-08-10 08:17:32,PAY00189,CMP005,SEL016,ORD00189,23491.9,INR,DemoGateway,1.0,,GTX000189,23491.9,,,,,,,,,,,
PE000752,revenue_recognized,2026-08-10 09:00:32,PAY00189,CMP005,SEL016,ORD00189,1879.35,INR,DemoGateway,1.0,,,,REV00189,1879.35,platform_fee,,,,,,,,
PE000753,payment_initiated,2026-08-10 08:42:00,PAY00190,CMP001,SEL009,ORD00190,17780.06,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000754,payment_authorized,2026-08-10 08:42:15,PAY00190,CMP001,SEL009,ORD00190,17780.06,INR,DemoGateway,1.0,,GTX000190,,,,,,,,,,,,
PE000755,payment_captured,2026-08-10 08:43:11,PAY00190,CMP001,SEL009,ORD00190,17780.06,INR,DemoGateway,1.0,,GTX000190,17780.06,,,,,,,,,,,
PE000756,revenue_recognized,2026-08-10 10:11:11,PAY00190,CMP001,SEL009,ORD00190,1422.4,INR,DemoGateway,1.0,,,,REV00190,1422.4,platform_fee,,,,,,,,
PE000757,payment_initiated,2026-08-10 12:23:00,PAY00191,CMP023,SEL010,ORD00191,16509.72,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE000758,payment_authorized,2026-08-10 12:23:13,PAY00191,CMP023,SEL010,ORD00191,16509.72,INR,DemoPay,1.0,,GTX000191,,,,,,,,,,,,
PE000759,payment_captured,2026-08-10 12:24:19,PAY00191,CMP023,SEL010,ORD00191,16509.72,INR,DemoPay,1.0,,GTX000191,16509.72,,,,,,,,,,,
PE000760,revenue_recognized,2026-08-10 12:44:19,PAY00191,CMP023,SEL010,ORD00191,1320.78,INR,DemoPay,1.0,,,,REV00191,1320.78,platform_fee,,,,,,,,
PE000761,payment_initiated,2026-08-10 18:52:00,PAY00192,CMP012,SEL014,ORD00192,19297.74,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000762,payment_authorized,2026-08-10 18:52:48,PAY00192,CMP012,SEL014,ORD00192,19297.74,INR,DemoGateway,1.0,,GTX000192,,,,,,,,,,,,
PE000763,payment_captured,2026-08-10 18:54:29,PAY00192,CMP012,SEL014,ORD00192,19297.74,INR,DemoGateway,1.0,,GTX000192,19297.74,,,,,,,,,,,
PE000764,revenue_recognized,2026-08-10 20:11:29,PAY00192,CMP012,SEL014,ORD00192,1543.82,INR,DemoGateway,1.0,,,,REV00192,1543.82,platform_fee,,,,,,,,
PE000765,payment_initiated,2026-08-10 17:07:00,PAY00193,CMP015,SEL017,ORD00193,3335.41,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000766,payment_authorized,2026-08-10 17:07:37,PAY00193,CMP015,SEL017,ORD00193,3335.41,INR,DemoGateway,1.0,,GTX000193,,,,,,,,,,,,
PE000767,payment_captured,2026-08-10 17:08:07,PAY00193,CMP015,SEL017,ORD00193,3335.41,INR,DemoGateway,1.0,,GTX000193,3335.41,,,,,,,,,,,
PE000768,revenue_recognized,2026-08-10 18:22:07,PAY00193,CMP015,SEL017,ORD00193,266.83,INR,DemoGateway,1.0,,,,REV00193,266.83,platform_fee,,,,,,,,
PE000769,payment_initiated,2026-08-10 11:45:00,PAY00194,CMP028,SEL017,ORD00194,4231.64,INR,DemoGateway,1.0,netbanking,,,,,,,,,,,,,
PE000770,payment_authorized,2026-08-10 11:45:37,PAY00194,CMP028,SEL017,ORD00194,4231.64,INR,DemoGateway,1.0,,GTX000194,,,,,,,,,,,,
PE000771,payment_captured,2026-08-10 11:46:39,PAY00194,CMP028,SEL017,ORD00194,4231.64,INR,DemoGateway,1.0,,GTX000194,4231.64,,,,,,,,,,,
PE000772,revenue_recognized,2026-08-10 13:30:39,PAY00194,CMP028,SEL017,ORD00194,338.53,INR,DemoGateway,1.0,,,,REV00194,338.53,platform_fee,,,,,,,,
PE000773,payment_refunded,2026-08-14 13:30:39,PAY00194,CMP028,SEL017,ORD00194,1476.67,INR,DemoGateway,1.0,,,,,,,REF00194,1476.67,order_cancelled,,,,,
PE000774,payment_initiated,2026-08-10 14:16:00,PAY00195,CMP018,SEL015,ORD00195,18497.08,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000775,payment_authorized,2026-08-10 14:16:42,PAY00195,CMP018,SEL015,ORD00195,18497.08,INR,DemoGateway,1.0,,GTX000195,,,,,,,,,,,,
PE000776,payment_captured,2026-08-10 14:16:56,PAY00195,CMP018,SEL015,ORD00195,18497.08,INR,DemoGateway,1.0,,GTX000195,18497.08,,,,,,,,,,,
PE000777,revenue_recognized,2026-08-10 14:22:56,PAY00195,CMP018,SEL015,ORD00195,1479.77,INR,DemoGateway,1.0,,,,REV00195,1479.77,platform_fee,,,,,,,,
PE000778,payment_initiated,2026-08-10 15:02:00,PAY00196,CMP018,SEL002,ORD00196,24674.23,INR,DemoPay,1.0,upi,,,,,,,,,,,,,
PE000779,payment_authorized,2026-08-10 15:02:54,PAY00196,CMP018,SEL002,ORD00196,24674.23,INR,DemoPay,1.0,,GTX000196,,,,,,,,,,,,
PE000780,payment_captured,2026-08-10 15:03:16,PAY00196,CMP018,SEL002,ORD00196,24674.23,INR,DemoPay,1.0,,GTX000196,24674.23,,,,,,,,,,,
PE000781,revenue_recognized,2026-08-10 16:42:16,PAY00196,CMP018,SEL002,ORD00196,1973.94,INR,DemoPay,1.0,,,,REV00196,1973.94,platform_fee,,,,,,,,
PE000782,payment_initiated,2026-08-10 14:24:00,PAY00197,CMP014,SEL012,ORD00197,12040.62,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000783,payment_authorized,2026-08-10 14:24:47,PAY00197,CMP014,SEL012,ORD00197,12040.62,INR,DemoGateway,1.0,,GTX000197,,,,,,,,,,,,
PE000784,payment_captured,2026-08-10 14:26:43,PAY00197,CMP014,SEL012,ORD00197,12040.62,INR,DemoGateway,1.0,,GTX000197,12040.62,,,,,,,,,,,
PE000785,revenue_recognized,2026-08-10 15:36:43,PAY00197,CMP014,SEL012,ORD00197,963.25,INR,DemoGateway,1.0,,,,REV00197,963.25,platform_fee,,,,,,,,
PE000786,payment_initiated,2026-08-10 11:53:00,PAY00198,CMP004,SEL006,ORD00198,13927.8,INR,DemoGateway,1.0,card,,,,,,,,,,,,,
PE000787,payment_authorized,2026-08-10 11:53:24,PAY00198,CMP004,SEL006,ORD00198,13927.8,INR,DemoGateway,1.0,,GTX000198,,,,,,,,,,,,
PE000788,payment_captured,2026-08-10 11:54:28,PAY00198,CMP004,SEL006,ORD00198,13927.8,INR,DemoGateway,1.0,,GTX000198,13927.8,,,,,,,,,,,
PE000789,revenue_recognized,2026-08-10 13:21:28,PAY00198,CMP004,SEL006,ORD00198,1114.22,INR,DemoGateway,1.0,,,,REV00198,1114.22,platform_fee,,,,,,,,
PE000790,payment_initiated,2026-08-10 10:17:00,PAY00199,CMP013,SEL008,ORD00199,12324.69,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE000791,payment_authorized,2026-08-10 10:17:51,PAY00199,CMP013,SEL008,ORD00199,12324.69,INR,DemoPay,1.0,,GTX000199,,,,,,,,,,,,
PE000792,payment_captured,2026-08-10 10:19:33,PAY00199,CMP013,SEL008,ORD00199,12324.69,INR,DemoPay,1.0,,GTX000199,12324.69,,,,,,,,,,,
PE000793,revenue_recognized,2026-08-10 10:34:33,PAY00199,CMP013,SEL008,ORD00199,985.98,INR,DemoPay,1.0,,,,REV00199,985.98,platform_fee,,,,,,,,
PE000794,payment_refunded,2026-08-15 10:34:33,PAY00199,CMP013,SEL008,ORD00199,9183.72,INR,DemoPay,1.0,,,,,,,REF00199,9183.72,customer_request,,,,,
PE000795,payment_initiated,2026-08-10 18:45:00,PAY00200,CMP003,SEL004,ORD00200,11991.37,INR,DemoPay,1.0,card,,,,,,,,,,,,,
PE000796,payment_authorized,2026-08-10 18:45:07,PAY00200,CMP003,SEL004,ORD00200,11991.37,INR,DemoPay,1.0,,GTX000200,,,,,,,,,,,,
PE000797,payment_captured,2026-08-10 18:46:03,PAY00200,CMP003,SEL004,ORD00200,11991.37,INR,DemoPay,1.0,,GTX000200,11991.37,,,,,,,,,,,
PE000798,revenue_recognized,2026-08-10 19:43:03,PAY00200,CMP003,SEL004,ORD00200,959.31,INR,DemoPay,1.0,,,,REV00200,959.31,platform_fee,,,,,,,,
PE000799,payment_initiated,2026-08-10 12:14:00,PAY00201,CMP028,SEL002,ORD00201,13341.55,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE000800,payment_authorized,2026-08-10 12:14:41,PAY00201,CMP028,SEL002,ORD00201,13341.55,INR,DemoPay,1.0,,GTX000201,,,,,,,,,,,,
PE000801,payment_captured,2026-08-10 12:16:02,PAY00201,CMP028,SEL002,ORD00201,13341.55,INR,DemoPay,1.0,,GTX000201,13341.55,,,,,,,,,,,
PE000802,revenue_recognized,2026-08-10 13:55:02,PAY00201,CMP028,SEL002,ORD00201,1067.32,INR,DemoPay,1.0,,,,REV00201,1067.32,platform_fee,,,,,,,,
PE000803,payment_initiated,2026-08-10 12:03:00,PAY00202,CMP010,SEL005,ORD00202,11218.66,INR,DemoPay,1.0,netbanking,,,,,,,,,,,,,
PE000804,payment_authorized,2026-08-10 12:03:52,PAY00202,CMP010,SEL005,ORD00202,11218.66,INR,DemoPay,1.0,,GTX000202,,,,,,,,,,,,
PE000805,payment_captured,2026-08-10 12:04:19,PAY00202,CMP010,SEL005,ORD00202,11218.66,INR,DemoPay,1.0,,GTX000202,11218.66,,,,,,,,,,,
PE000806,revenue_recognized,2026-08-10 13:25:19,PAY00202,CMP010,SEL005,ORD00202,897.49,INR,DemoPay,1.0,,,,REV00202,897.49,platform_fee,,,,,,,,
