student_id,college,profile_complete,documents_verified,eligible
S10669,Dayananda Sagar College of Engineering,True,True,True
S10670,Dayananda Sagar College of Engineering,True,True,True
S10671,New Horizon College of Engineering,True,True,False
S10672,CMR Institute of Technology,True,True,False
S10673,New Horizon College of Engineering,True,True,False
S10674,RV College of Engineering,True,True,False
S10675,CMR Institute of Technology,True,True,True
S10676,PES University,True,True,True
S10677,PES University,True,True,True
S10678,CMR Institute of Technology,True,True,True
S10679,RV College of Engineering,True,True,True
S10680,RV College of Engineering,True,True,False
S10681,Dayananda Sagar College of Engineering,True,True,False
S10682,RV College of Engineering,True,True,False
S10683,BMS Institute of Technology,True,True,True
S10684,RV College of Engineering,True,False,False
S10685,Dayananda Sagar College of Engineering,True,True,True
S10686,PES University,True,True,True
S10687,New Horizon College of Engineering,True,True,False
S10688,PES University,True,True,True
S10689,BMS Institute of Technology,True,True,False
S10690,Dayananda Sagar College of Engineering,True,True,False
S10691,Dayananda Sagar College of Engineering,True,True,True
S10692,RV College of Engineering,True,True,True
S10693,PES University,True,True,False
S10694,BMS Institute of Technology,False,True,False
S10695,New Horizon College of Engineering,True,True,False
S10696,New Horizon College of Engineering,True,True,False
S10697,Dayananda Sagar College of Engineering,True,True,True
S10698,CMR Institute of Technology,True,True,True
S10699,CMR Institute of Technology,True,True,True
S10700,New Horizon College of Engineering,True,True,True
S10701,PES University,True,True,False
S10702,RV College of Engineering,True,True,False
S10703,RV College of Engineering,False,True,False
S10704,RV College of Engineering,True,True,True
S10705,Dayananda Sagar College of Engineering,True,True,False
S10706,CMR Institute of Technology,True,True,True
S10707,Dayananda Sagar College of Engineering,True,True,True
S10708,CMR Institute of Technology,False,True,False
S10709,BMS Institute of Technology,False,True,False
S10710,New Horizon College of Engineering,True,True,True
S10711,CMR Institute of Technology,True,True,False
S10712,New Horizon College of Engineering,True,True,False
S10713,New Horizon College of Engineering,True,True,True
S10714,BMS Institute of Technology,True,True,False
S10715,BMS Institute of Technology,True,True,True
S10716,PES University,True,True,False
S10717,CMR Institute of Technology,True,True,True
S10718,PES University,True,True,True
S10719,New Horizon College of Engineering,True,True,False
S10720,RV College of Engineering,True,True,True
S10721,BMS Institute of Technology,True,True,True
S10722,New Horizon College of Engineering,True,True,False
S10723,RV College of Engineering,True,False,False
S10724,CMR Institute of Technology,True,True,False
S10725,New Horizon College of Engineering,True,True,False
S10726,PES University,True,True,False
S10727,CMR Institute of Technology,True,False,False
S10728,RV College of Engineering,True,True,True
S10729,RV College of Engineering,True,True,True
S10730,CMR Institute of Technology,True,True,True
S10731,RV College of Engineering,True,True,False
S10732,BMS Institute of Technology,True,False,False
S10733,Dayananda Sagar College of Engineering,True,True,False
S10734,Dayananda Sagar College of Engineering,True,False,False
S10735,RV College of Engineering,True,True,True
S10736,New Horizon College of Engineering,True,True,True
S10737,Dayananda Sagar College of Engineering,False,True,False
S10738,BMS Institute of Technology,True,True,True
S10739,BMS Institute of Technology,True,True,True
S10740,Dayananda Sagar College of Engineering,True,True,True
S10741,RV College of Engineering,True,True,False
S10742,Dayananda Sagar College of Engineering,True,True,True
S10743,RV College of Engineering,True,True,True
S10744,New Horizon College of Engineering,True,True,True
S10745,PES University,True,False,False
S10746,RV College of Engineering,True,True,True
S10747,PES University,False,True,False
S10748,Dayananda Sagar College of Engineering,True,True,False
S10749,BMS Institute of Technology,True,True,False
S10750,BMS Institute of Technology,False,True,False
S10751,PES University,True,True,True
S10752,RV College of Engineering,True,True,False
S10753,BMS Institute of Technology,True,True,True
S10754,CMR Institute of Technology,True,True,True
S10755,BMS Institute of Technology,True,True,True
S10756,CMR Institute of Technology,True,True,False
S10757,RV College of Engineering,True,True,False
S10758,CMR Institute of Technology,True,True,True
S10759,New Horizon College of Engineering,True,True,False
S10760,New Horizon College of Engineering,True,True,True
S10761,Dayananda Sagar College of Engineering,True,True,True
S10762,RV College of Engineering,True,True,True
S10763,BMS Institute of Technology,True,True,True
S10764,Dayananda Sagar College of Engineering,True,True,False
S10765,Dayananda Sagar College of Engineering,True,True,True
S10766,New Horizon College of Engineering,False,True,False
S10767,RV College of Engineering,True,True,False
S10768,CMR Institute of Technology,True,True,True
S10769,BMS Institute of Technology,False,True,False
S10770,BMS Institute of Technology,True,True,True
S10771,Dayananda Sagar College of Engineering,True,True,False
S10772,CMR Institute of Technology,True,True,False
S10773,New Horizon College of Engineering,True,True,False
S10774,RV College of Engineering,True,True,False
S10775,PES University,True,True,False
S10776,RV College of Engineering,False,True,False
S10777,PES University,True,True,True
S10778,RV College of Engineering,True,True,True
S10779,PES University,True,True,True
S10780,BMS Institute of Technology,True,True,False
S10781,BMS Institute of Technology,True,True,True
S10782,New Horizon College of Engineering,True,True,False
S10783,New Horizon College of Engineering,False,True,False
S10784,RV College of Engineering,True,True,True
S10785,CMR Institute of Technology,True,False,False
S10786,BMS Institute of Technology,False,True,False
S10787,PES University,True,True,False
S10788,RV College of Engineering,True,True,True
S10789,RV College of Engineering,False,True,False
S10790,BMS Institute of Technology,True,True,True
S10791,New Horizon College of Engineering,True,True,True
S10792,CMR Institute of Technology,True,False,False
S10793,Dayananda Sagar College of Engineering,True,True,True
S10794,RV College of Engineering,True,True,True
S10795,RV College of Engineering,True,True,True
S10796,PES University,True,True,True
S10797,RV College of Engineering,True,True,True
S10798,PES University,True,True,True
S10799,CMR Institute of Technology,True,True,True
S10800,New Horizon College of Engineering,True,True,False
S10801,RV College of Engineering,True,True,True
S10802,Dayananda Sagar College of Engineering,True,True,True
S10803,RV College of Engineering,True,True,True
S10804,BMS Institute of Technology,True,True,False
S10805,Dayananda Sagar College of Engineering,True,True,True
S10806,New Horizon College of Engineering,False,True,False
S10807,BMS Institute of Technology,True,True,True
S10808,RV College of Engineering,True,True,True
S10809,New Horizon College of Engineering,True,True,True
S10810,PES University,True,True,False
S10811,CMR Institute of Technology,True,True,True
S10812,BMS Institute of Technology,True,True,False
S10813,Dayananda Sagar College of Engineering,True,True,False
S10814,RV College of Engineering,True,True,False
S10815,RV College of Engineering,True,True,True
S10816,BMS Institute of Technology,True,True,False
S10817,PES University,True,True,True
S10818,PES University,True,True,False
S10819,New Horizon College of Engineering,True,True,False
S10820,New Horizon College of Engineering,True,True,True
S10821,PES University,True,True,True
S10822,BMS Institute of Technology,True,True,True
S10823,CMR Institute of Technology,True,True,False
S10824,BMS Institute of Technology,True,True,False
S10825,CMR Institute of Technology,True,True,False
S10826,PES University,True,False,False
S10827,Dayananda Sagar College of Engineering,True,True,False
S10828,Dayananda Sagar College of Engineering,True,True,True
S10829,RV College of Engineering,True,True,True
S10830,RV College of Engineering,False,True,False
S10831,CMR Institute of Technology,True,True,False
S10832,BMS Institute of Technology,True,True,True
S10833,CMR Institute of Technology,True,True,True
S10834,Dayananda Sagar College of Engineering,True,True,True
S10835,PES University,True,True,True
S10836,New Horizon College of Engineering,True,True,True
S10837,New Horizon College of Engineering,True,True,True
S10838,RV College of Engineering,True,True,False
S10839,Dayananda Sagar College of Engineering,True,True,False
S10840,New Horizon College of Engineering,True,True,True
S10841,PES University,True,True,False
S10842,CMR Institute of Technology,True,True,True
S10843,PES University,True,False,False
S10844,New Horizon College of Engineering,True,True,True
S10845,New Horizon College of Engineering,True,False,False
S10846,PES University,True,True,False
S10847,BMS Institute of Technology,True,True,False
S10848,RV College of Engineering,True,True,False
S10849,BMS Institute of Technology,False,True,False
S10850,BMS Institute of Technology,True,True,True
S10851,RV College of Engineering,True,True,False
S10852,BMS Institute of Technology,True,True,True
S10853,Dayananda Sagar College of Engineering,True,True,False
S10854,BMS Institute of Technology,True,True,True
S10855,New Horizon College of Engineering,True,True,True
S10856,New Horizon College of Engineering,True,True,False
S10857,Dayananda Sagar College of Engineering,False,False,False
S10858,RV College of Engineering,True,True,True
S10859,BMS Institute of Technology,True,True,True
S10860,BMS Institute of Technology,True,False,False
S10861,RV College of Engineering,True,True,True
S10862,CMR Institute of Technology,True,True,True
S10863,BMS Institute of Technology,True,True,True
S10864,New Horizon College of Engineering,True,False,False
S10865,New Horizon College of Engineering,True,True,True
S10866,RV College of Engineering,True,True,True
S10867,PES University,True,True,True
S10868,New Horizon College of Engineering,True,True,True
S10869,RV College of Engineering,True,True,True
S10870,CMR Institute of Technology,True,True,True
S10871,RV College of Engineering,True,True,True
S10872,RV College of Engineering,True,True,True
S10873,RV College of Engineering,True,True,False
S10874,RV College of Engineering,False,True,False
S10875,RV College of Engineering,True,True,True
S10876,Dayananda Sagar College of Engineering,False,True,False
S10877,CMR Institute of Technology,True,True,True
S10878,BMS Institute of Technology,True,False,False
S10879,New Horizon College of Engineering,True,True,True
S10880,PES University,True,True,True
S10881,Dayananda Sagar College of Engineering,True,True,True
S10882,CMR Institute of Technology,True,True,False
S10883,New Horizon College of Engineering,True,True,True
S10884,CMR Institute of Technology,True,False,False
S10885,CMR Institute of Technology,True,True,True
S10886,CMR Institute of Technology,False,True,False
S10887,BMS Institute of Technology,True,True,False
S10888,New Horizon College of Engineering,True,True,False
S10889,New Horizon College of Engineering,True,True,True
S10890,New Horizon College of Engineering,True,True,True
S10891,RV College of Engineering,True,True,True
S10892,New Horizon College of Engineering,True,False,False
S10893,BMS Institute of Technology,True,True,False
S10894,CMR Institute of Technology,True,True,False
S10895,RV College of Engineering,True,True,True
S10896,BMS Institute of Technology,True,False,False
S10897,RV College of Engineering,True,False,False
S10898,Dayananda Sagar College of Engineering,True,True,True
S10899,Dayananda Sagar College of Engineering,True,True,True
S10900,Dayananda Sagar College of Engineering,True,True,False
S10901,New Horizon College of Engineering,True,True,False
S10902,PES University,True,True,False
S10903,CMR Institute of Technology,True,True,True
S10904,BMS Institute of Technology,True,True,True
S10905,BMS Institute of Technology,True,True,False
S10906,RV College of Engineering,True,True,False
S10907,PES University,True,True,True
S10908,New Horizon College of Engineering,True,True,False
S10909,PES University,True,True,False
S10910,BMS Institute of Technology,False,True,False
S10911,PES University,True,True,False
S10912,BMS Institute of Technology,True,True,True
S10913,PES University,True,True,True
S10914,New Horizon College of Engineering,True,True,True
S10915,New Horizon College of Engineering,True,True,False
S10916,RV College of Engineering,True,True,True
S10917,New Horizon College of Engineering,True,True,True
S10918,BMS Institute of Technology,True,False,False
S10919,BMS Institute of Technology,True,True,True
S10920,RV College of Engineering,True,False,False
S10921,PES University,True,True,True
S10922,CMR Institute of Technology,True,False,False
S10923,New Horizon College of Engineering,True,True,False
S10924,PES University,True,True,True
S10925,New Horizon College of Engineering,True,True,True
S10926,Dayananda Sagar College of Engineering,True,True,False
S10927,RV College of Engineering,True,True,True
S10928,Dayananda Sagar College of Engineering,True,True,True
S10929,PES University,True,True,True
S10930,BMS Institute of Technology,True,True,False
S10931,Dayananda Sagar College of Engineering,True,True,True
S10932,CMR Institute of Technology,True,True,True
S10933,CMR Institute of Technology,True,False,False
S10934,PES University,True,True,False
S10935,New Horizon College of Engineering,True,False,False
S10936,Dayananda Sagar College of Engineering,True,True,False
S10937,BMS Institute of Technology,False,True,False
S10938,Dayananda Sagar College of Engineering,True,True,True
S10939,Dayananda Sagar College of Engineering,True,True,True
S10940,New Horizon College of Engineering,True,True,True
S10941,BMS Institute of Technology,True,True,True
S10942,PES University,True,True,True
S10943,BMS Institute of Technology,True,True,True
S10944,New Horizon College of Engineering,True,True,False
S10945,BMS Institute of Technology,True,True,False
S10946,CMR Institute of Technology,True,True,True
S10947,New Horizon College of Engineering,True,True,True
S10948,Dayananda Sagar College of Engineering,True,True,True
S10949,CMR Institute of Technology,True,True,True
S10950,Dayananda Sagar College of Engineering,True,True,False
S10951,CMR Institute of Technology,True,True,True
S10952,RV College of Engineering,True,True,True
S10953,BMS Institute of Technology,True,True,False
S10954,PES University,True,True,True
S10955,Dayananda Sagar College of Engineering,True,True,False
S10956,Dayananda Sagar College of Engineering,True,True,False
S10957,PES University,True,True,True
S10958,Dayananda Sagar College of Engineering,True,True,True
S10959,Dayananda Sagar College of Engineering,True,True,False
S10960,New Horizon College of Engineering,True,True,False
S10961,New Horizon College of Engineering,True,True,True
S10962,New Horizon College of Engineering,True,True,True
S10963,PES University,True,True,True
S10964,BMS Institute of Technology,True,True,True
S10965,CMR Institute of Technology,True,True,True
S10966,New Horizon College of Engineering,True,True,True
S10967,PES University,False,True,False
S10968,BMS Institute of Technology,True,True,True
S10969,RV College of Engineering,True,True,False
S10970,New Horizon College of Engineering,True,True,True
S10971,RV College of Engineering,True,True,True
S10972,New Horizon College of Engineering,True,True,False
S10973,BMS Institute of Technology,True,True,False
S10974,BMS Institute of Technology,True,True,True
S10975,RV College of Engineering,True,True,False
S10976,CMR Institute of Technology,True,True,False
S10977,Dayananda Sagar College of Engineering,True,False,False
S10978,BMS Institute of Technology,True,True,False
S10979,RV College of Engineering,True,True,True
S10980,Dayananda Sagar College of Engineering,True,True,True
S10981,New Horizon College of Engineering,True,True,False
S10982,BMS Institute of Technology,True,True,True
S10983,PES University,True,True,True
S10984,CMR Institute of Technology,True,True,False
S10985,Dayananda Sagar College of Engineering,True,True,True
S10986,CMR Institute of Technology,True,True,False
S10987,CMR Institute of Technology,False,False,False
S10988,Dayananda Sagar College of Engineering,True,False,False
S10989,New Horizon College of Engineering,True,True,True
S10990,BMS Institute of Technology,True,True,True
S10991,New Horizon College of Engineering,True,True,False
S10992,BMS Institute of Technology,True,True,True
S10993,New Horizon College of Engineering,True,True,True
S10994,RV College of Engineering,True,True,False
S10995,BMS Institute of Technology,True,True,False
S10996,CMR Institute of Technology,True,True,True
S10997,Dayananda Sagar College of Engineering,True,True,True
S10998,BMS Institute of Technology,True,True,True
S10999,CMR Institute of Technology,True,True,True
S11000,Dayananda Sagar College of Engineering,True,True,False
S11001,New Horizon College of Engineering,True,True,True
S11002,New Horizon College of Engineering,True,True,False
S11003,CMR Institute of Technology,True,True,True
S11004,Dayananda Sagar College of Engineering,False,True,False
S11005,RV College of Engineering,True,True,True
S11006,CMR Institute of Technology,True,True,True
S11007,BMS Institute of Technology,True,True,True
S11008,PES University,True,True,True
S11009,Dayananda Sagar College of Engineering,True,True,True
S11010,New Horizon College of Engineering,True,True,True
S11011,BMS Institute of Technology,True,True,False
S11012,RV College of Engineering,True,True,False
S11013,New Horizon College of Engineering,True,True,True
S11014,CMR Institute of Technology,True,False,False
S11015,BMS Institute of Technology,True,False,False
S11016,BMS Institute of Technology,True,True,True
S11017,CMR Institute of Technology,False,True,False
S11018,New Horizon College of Engineering,True,True,True
S11019,PES University,True,True,False
S11020,PES University,False,True,False
S11021,CMR Institute of Technology,True,True,True
S11022,New Horizon College of Engineering,True,True,True
S11023,CMR Institute of Technology,False,True,False
S11024,PES University,True,True,False
S11025,BMS Institute of Technology,True,True,True
S11026,PES University,True,True,False
S11027,BMS Institute of Technology,True,True,True
S11028,Dayananda Sagar College of Engineering,True,True,True
S11029,RV College of Engineering,True,True,True
S11030,New Horizon College of Engineering,True,True,True
S11031,Dayananda Sagar College of Engineering,True,True,True
S11032,PES University,True,True,False
S11033,BMS Institute of Technology,True,False,False
S11034,CMR Institute of Technology,True,True,True
S11035,CMR Institute of Technology,True,True,False
S11036,BMS Institute of Technology,True,False,False
S11037,PES University,True,True,True
S11038,BMS Institute of Technology,True,True,True
S11039,RV College of Engineering,False,True,False
S11040,PES University,True,True,True
S11041,PES University,True,True,False
S11042,BMS Institute of Technology,True,True,True
S11043,RV College of Engineering,True,True,True
S11044,CMR Institute of Technology,True,True,True
S11045,PES University,True,True,True
S11046,PES University,True,True,False
S11047,Dayananda Sagar College of Engineering,True,True,False
S11048,CMR Institute of Technology,True,True,True
S11049,New Horizon College of Engineering,False,True,False
S11050,PES University,True,True,True
S11051,PES University,True,True,False
S11052,RV College of Engineering,True,True,True
S11053,CMR Institute of Technology,True,True,False
S11054,New Horizon College of Engineering,True,True,True
S11055,RV College of Engineering,True,True,False
S11056,New Horizon College of Engineering,True,True,False
S11057,New Horizon College of Engineering,True,True,True
S11058,RV College of Engineering,True,True,True
S11059,Dayananda Sagar College of Engineering,True,True,True
S11060,CMR Institute of Technology,True,False,False
S11061,Dayananda Sagar College of Engineering,True,True,False
S11062,New Horizon College of Engineering,True,True,True
S11063,New Horizon College of Engineering,True,False,False
S11064,PES University,True,True,True
S11065,PES University,False,True,False
S11066,CMR Institute of Technology,True,True,True
S11067,New Horizon College of Engineering,True,True,True
S11068,RV College of Engineering,True,True,False
S11069,CMR Institute of Technology,True,True,False
S11070,CMR Institute of Technology,True,True,True
S11071,RV College of Engineering,True,True,False
S11072,Dayananda Sagar College of Engineering,True,True,False
S11073,Dayananda Sagar College of Engineering,True,True,False
S11074,CMR Institute of Technology,True,True,True
S11075,RV College of Engineering,False,True,False
S11076,BMS Institute of Technology,True,True,True
S11077,PES University,True,True,False
S11078,New Horizon College of Engineering,True,True,True
S11079,PES University,True,True,False
S11080,CMR Institute of Technology,True,True,True
S11081,New Horizon College of Engineering,True,True,True
S11082,BMS Institute of Technology,True,True,True
S11083,CMR Institute of Technology,True,False,False
S11084,BMS Institute of Technology,True,True,False
S11085,Dayananda Sagar College of Engineering,True,True,False
S11086,BMS Institute of Technology,True,True,True
S11087,New Horizon College of Engineering,True,True,True
S11088,Dayananda Sagar College of Engineering,True,True,True
S11089,Dayananda Sagar College of Engineering,True,True,False
S11090,CMR Institute of Technology,True,True,True
S11091,CMR Institute of Technology,True,True,False
S11092,RV College of Engineering,True,True,False
S11093,Dayananda Sagar College of Engineering,True,False,False
S11094,PES University,True,True,False
S11095,BMS Institute of Technology,True,True,False
S11096,BMS Institute of Technology,True,True,False
S11097,RV College of Engineering,False,False,False
S11098,New Horizon College of Engineering,False,True,False
S11099,New Horizon College of Engineering,True,True,False
S11100,CMR Institute of Technology,True,True,True
S11101,CMR Institute of Technology,True,True,True
S11102,PES University,True,True,False
S11103,Dayananda Sagar College of Engineering,True,True,True
S11104,BMS Institute of Technology,False,True,False
S11105,RV College of Engineering,True,True,True
S11106,RV College of Engineering,True,True,True
S11107,Dayananda Sagar College of Engineering,False,True,False
S11108,CMR Institute of Technology,True,True,True
S11109,CMR Institute of Technology,False,True,False
S11110,PES University,False,True,False
S11111,PES University,True,True,True
S11112,Dayananda Sagar College of Engineering,True,True,True
S11113,RV College of Engineering,False,True,False
S11114,CMR Institute of Technology,True,True,True
S11115,RV College of Engineering,True,True,True
S11116,New Horizon College of Engineering,True,True,True
S11117,BMS Institute of Technology,True,True,False
S11118,RV College of Engineering,True,True,False
S11119,RV College of Engineering,True,True,True
S11120,CMR Institute of Technology,True,True,False
S11121,Dayananda Sagar College of Engineering,True,True,True
S11122,Dayananda Sagar College of Engineering,True,True,False
S11123,RV College of Engineering,False,True,False
S11124,RV College of Engineering,True,False,False
S11125,RV College of Engineering,True,False,False
S11126,PES University,True,True,True
S11127,Dayananda Sagar College of Engineering,True,True,False
S11128,BMS Institute of Technology,True,True,True
S11129,RV College of Engineering,True,True,True
S11130,RV College of Engineering,True,True,True
S11131,BMS Institute of Technology,True,True,False
S11132,RV College of Engineering,True,True,True
S11133,Dayananda Sagar College of Engineering,True,True,False
S11134,RV College of Engineering,True,True,False
S11135,PES University,True,True,True
S11136,New Horizon College of Engineering,True,True,True
S11137,CMR Institute of Technology,True,True,True
S11138,New Horizon College of Engineering,True,True,True
S11139,BMS Institute of Technology,True,False,False
S11140,PES University,True,True,True
S11141,RV College of Engineering,True,True,True
S11142,PES University,True,True,False
S11143,BMS Institute of Technology,True,True,True
S11144,RV College of Engineering,True,True,True
S11145,Dayananda Sagar College of Engineering,True,True,True
S11146,RV College of Engineering,True,True,True
S11147,RV College of Engineering,True,False,False
S11148,CMR Institute of Technology,True,True,True
S11149,PES University,True,True,True
S11150,BMS Institute of Technology,True,True,True
S11151,BMS Institute of Technology,True,True,True
S11152,New Horizon College of Engineering,False,True,False
S11153,New Horizon College of Engineering,True,True,True
S11154,BMS Institute of Technology,True,True,False
S11155,CMR Institute of Technology,True,True,True
S11156,PES University,True,True,False
S11157,RV College of Engineering,True,False,False
S11158,Dayananda Sagar College of Engineering,True,True,False
S11159,Dayananda Sagar College of Engineering,True,True,True
S11160,Dayananda Sagar College of Engineering,True,True,False
S11161,PES University,True,False,False
S11162,RV College of Engineering,True,True,True
S11163,CMR Institute of Technology,True,True,False
S11164,BMS Institute of Technology,True,False,False
S11165,CMR Institute of Technology,True,False,False
S11166,BMS Institute of Technology,True,True,True
S11167,RV College of Engineering,False,True,False
S11168,BMS Institute of Technology,True,True,True
S11169,CMR Institute of Technology,True,True,True
S11170,PES University,False,True,False
S11171,PES University,True,True,True
S11172,BMS Institute of Technology,True,False,False
S11173,CMR Institute of Technology,True,True,True
S11174,Dayananda Sagar College of Engineering,True,True,False
S11175,Dayananda Sagar College of Engineering,True,True,False
S11176,BMS Institute of Technology,True,True,False
S11177,PES University,True,True,True
S11178,RV College of Engineering,True,True,True
S11179,RV College of Engineering,True,True,False
S11180,PES University,True,True,True
S11181,New Horizon College of Engineering,True,True,True
S11182,BMS Institute of Technology,True,True,True
S11183,PES University,True,True,True
S11184,CMR Institute of Technology,True,True,False
S11185,RV College of Engineering,False,True,False
S11186,RV College of Engineering,True,True,True
S11187,RV College of Engineering,True,True,True
S11188,PES University,True,True,True
S11189,BMS Institute of Technology,True,True,False
S11190,BMS Institute of Technology,True,True,True
S11191,CMR Institute of Technology,True,False,False
S11192,CMR Institute of Technology,True,True,True
S11193,RV College of Engineering,False,True,False
S11194,CMR Institute of Technology,True,True,True
S11195,RV College of Engineering,True,True,True
S11196,PES University,True,True,True
S11197,PES University,True,True,True
S11198,CMR Institute of Technology,True,True,True
S11199,New Horizon College of Engineering,True,True,True
S11200,Dayananda Sagar College of Engineering,True,True,True
S11201,New Horizon College of Engineering,True,True,True
S11202,New Horizon College of Engineering,False,True,False
S11203,BMS Institute of Technology,True,True,True
S11204,New Horizon College of Engineering,True,True,True
S11205,RV College of Engineering,True,True,False
S11206,Dayananda Sagar College of Engineering,True,True,True
S11207,RV College of Engineering,False,True,False
S11208,BMS Institute of Technology,True,True,True
S11209,PES University,True,True,True
S11210,RV College of Engineering,True,True,True
S11211,Dayananda Sagar College of Engineering,True,True,True
S11212,PES University,True,True,True
S11213,PES University,True,True,True
S11214,Dayananda Sagar College of Engineering,True,True,True
S11215,Dayananda Sagar College of Engineering,True,True,True
S11216,BMS Institute of Technology,True,False,False
S11217,PES University,True,True,True
S11218,BMS Institute of Technology,True,False,False
S11219,CMR Institute of Technology,True,True,False
S11220,RV College of Engineering,True,True,False
S11221,RV College of Engineering,True,True,True
S11222,BMS Institute of Technology,True,True,True
S11223,RV College of Engineering,True,True,False
S11224,New Horizon College of Engineering,True,True,True
S11225,Dayananda Sagar College of Engineering,True,True,True
S11226,PES University,True,True,True
S11227,PES University,False,True,False
S11228,PES University,True,True,True
S11229,CMR Institute of Technology,True,True,True
S11230,PES University,True,True,True
S11231,RV College of Engineering,True,True,True
S11232,New Horizon College of Engineering,True,True,False
S11233,New Horizon College of Engineering,True,True,True
S11234,PES University,True,False,False
S11235,RV College of Engineering,True,True,False
S11236,RV College of Engineering,True,True,True
S11237,PES University,True,True,True
S11238,Dayananda Sagar College of Engineering,True,True,True
S11239,BMS Institute of Technology,True,True,False
S11240,Dayananda Sagar College of Engineering,True,True,True
S11241,CMR Institute of Technology,True,True,False
S11242,Dayananda Sagar College of Engineering,True,True,True
S11243,BMS Institute of Technology,True,True,False
S11244,Dayananda Sagar College of Engineering,True,True,True
S11245,BMS Institute of Technology,True,True,True
S11246,RV College of Engineering,True,True,False
S11247,CMR Institute of Technology,False,True,False
S11248,CMR Institute of Technology,True,True,True
S11249,Dayananda Sagar College of Engineering,True,True,False
S11250,RV College of Engineering,True,True,True
S11251,Dayananda Sagar College of Engineering,True,True,True
S11252,CMR Institute of Technology,True,True,False
S11253,RV College of Engineering,True,True,True
S11254,Dayananda Sagar College of Engineering,True,True,False
S11255,New Horizon College of Engineering,True,True,False
S11256,BMS Institute of Technology,True,True,False
S11257,RV College of Engineering,True,True,True
S11258,CMR Institute of Technology,True,True,False
S11259,RV College of Engineering,True,True,False
S11260,New Horizon College of Engineering,True,True,False
S11261,BMS Institute of Technology,True,True,True
S11262,CMR Institute of Technology,False,True,False
S11263,BMS Institute of Technology,True,True,True
S11264,PES University,True,True,True
S11265,CMR Institute of Technology,True,True,True
S11266,RV College of Engineering,True,True,False
S11267,BMS Institute of Technology,True,False,False
S11268,PES University,True,True,True
S11269,Dayananda Sagar College of Engineering,True,True,False
S11270,BMS Institute of Technology,True,True,True
S11271,RV College of Engineering,True,True,True
S11272,CMR Institute of Technology,True,True,False
S11273,PES University,True,True,True
S11274,PES University,True,False,False
S11275,Dayananda Sagar College of Engineering,True,False,False
S11276,New Horizon College of Engineering,True,True,True
S11277,BMS Institute of Technology,True,False,False
S11278,New Horizon College of Engineering,True,True,True
S11279,RV College of Engineering,True,False,False
S11280,Dayananda Sagar College of Engineering,True,True,True
S11281,BMS Institute of Technology,True,True,True
S11282,CMR Institute of Technology,True,True,True
S11283,CMR Institute of Technology,True,True,True
S11284,BMS Institute of Technology,True,True,True
S11285,BMS Institute of Technology,True,False,False
S11286,CMR Institute of Technology,True,True,True
S11287,New Horizon College of Engineering,True,True,False
S11288,RV College of Engineering,True,True,True
S11289,Dayananda Sagar College of Engineering,True,True,False
S11290,New Horizon College of Engineering,True,True,True
S11291,RV College of Engineering,True,True,False
S11292,RV College of Engineering,True,True,True
S11293,RV College of Engineering,True,True,True
S11294,BMS Institute of Technology,False,True,False
S11295,RV College of Engineering,True,True,True
S11296,RV College of Engineering,True,True,True
S11297,Dayananda Sagar College of Engineering,True,True,True
S11298,BMS Institute of Technology,True,True,True
S11299,PES University,True,True,True
S11300,New Horizon College of Engineering,True,True,False
S11301,BMS Institute of Technology,True,True,True
S11302,CMR Institute of Technology,True,True,False
S11303,CMR Institute of Technology,True,True,False
S11304,Dayananda Sagar College of Engineering,True,True,True
S11305,PES University,True,True,True
S11306,New Horizon College of Engineering,True,True,True
S11307,BMS Institute of Technology,True,True,False
S11308,Dayananda Sagar College of Engineering,True,True,False
S11309,BMS Institute of Technology,False,True,False
S11310,PES University,True,True,True
S11311,New Horizon College of Engineering,True,True,True
S11312,Dayananda Sagar College of Engineering,True,True,True
S11313,New Horizon College of Engineering,True,True,False
S11314,RV College of Engineering,True,True,False
S11315,Dayananda Sagar College of Engineering,True,True,False
S11316,Dayananda Sagar College of Engineering,True,True,True
S11317,Dayananda Sagar College of Engineering,True,False,False
S11318,Dayananda Sagar College of Engineering,True,True,False
S11319,RV College of Engineering,True,True,True
S11320,Dayananda Sagar College of Engineering,True,True,True
S11321,New Horizon College of Engineering,True,True,False
S11322,New Horizon College of Engineering,True,True,True
S11323,RV College of Engineering,True,False,False
S11324,New Horizon College of Engineering,True,True,False
S11325,New Horizon College of Engineering,True,True,True
S11326,BMS Institute of Technology,True,False,False
S11327,PES University,True,False,False
S11328,CMR Institute of Technology,True,True,True
S11329,RV College of Engineering,True,True,True
S11330,PES University,True,True,True
S11331,BMS Institute of Technology,True,True,True
S11332,Dayananda Sagar College of Engineering,True,True,True
S11333,New Horizon College of Engineering,True,True,True
S11334,New Horizon College of Engineering,True,True,True
S11335,CMR Institute of Technology,True,True,True
S11336,CMR Institute of Technology,True,True,True
S11337,Dayananda Sagar College of Engineering,True,True,False
S11338,New Horizon College of Engineering,True,False,False
S11339,Dayananda Sagar College of Engineering,True,True,True
S11340,Dayananda Sagar College of Engineering,True,True,False
S11341,BMS Institute of Technology,True,True,True
S11342,BMS Institute of Technology,True,True,True
S11343,PES University,True,True,True
S11344,CMR Institute of Technology,False,True,False
S11345,Dayananda Sagar College of Engineering,True,True,True
S11346,CMR Institute of Technology,True,True,False
S11347,Dayananda Sagar College of Engineering,False,True,False
