student_id,college_id,college,city,branch,cgpa,active_backlogs,profile_complete,documents_verified,eligible,registered_at
STU00463,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.33,0,True,True,True,2026-07-19T10:29
STU00464,COL002,RV College of Engineering,Bangalore,EEE,8.04,0,True,True,True,2026-08-04T13:20
STU00465,COL001,BMS Institute of Technology,Bangalore,ECE,7.78,0,True,True,True,2026-08-07T18:11
STU00466,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.88,0,True,True,True,2026-07-24T17:14
STU00467,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.85,0,True,True,True,2026-08-24T09:12
STU00468,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.61,1,True,True,False,2026-08-01T19:36
STU00469,COL006,CMR Institute of Technology,Bangalore,AI&ML,9.02,0,True,False,False,2026-08-10T16:00
STU00470,COL002,RV College of Engineering,Bangalore,CSE,7.61,0,True,True,True,2026-07-11T18:20
STU00471,COL001,BMS Institute of Technology,Bangalore,EEE,7.0,0,True,True,True,2026-07-15T10:07
STU00472,COL002,RV College of Engineering,Bangalore,AI&ML,6.93,0,True,True,True,2026-08-25T14:10
STU00473,COL001,BMS Institute of Technology,Bangalore,ME,7.53,0,True,True,True,2026-07-17T18:43
STU00474,COL002,RV College of Engineering,Bangalore,EEE,8.82,0,True,True,True,2026-07-19T13:37
STU00475,COL001,BMS Institute of Technology,Bangalore,ISE,6.98,0,True,True,True,2026-07-12T12:00
STU00476,COL006,CMR Institute of Technology,Bangalore,CSE,7.39,0,True,True,True,2026-08-15T09:32
STU00477,COL002,RV College of Engineering,Bangalore,ISE,7.09,0,False,True,False,2026-08-10T09:30
STU00478,COL006,CMR Institute of Technology,Bangalore,ME,8.45,0,True,False,False,2026-07-11T16:22
STU00479,COL005,New Horizon College of Engineering,Bangalore,ECE,7.5,0,True,True,True,2026-07-20T17:38
STU00480,COL006,CMR Institute of Technology,Bangalore,CSE,7.12,0,True,True,True,2026-07-30T12:31
STU00481,COL003,PES University,Bangalore,ISE,8.5,0,True,True,True,2026-07-10T19:37
STU00482,COL005,New Horizon College of Engineering,Bangalore,CSE,7.41,0,True,True,True,2026-08-10T17:12
STU00483,COL006,CMR Institute of Technology,Bangalore,CSE,8.59,0,True,True,True,2026-08-25T10:56
STU00484,COL006,CMR Institute of Technology,Bangalore,CSE,7.81,0,True,True,True,2026-07-05T11:54
STU00485,COL003,PES University,Bangalore,ECE,8.05,1,True,True,False,2026-08-09T17:45
STU00486,COL006,CMR Institute of Technology,Bangalore,CSE,6.74,0,True,False,False,2026-08-19T19:04
STU00487,COL003,PES University,Bangalore,ISE,7.68,0,True,True,True,2026-07-14T19:43
STU00488,COL003,PES University,Bangalore,ECE,8.78,0,True,True,True,2026-08-17T09:32
STU00489,COL002,RV College of Engineering,Bangalore,ECE,7.32,0,True,False,False,2026-07-15T15:33
STU00490,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.44,0,True,True,True,2026-07-29T13:34
STU00491,COL006,CMR Institute of Technology,Bangalore,CSE,7.93,0,True,False,False,2026-08-17T09:25
STU00492,COL006,CMR Institute of Technology,Bangalore,ISE,7.48,0,True,True,True,2026-07-24T14:02
STU00493,COL002,RV College of Engineering,Bangalore,AI&ML,7.13,0,True,True,True,2026-08-06T17:05
STU00494,COL002,RV College of Engineering,Bangalore,CSE,7.6,0,True,True,True,2026-07-13T19:39
STU00495,COL006,CMR Institute of Technology,Bangalore,ECE,7.67,1,False,True,False,2026-08-15T09:39
STU00496,COL005,New Horizon College of Engineering,Bangalore,ME,8.43,1,False,True,False,2026-08-12T20:13
STU00497,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.71,2,True,True,False,2026-08-11T12:25
STU00498,COL005,New Horizon College of Engineering,Bangalore,CSE,8.21,0,True,True,True,2026-07-06T15:32
STU00499,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,8.56,0,True,True,True,2026-08-02T09:39
STU00500,COL005,New Horizon College of Engineering,Bangalore,ME,7.77,0,True,True,True,2026-08-10T11:14
STU00501,COL002,RV College of Engineering,Bangalore,ME,6.63,0,True,True,True,2026-07-05T20:35
STU00502,COL001,BMS Institute of Technology,Bangalore,ME,7.72,0,False,False,False,2026-07-19T09:08
STU00503,COL006,CMR Institute of Technology,Bangalore,ISE,6.98,0,True,True,True,2026-08-10T14:25
STU00504,COL005,New Horizon College of Engineering,Bangalore,ME,6.2,0,True,True,False,2026-08-17T13:23
STU00505,COL005,New Horizon College of Engineering,Bangalore,CSE,6.57,0,True,False,False,2026-07-15T15:53
STU00506,COL002,RV College of Engineering,Bangalore,ISE,7.46,0,False,True,False,2026-07-18T16:46
STU00507,COL002,RV College of Engineering,Bangalore,ECE,6.66,0,True,True,True,2026-07-05T18:29
STU00508,COL003,PES University,Bangalore,ISE,8.13,0,True,True,True,2026-07-30T20:13
STU00509,COL005,New Horizon College of Engineering,Bangalore,ECE,7.3,0,True,True,True,2026-07-29T11:44
STU00510,COL003,PES University,Bangalore,EEE,6.64,0,True,True,True,2026-07-05T11:11
STU00511,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.69,0,True,True,True,2026-08-24T14:29
STU00512,COL002,RV College of Engineering,Bangalore,ISE,7.78,0,True,True,True,2026-08-05T14:25
STU00513,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.21,0,True,True,True,2026-08-14T15:15
STU00514,COL001,BMS Institute of Technology,Bangalore,ECE,8.17,0,True,True,True,2026-07-01T18:11
STU00515,COL006,CMR Institute of Technology,Bangalore,ECE,7.46,0,True,True,True,2026-07-11T10:59
STU00516,COL006,CMR Institute of Technology,Bangalore,ECE,7.27,1,True,True,False,2026-07-11T19:29
STU00517,COL006,CMR Institute of Technology,Bangalore,CSE,6.42,1,True,True,False,2026-07-09T11:47
STU00518,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.1,0,True,True,True,2026-08-13T13:30
STU00519,COL006,CMR Institute of Technology,Bangalore,EEE,6.69,0,True,False,False,2026-07-28T14:41
STU00520,COL005,New Horizon College of Engineering,Bangalore,ME,7.29,0,True,True,True,2026-07-29T10:28
STU00521,COL003,PES University,Bangalore,ME,7.43,1,True,False,False,2026-07-23T10:23
STU00522,COL002,RV College of Engineering,Bangalore,ISE,7.91,0,True,True,True,2026-07-06T11:43
STU00523,COL003,PES University,Bangalore,ME,8.64,0,True,True,True,2026-08-22T16:51
STU00524,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.87,0,True,True,True,2026-08-08T20:54
STU00525,COL006,CMR Institute of Technology,Bangalore,EEE,7.89,0,True,False,False,2026-08-10T13:18
STU00526,COL002,RV College of Engineering,Bangalore,EEE,6.59,0,True,True,True,2026-08-22T13:29
STU00527,COL001,BMS Institute of Technology,Bangalore,CSE,7.9,0,True,False,False,2026-07-12T20:36
STU00528,COL001,BMS Institute of Technology,Bangalore,EEE,6.81,0,True,True,True,2026-07-18T10:24
STU00529,COL001,BMS Institute of Technology,Bangalore,AI&ML,8.28,0,True,False,False,2026-07-23T09:41
STU00530,COL002,RV College of Engineering,Bangalore,EEE,7.93,0,True,True,True,2026-07-09T13:09
STU00531,COL006,CMR Institute of Technology,Bangalore,EEE,9.23,0,True,True,True,2026-08-11T13:03
STU00532,COL001,BMS Institute of Technology,Bangalore,ME,7.22,2,True,True,False,2026-07-17T16:41
STU00533,COL006,CMR Institute of Technology,Bangalore,ISE,8.14,1,True,False,False,2026-08-09T19:01
STU00534,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,7.65,0,True,True,True,2026-07-26T18:46
STU00535,COL006,CMR Institute of Technology,Bangalore,CSE,5.8,1,True,True,False,2026-07-15T13:30
STU00536,COL002,RV College of Engineering,Bangalore,ISE,6.89,0,False,True,False,2026-07-05T16:51
STU00537,COL003,PES University,Bangalore,AI&ML,8.06,0,True,True,True,2026-07-08T10:28
STU00538,COL002,RV College of Engineering,Bangalore,AI&ML,8.09,0,True,True,True,2026-07-01T12:16
STU00539,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.44,0,True,True,True,2026-07-24T19:58
STU00540,COL006,CMR Institute of Technology,Bangalore,ME,7.79,0,True,True,True,2026-07-01T18:36
STU00541,COL005,New Horizon College of Engineering,Bangalore,AI&ML,8.7,1,True,True,False,2026-08-06T16:45
STU00542,COL003,PES University,Bangalore,AI&ML,8.41,0,True,True,True,2026-08-22T13:58
STU00543,COL005,New Horizon College of Engineering,Bangalore,ME,7.38,0,True,True,True,2026-08-02T19:01
STU00544,COL001,BMS Institute of Technology,Bangalore,EEE,9.35,2,True,True,False,2026-07-26T17:26
STU00545,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.99,1,True,True,False,2026-08-06T16:35
STU00546,COL005,New Horizon College of Engineering,Bangalore,ME,7.66,0,True,True,True,2026-07-01T16:08
STU00547,COL001,BMS Institute of Technology,Bangalore,ME,7.17,0,True,True,True,2026-07-24T14:01
STU00548,COL001,BMS Institute of Technology,Bangalore,CSE,8.13,0,True,True,True,2026-08-15T18:16
STU00549,COL003,PES University,Bangalore,ISE,8.5,0,True,True,True,2026-07-01T14:19
STU00550,COL002,RV College of Engineering,Bangalore,CSE,6.72,0,True,True,True,2026-07-26T18:02
STU00551,COL003,PES University,Bangalore,ECE,7.67,0,True,True,True,2026-08-22T10:20
STU00552,COL001,BMS Institute of Technology,Bangalore,CSE,8.03,0,True,True,True,2026-08-09T18:41
STU00553,COL006,CMR Institute of Technology,Bangalore,ISE,8.67,1,False,True,False,2026-07-27T12:05
STU00554,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.49,0,True,True,True,2026-08-03T13:38
STU00555,COL005,New Horizon College of Engineering,Bangalore,EEE,6.59,0,True,True,True,2026-07-20T12:53
STU00556,COL002,RV College of Engineering,Bangalore,ME,8.12,0,False,True,False,2026-08-17T18:42
STU00557,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,6.58,0,True,True,True,2026-08-06T18:41
STU00558,COL006,CMR Institute of Technology,Bangalore,ECE,7.43,0,True,False,False,2026-07-28T11:48
STU00559,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,6.92,0,True,True,True,2026-07-22T10:50
STU00560,COL003,PES University,Bangalore,ISE,7.08,0,True,True,True,2026-07-12T20:46
STU00561,COL001,BMS Institute of Technology,Bangalore,CSE,7.96,0,True,True,True,2026-07-01T09:57
STU00562,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.0,0,True,True,True,2026-07-20T09:03
STU00563,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.62,0,True,True,True,2026-07-14T20:16
STU00564,COL002,RV College of Engineering,Bangalore,ME,6.91,0,True,True,True,2026-07-09T17:00
STU00565,COL001,BMS Institute of Technology,Bangalore,AI&ML,6.83,1,True,True,False,2026-07-26T09:29
STU00566,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.9,0,True,False,False,2026-07-15T12:20
STU00567,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,8.84,0,True,True,True,2026-07-01T19:24
STU00568,COL003,PES University,Bangalore,ECE,6.93,0,True,True,True,2026-07-16T16:58
STU00569,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.19,2,True,True,False,2026-08-05T17:13
STU00570,COL003,PES University,Bangalore,AI&ML,8.23,0,False,True,False,2026-08-04T10:14
STU00571,COL005,New Horizon College of Engineering,Bangalore,AI&ML,8.31,0,True,False,False,2026-08-08T11:14
STU00572,COL006,CMR Institute of Technology,Bangalore,ME,7.93,2,True,False,False,2026-08-25T13:09
STU00573,COL003,PES University,Bangalore,CSE,7.99,0,True,True,True,2026-07-10T15:00
STU00574,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.4,0,False,True,False,2026-07-12T15:53
STU00575,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.6,0,True,True,True,2026-08-17T16:24
STU00576,COL003,PES University,Bangalore,EEE,6.8,0,False,False,False,2026-08-18T20:51
STU00577,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,6.8,0,True,True,True,2026-07-21T10:50
STU00578,COL001,BMS Institute of Technology,Bangalore,CSE,6.23,0,True,True,False,2026-07-05T09:04
STU00579,COL005,New Horizon College of Engineering,Bangalore,ME,8.97,0,True,True,True,2026-08-04T09:28
STU00580,COL002,RV College of Engineering,Bangalore,CSE,9.12,1,True,True,False,2026-07-22T15:56
STU00581,COL003,PES University,Bangalore,EEE,8.09,0,True,True,True,2026-08-11T15:33
STU00582,COL002,RV College of Engineering,Bangalore,EEE,6.53,0,True,True,True,2026-07-26T14:45
STU00583,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.82,1,True,True,False,2026-08-16T12:48
STU00584,COL003,PES University,Bangalore,AI&ML,8.49,0,True,True,True,2026-07-05T17:12
STU00585,COL001,BMS Institute of Technology,Bangalore,ECE,7.25,0,True,True,True,2026-07-14T09:03
STU00586,COL001,BMS Institute of Technology,Bangalore,ISE,8.92,2,True,True,False,2026-07-23T11:20
STU00587,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.34,0,True,False,False,2026-07-23T10:49
STU00588,COL006,CMR Institute of Technology,Bangalore,EEE,7.7,0,True,True,True,2026-07-21T20:57
STU00589,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.91,0,True,True,True,2026-07-30T13:15
STU00590,COL003,PES University,Bangalore,AI&ML,7.77,0,True,True,True,2026-07-15T14:48
STU00591,COL003,PES University,Bangalore,ME,7.39,1,True,True,False,2026-08-03T15:01
STU00592,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,6.97,0,True,True,True,2026-08-03T15:21
STU00593,COL003,PES University,Bangalore,EEE,8.25,0,True,True,True,2026-07-11T12:53
STU00594,COL002,RV College of Engineering,Bangalore,CSE,7.95,0,True,True,True,2026-07-12T13:40
STU00595,COL006,CMR Institute of Technology,Bangalore,CSE,7.01,0,True,True,True,2026-07-10T15:01
STU00596,COL002,RV College of Engineering,Bangalore,ME,8.62,0,True,True,True,2026-08-22T09:08
STU00597,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,8.3,0,True,True,True,2026-07-26T16:59
STU00598,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.85,0,True,True,True,2026-07-02T16:22
STU00599,COL001,BMS Institute of Technology,Bangalore,CSE,7.88,2,True,True,False,2026-08-06T14:03
STU00600,COL006,CMR Institute of Technology,Bangalore,CSE,7.19,1,True,True,False,2026-08-17T10:07
STU00601,COL001,BMS Institute of Technology,Bangalore,ECE,8.69,0,True,True,True,2026-07-08T13:30
STU00602,COL001,BMS Institute of Technology,Bangalore,CSE,8.02,0,True,True,True,2026-07-25T20:49
STU00603,COL006,CMR Institute of Technology,Bangalore,ECE,7.72,0,True,True,True,2026-07-06T12:58
STU00604,COL005,New Horizon College of Engineering,Bangalore,EEE,6.94,1,True,True,False,2026-08-09T10:56
STU00605,COL003,PES University,Bangalore,ECE,8.37,2,True,True,False,2026-07-27T20:40
STU00606,COL005,New Horizon College of Engineering,Bangalore,ECE,7.73,0,True,True,True,2026-08-25T15:05
STU00607,COL002,RV College of Engineering,Bangalore,ME,7.1,0,True,True,True,2026-08-16T13:09
STU00608,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,6.91,0,True,True,True,2026-08-01T17:28
STU00609,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.83,0,True,True,True,2026-08-15T11:43
STU00610,COL004,Dayananda Sagar College of Engineering,Bangalore,ISE,8.57,0,True,True,True,2026-07-21T19:27
STU00611,COL006,CMR Institute of Technology,Bangalore,EEE,7.12,0,False,True,False,2026-08-18T14:06
STU00612,COL006,CMR Institute of Technology,Bangalore,ECE,6.81,0,False,True,False,2026-08-11T09:19
STU00613,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,6.72,0,True,True,True,2026-07-11T10:26
STU00614,COL002,RV College of Engineering,Bangalore,EEE,7.96,0,False,True,False,2026-07-23T20:31
STU00615,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.41,0,True,True,True,2026-07-05T12:43
STU00616,COL006,CMR Institute of Technology,Bangalore,ISE,6.03,0,True,True,False,2026-07-16T16:11
STU00617,COL003,PES University,Bangalore,EEE,7.04,0,True,True,True,2026-07-31T17:26
STU00618,COL005,New Horizon College of Engineering,Bangalore,ISE,7.42,0,True,True,True,2026-08-25T13:16
STU00619,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,6.79,0,True,True,True,2026-08-02T10:55
STU00620,COL001,BMS Institute of Technology,Bangalore,ISE,6.82,0,True,True,True,2026-07-15T19:30
STU00621,COL001,BMS Institute of Technology,Bangalore,ECE,7.09,0,True,True,True,2026-07-18T18:57
STU00622,COL002,RV College of Engineering,Bangalore,ISE,8.11,0,True,True,True,2026-07-31T19:28
STU00623,COL002,RV College of Engineering,Bangalore,ISE,7.2,0,True,False,False,2026-08-05T15:08
STU00624,COL006,CMR Institute of Technology,Bangalore,ISE,7.45,0,True,True,True,2026-08-25T13:07
STU00625,COL001,BMS Institute of Technology,Bangalore,CSE,7.49,0,True,True,True,2026-08-04T12:42
STU00626,COL001,BMS Institute of Technology,Bangalore,ECE,7.72,0,True,True,True,2026-07-16T15:48
STU00627,COL001,BMS Institute of Technology,Bangalore,CSE,7.41,0,True,True,True,2026-08-09T16:18
STU00628,COL002,RV College of Engineering,Bangalore,CSE,7.19,0,True,True,True,2026-07-05T12:44
STU00629,COL006,CMR Institute of Technology,Bangalore,ECE,7.33,1,True,True,False,2026-08-19T19:46
STU00630,COL006,CMR Institute of Technology,Bangalore,AI&ML,8.14,0,True,True,True,2026-07-11T12:00
STU00631,COL006,CMR Institute of Technology,Bangalore,ECE,7.37,2,True,True,False,2026-07-04T10:06
STU00632,COL003,PES University,Bangalore,CSE,7.29,0,True,True,True,2026-07-21T17:34
STU00633,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.86,1,True,False,False,2026-07-17T19:12
STU00634,COL002,RV College of Engineering,Bangalore,CSE,6.67,0,False,True,False,2026-07-30T13:18
STU00635,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.4,0,True,True,True,2026-08-01T14:03
STU00636,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.7,1,True,True,False,2026-08-14T19:55
STU00637,COL006,CMR Institute of Technology,Bangalore,ECE,6.68,0,True,True,True,2026-07-18T09:26
STU00638,COL003,PES University,Bangalore,AI&ML,7.87,2,True,True,False,2026-07-15T20:58
STU00639,COL006,CMR Institute of Technology,Bangalore,EEE,8.24,0,True,True,True,2026-07-19T19:09
STU00640,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.7,0,True,False,False,2026-08-25T19:28
STU00641,COL006,CMR Institute of Technology,Bangalore,ISE,7.88,0,True,True,True,2026-08-21T09:15
STU00642,COL006,CMR Institute of Technology,Bangalore,ECE,9.05,0,True,True,True,2026-07-20T16:17
STU00643,COL005,New Horizon College of Engineering,Bangalore,EEE,7.47,0,True,True,True,2026-08-17T11:40
STU00644,COL003,PES University,Bangalore,ISE,7.71,0,True,True,True,2026-07-08T13:31
STU00645,COL002,RV College of Engineering,Bangalore,EEE,7.56,2,True,True,False,2026-07-18T09:25
STU00646,COL003,PES University,Bangalore,ECE,7.49,0,True,True,True,2026-08-03T16:43
STU00647,COL003,PES University,Bangalore,ISE,8.22,0,True,True,True,2026-07-26T19:50
STU00648,COL006,CMR Institute of Technology,Bangalore,ISE,7.14,0,True,True,True,2026-07-27T12:12
STU00649,COL005,New Horizon College of Engineering,Bangalore,EEE,7.44,0,True,True,True,2026-07-14T19:02
STU00650,COL005,New Horizon College of Engineering,Bangalore,ECE,9.63,2,True,True,False,2026-07-11T14:31
STU00651,COL006,CMR Institute of Technology,Bangalore,EEE,8.43,1,True,True,False,2026-08-17T18:05
STU00652,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.28,0,True,True,True,2026-07-21T17:21
STU00653,COL004,Dayananda Sagar College of Engineering,Bangalore,ME,7.15,1,False,False,False,2026-07-21T17:28
STU00654,COL001,BMS Institute of Technology,Bangalore,ISE,7.09,0,True,True,True,2026-08-06T16:16
STU00655,COL005,New Horizon College of Engineering,Bangalore,ME,7.23,0,True,True,True,2026-08-05T10:25
STU00656,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.23,0,True,True,True,2026-07-28T18:25
STU00657,COL001,BMS Institute of Technology,Bangalore,EEE,7.4,0,True,True,True,2026-07-23T12:10
STU00658,COL005,New Horizon College of Engineering,Bangalore,ECE,7.51,0,True,True,True,2026-08-16T09:36
STU00659,COL002,RV College of Engineering,Bangalore,AI&ML,7.91,0,True,True,True,2026-08-18T19:32
STU00660,COL005,New Horizon College of Engineering,Bangalore,AI&ML,6.27,0,True,True,False,2026-07-01T13:22
STU00661,COL006,CMR Institute of Technology,Bangalore,ECE,8.76,0,True,True,True,2026-08-17T14:33
STU00662,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.44,2,True,True,False,2026-08-03T17:58
STU00663,COL005,New Horizon College of Engineering,Bangalore,ME,8.37,0,True,True,True,2026-07-30T19:14
STU00664,COL006,CMR Institute of Technology,Bangalore,EEE,7.16,0,False,True,False,2026-08-10T18:29
STU00665,COL003,PES University,Bangalore,EEE,7.53,1,True,True,False,2026-08-24T15:34
STU00666,COL002,RV College of Engineering,Bangalore,CSE,7.33,0,True,True,True,2026-07-08T18:57
STU00667,COL001,BMS Institute of Technology,Bangalore,CSE,7.38,0,True,True,True,2026-07-25T12:48
STU00668,COL006,CMR Institute of Technology,Bangalore,CSE,8.26,0,True,True,True,2026-08-19T09:25
STU00669,COL002,RV College of Engineering,Bangalore,ECE,9.02,0,True,True,True,2026-07-10T16:18
STU00670,COL003,PES University,Bangalore,ME,8.3,1,True,True,False,2026-08-15T20:58
STU00671,COL005,New Horizon College of Engineering,Bangalore,ECE,7.88,2,True,True,False,2026-08-08T16:05
STU00672,COL001,BMS Institute of Technology,Bangalore,AI&ML,8.74,1,True,True,False,2026-07-06T11:51
STU00673,COL001,BMS Institute of Technology,Bangalore,AI&ML,7.59,0,True,True,True,2026-07-05T17:07
STU00674,COL003,PES University,Bangalore,AI&ML,8.95,0,True,True,True,2026-07-14T21:00
STU00675,COL006,CMR Institute of Technology,Bangalore,ISE,6.73,0,False,True,False,2026-07-14T16:09
STU00676,COL005,New Horizon College of Engineering,Bangalore,ECE,8.11,0,False,True,False,2026-08-03T15:17
STU00677,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,8.47,0,True,True,True,2026-07-04T09:10
STU00678,COL003,PES University,Bangalore,AI&ML,7.02,2,True,False,False,2026-08-08T15:54
STU00679,COL005,New Horizon College of Engineering,Bangalore,AI&ML,8.41,1,False,True,False,2026-07-14T10:36
STU00680,COL001,BMS Institute of Technology,Bangalore,EEE,7.93,2,True,True,False,2026-07-13T17:59
STU00681,COL006,CMR Institute of Technology,Bangalore,ECE,7.62,0,False,True,False,2026-08-10T11:17
STU00682,COL006,CMR Institute of Technology,Bangalore,ISE,6.64,0,True,True,True,2026-08-05T13:02
STU00683,COL003,PES University,Bangalore,ISE,6.71,0,True,True,True,2026-08-11T17:43
STU00684,COL006,CMR Institute of Technology,Bangalore,ECE,7.93,2,True,True,False,2026-07-11T14:55
STU00685,COL005,New Horizon College of Engineering,Bangalore,ECE,7.39,0,True,True,True,2026-07-29T12:54
STU00686,COL003,PES University,Bangalore,CSE,7.6,0,True,False,False,2026-08-13T13:20
STU00687,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,8.31,0,True,True,True,2026-08-21T11:50
STU00688,COL002,RV College of Engineering,Bangalore,ECE,7.17,2,True,True,False,2026-08-16T09:39
STU00689,COL001,BMS Institute of Technology,Bangalore,EEE,7.32,0,True,True,True,2026-08-22T16:29
STU00690,COL002,RV College of Engineering,Bangalore,CSE,7.59,0,True,True,True,2026-08-19T13:57
STU00691,COL001,BMS Institute of Technology,Bangalore,EEE,7.36,0,True,True,True,2026-07-02T14:54
STU00692,COL001,BMS Institute of Technology,Bangalore,ISE,7.6,0,True,True,True,2026-07-27T16:53
STU00693,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.26,0,True,True,True,2026-08-01T17:43
STU00694,COL006,CMR Institute of Technology,Bangalore,ISE,7.46,0,True,True,True,2026-07-29T10:15
STU00695,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.62,0,True,True,True,2026-08-05T14:40
STU00696,COL005,New Horizon College of Engineering,Bangalore,ECE,7.64,0,True,True,True,2026-07-19T12:00
STU00697,COL003,PES University,Bangalore,ME,6.55,0,True,True,True,2026-08-12T12:25
STU00698,COL003,PES University,Bangalore,ECE,7.74,0,True,True,True,2026-07-08T17:42
STU00699,COL006,CMR Institute of Technology,Bangalore,ECE,6.74,0,True,True,True,2026-08-03T14:24
STU00700,COL006,CMR Institute of Technology,Bangalore,EEE,8.11,0,True,True,True,2026-07-17T16:07
STU00701,COL005,New Horizon College of Engineering,Bangalore,CSE,8.83,0,True,False,False,2026-07-02T20:17
STU00702,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.03,0,True,False,False,2026-08-11T20:12
STU00703,COL004,Dayananda Sagar College of Engineering,Bangalore,AI&ML,7.02,0,True,True,True,2026-07-19T15:24
STU00704,COL006,CMR Institute of Technology,Bangalore,ISE,6.94,0,True,True,True,2026-07-29T13:55
STU00705,COL003,PES University,Bangalore,ECE,7.83,1,True,True,False,2026-07-10T11:51
STU00706,COL003,PES University,Bangalore,ISE,7.91,0,True,True,True,2026-08-14T13:31
STU00707,COL003,PES University,Bangalore,CSE,7.76,0,True,True,True,2026-08-05T19:24
STU00708,COL003,PES University,Bangalore,AI&ML,6.28,0,True,False,False,2026-08-20T11:04
STU00709,COL004,Dayananda Sagar College of Engineering,Bangalore,ECE,7.52,0,True,True,True,2026-08-20T16:19
STU00710,COL005,New Horizon College of Engineering,Bangalore,AI&ML,7.31,0,False,True,False,2026-08-25T19:03
STU00711,COL005,New Horizon College of Engineering,Bangalore,ISE,7.03,0,True,True,True,2026-07-30T11:33
STU00712,COL002,RV College of Engineering,Bangalore,ECE,6.73,0,True,True,True,2026-08-21T17:25
STU00713,COL006,CMR Institute of Technology,Bangalore,EEE,6.53,0,True,True,True,2026-08-19T15:15
STU00714,COL004,Dayananda Sagar College of Engineering,Bangalore,CSE,7.09,0,True,True,True,2026-07-23T16:54
STU00715,COL001,BMS Institute of Technology,Bangalore,ISE,7.05,0,True,True,True,2026-08-20T12:07
STU00716,COL004,Dayananda Sagar College of Engineering,Bangalore,EEE,7.34,0,True,True,True,2026-07-08T18:06
STU00717,COL003,PES University,Bangalore,AI&ML,6.96,2,True,True,False,2026-08-15T15:41
STU00718,COL001,BMS Institute of Technology,Bangalore,EEE,8.33,2,True,True,False,2026-07-16T19:51
STU00719,COL001,BMS Institute of Technology,Bangalore,ECE,7.35,1,True,True,False,2026-08-04T20:09
STU00720,COL006,CMR Institute of Technology,Bangalore,AI&ML,7.12,0,True,True,True,2026-08-19T20:17
STU00721,COL003,PES University,Bangalore,AI&ML,7.97,1,True,True,False,2026-08-09T19:32
STU00722,COL006,CMR Institute of Technology,Bangalore,ME,7.84,0,True,True,True,2026-08-11T13:28
STU00723,COL002,RV College of Engineering,Bangalore,CSE,8.38,0,True,True,True,2026-08-03T10:44
STU00724,COL006,CMR Institute of Technology,Bangalore,ISE,7.32,0,True,True,True,2026-07-15T12:55
STU00725,COL003,PES University,Bangalore,EEE,7.68,0,True,True,True,2026-08-03T12:23
STU00726,COL003,PES University,Bangalore,ISE,7.73,2,True,True,False,2026-07-20T19:36
