event_id,event_name,event_timestamp,application_id,candidate_id,company_id,job_id,event_version,eligibility_status,eligibility_reason,payment_id,amount,currency,payment_method,gateway,gateway_transaction_id,captured_amount,revenue_id,recognized_amount,revenue_type,refund_id,refund_amount,refund_reason,failure_code,failure_reason
PAE000656,revenue_recognized,2026-08-07 04:26:54,APP00138,CAN048,CMP029,JOB010,1.0,,,PAY00097,31.34,INR,,,,,REV00097,31.34,pay_per_application_fee,,,,,
PAE000657,application_started,2026-08-06 11:39:00,APP00139,CAN034,CMP017,JOB058,1.0,,,,,,,,,,,,,,,,,
PAE000658,application_submitted,2026-08-06 12:46:00,APP00139,CAN034,CMP017,JOB058,1.0,,,,,,,,,,,,,,,,,
PAE000659,application_eligible,2026-08-06 17:46:00,APP00139,CAN034,CMP017,JOB058,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000660,payment_initiated,2026-08-06 18:15:00,APP00139,CAN034,CMP017,JOB058,1.0,,,PAY00098,815.05,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000661,payment_captured,2026-08-06 18:15:16,APP00139,CAN034,CMP017,JOB058,1.0,,,PAY00098,815.05,INR,,PayPerAppDemo,GTX000098,815.05,,,,,,,,
PAE000662,revenue_recognized,2026-08-06 19:07:16,APP00139,CAN034,CMP017,JOB058,1.0,,,PAY00098,65.2,INR,,,,,REV00098,65.2,pay_per_application_fee,,,,,
PAE000663,application_started,2026-08-06 16:34:00,APP00140,CAN041,CMP023,JOB009,1.0,,,,,,,,,,,,,,,,,
PAE000664,application_submitted,2026-08-06 17:17:00,APP00140,CAN041,CMP023,JOB009,1.0,,,,,,,,,,,,,,,,,
PAE000665,application_started,2026-08-06 16:14:00,APP00141,CAN092,CMP012,JOB047,1.0,,,,,,,,,,,,,,,,,
PAE000666,application_submitted,2026-08-06 16:44:00,APP00141,CAN092,CMP012,JOB047,1.0,,,,,,,,,,,,,,,,,
PAE000667,application_eligible,2026-08-07 00:44:00,APP00141,CAN092,CMP012,JOB047,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000668,payment_initiated,2026-08-07 01:02:00,APP00141,CAN092,CMP012,JOB047,1.0,,,PAY00099,282.86,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000669,payment_captured,2026-08-07 01:03:47,APP00141,CAN092,CMP012,JOB047,1.0,,,PAY00099,282.86,INR,,PayPerAppDemo,GTX000099,282.86,,,,,,,,
PAE000670,revenue_recognized,2026-08-07 01:39:47,APP00141,CAN092,CMP012,JOB047,1.0,,,PAY00099,22.63,INR,,,,,REV00099,22.63,pay_per_application_fee,,,,,
PAE000671,application_started,2026-08-06 14:45:00,APP00142,CAN012,CMP005,JOB040,1.0,,,,,,,,,,,,,,,,,
PAE000672,application_submitted,2026-08-06 15:57:00,APP00142,CAN012,CMP005,JOB040,1.0,,,,,,,,,,,,,,,,,
PAE000673,application_eligible,2026-08-07 05:57:00,APP00142,CAN012,CMP005,JOB040,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000674,payment_initiated,2026-08-07 06:08:00,APP00142,CAN012,CMP005,JOB040,1.0,,,PAY00100,342.19,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000675,payment_captured,2026-08-07 06:09:04,APP00142,CAN012,CMP005,JOB040,1.0,,,PAY00100,342.19,INR,,PayPerAppDemo,GTX000100,342.19,,,,,,,,
PAE000676,revenue_recognized,2026-08-07 06:53:04,APP00142,CAN012,CMP005,JOB040,1.0,,,PAY00100,27.38,INR,,,,,REV00100,27.38,pay_per_application_fee,,,,,
PAE000677,application_started,2026-08-06 10:49:00,APP00143,CAN017,CMP036,JOB076,1.0,,,,,,,,,,,,,,,,,
PAE000678,application_started,2026-08-06 09:33:00,APP00144,CAN056,CMP033,JOB008,1.0,,,,,,,,,,,,,,,,,
PAE000679,application_submitted,2026-08-06 09:59:00,APP00144,CAN056,CMP033,JOB008,1.0,,,,,,,,,,,,,,,,,
PAE000680,application_eligible,2026-08-07 08:59:00,APP00144,CAN056,CMP033,JOB008,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000681,payment_initiated,2026-08-07 09:16:00,APP00144,CAN056,CMP033,JOB008,1.0,,,PAY00101,1434.35,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000682,payment_captured,2026-08-07 09:16:37,APP00144,CAN056,CMP033,JOB008,1.0,,,PAY00101,1434.35,INR,,PayPerAppDemo,GTX000101,1434.35,,,,,,,,
PAE000683,revenue_recognized,2026-08-07 09:29:37,APP00144,CAN056,CMP033,JOB008,1.0,,,PAY00101,114.75,INR,,,,,REV00101,114.75,pay_per_application_fee,,,,,
PAE000684,application_started,2026-08-07 18:19:00,APP00145,CAN071,CMP018,JOB017,1.0,,,,,,,,,,,,,,,,,
PAE000685,application_submitted,2026-08-07 18:35:00,APP00145,CAN071,CMP018,JOB017,1.0,,,,,,,,,,,,,,,,,
PAE000686,application_eligible,2026-08-08 00:35:00,APP00145,CAN071,CMP018,JOB017,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000687,payment_initiated,2026-08-08 00:41:00,APP00145,CAN071,CMP018,JOB017,1.0,,,PAY00102,975.81,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000688,payment_captured,2026-08-08 00:43:00,APP00145,CAN071,CMP018,JOB017,1.0,,,PAY00102,975.81,INR,,PayPerAppDemo,GTX000102,975.81,,,,,,,,
PAE000689,revenue_recognized,2026-08-08 01:22:00,APP00145,CAN071,CMP018,JOB017,1.0,,,PAY00102,78.06,INR,,,,,REV00102,78.06,pay_per_application_fee,,,,,
PAE000690,application_started,2026-08-07 09:02:00,APP00146,CAN073,CMP003,JOB004,1.0,,,,,,,,,,,,,,,,,
PAE000691,application_started,2026-08-07 18:13:00,APP00147,CAN099,CMP037,JOB034,1.0,,,,,,,,,,,,,,,,,
PAE000692,application_submitted,2026-08-07 19:11:00,APP00147,CAN099,CMP037,JOB034,1.0,,,,,,,,,,,,,,,,,
PAE000693,application_eligible,2026-08-07 20:11:00,APP00147,CAN099,CMP037,JOB034,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000694,payment_initiated,2026-08-07 20:21:00,APP00147,CAN099,CMP037,JOB034,1.0,,,PAY00103,1033.96,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000695,payment_failed,2026-08-07 20:22:06,APP00147,CAN099,CMP037,JOB034,1.0,,,PAY00103,1033.96,INR,,,,,,,,,,,DECLINED,demo_payment_failure
PAE000696,application_started,2026-08-07 15:04:00,APP00148,CAN088,CMP026,JOB039,1.0,,,,,,,,,,,,,,,,,
PAE000697,application_submitted,2026-08-07 15:29:00,APP00148,CAN088,CMP026,JOB039,1.0,,,,,,,,,,,,,,,,,
PAE000698,application_eligible,2026-08-08 07:29:00,APP00148,CAN088,CMP026,JOB039,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000699,payment_initiated,2026-08-08 07:34:00,APP00148,CAN088,CMP026,JOB039,1.0,,,PAY00104,675.24,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000700,payment_captured,2026-08-08 07:34:45,APP00148,CAN088,CMP026,JOB039,1.0,,,PAY00104,675.24,INR,,PayPerAppDemo,GTX000104,675.24,,,,,,,,
PAE000701,revenue_recognized,2026-08-08 08:21:45,APP00148,CAN088,CMP026,JOB039,1.0,,,PAY00104,54.02,INR,,,,,REV00104,54.02,pay_per_application_fee,,,,,
PAE000702,application_started,2026-08-07 13:32:00,APP00149,CAN045,CMP026,JOB017,1.0,,,,,,,,,,,,,,,,,
PAE000703,application_submitted,2026-08-07 14:17:00,APP00149,CAN045,CMP026,JOB017,1.0,,,,,,,,,,,,,,,,,
PAE000704,application_eligible,2026-08-07 18:17:00,APP00149,CAN045,CMP026,JOB017,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000705,payment_initiated,2026-08-07 18:21:00,APP00149,CAN045,CMP026,JOB017,1.0,,,PAY00105,559.9,INR,upi,PayPerAppDemo,,,,,,,,,,
PAE000706,payment_captured,2026-08-07 18:21:54,APP00149,CAN045,CMP026,JOB017,1.0,,,PAY00105,559.9,INR,,PayPerAppDemo,GTX000105,559.9,,,,,,,,
PAE000707,revenue_recognized,2026-08-07 19:17:54,APP00149,CAN045,CMP026,JOB017,1.0,,,PAY00105,44.79,INR,,,,,REV00105,44.79,pay_per_application_fee,,,,,
PAE000708,application_started,2026-08-07 17:46:00,APP00150,CAN032,CMP011,JOB042,1.0,,,,,,,,,,,,,,,,,
PAE000709,application_submitted,2026-08-07 18:11:00,APP00150,CAN032,CMP011,JOB042,1.0,,,,,,,,,,,,,,,,,
PAE000710,application_eligible,2026-08-08 11:11:00,APP00150,CAN032,CMP011,JOB042,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000711,payment_initiated,2026-08-08 11:27:00,APP00150,CAN032,CMP011,JOB042,1.0,,,PAY00106,1348.84,INR,upi,PayPerAppDemo,,,,,,,,,,
PAE000712,payment_captured,2026-08-08 11:27:55,APP00150,CAN032,CMP011,JOB042,1.0,,,PAY00106,1348.84,INR,,PayPerAppDemo,GTX000106,1348.84,,,,,,,,
PAE000713,revenue_recognized,2026-08-08 12:00:55,APP00150,CAN032,CMP011,JOB042,1.0,,,PAY00106,107.91,INR,,,,,REV00106,107.91,pay_per_application_fee,,,,,
PAE000714,application_started,2026-08-07 13:03:00,APP00151,CAN031,CMP014,JOB075,1.0,,,,,,,,,,,,,,,,,
PAE000715,application_submitted,2026-08-07 14:11:00,APP00151,CAN031,CMP014,JOB075,1.0,,,,,,,,,,,,,,,,,
PAE000716,application_eligible,2026-08-08 11:11:00,APP00151,CAN031,CMP014,JOB075,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000717,payment_initiated,2026-08-08 11:12:00,APP00151,CAN031,CMP014,JOB075,1.0,,,PAY00107,607.19,INR,upi,PayPerAppDemo,,,,,,,,,,
PAE000718,payment_captured,2026-08-08 11:13:57,APP00151,CAN031,CMP014,JOB075,1.0,,,PAY00107,607.19,INR,,PayPerAppDemo,GTX000107,607.19,,,,,,,,
PAE000719,revenue_recognized,2026-08-08 11:30:57,APP00151,CAN031,CMP014,JOB075,1.0,,,PAY00107,48.58,INR,,,,,REV00107,48.58,pay_per_application_fee,,,,,
PAE000720,application_started,2026-08-07 08:25:00,APP00152,CAN098,CMP026,JOB047,1.0,,,,,,,,,,,,,,,,,
PAE000721,application_submitted,2026-08-07 09:41:00,APP00152,CAN098,CMP026,JOB047,1.0,,,,,,,,,,,,,,,,,
PAE000722,application_eligible,2026-08-08 03:41:00,APP00152,CAN098,CMP026,JOB047,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000723,payment_initiated,2026-08-08 03:56:00,APP00152,CAN098,CMP026,JOB047,1.0,,,PAY00108,732.94,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000724,payment_captured,2026-08-08 03:57:24,APP00152,CAN098,CMP026,JOB047,1.0,,,PAY00108,732.94,INR,,PayPerAppDemo,GTX000108,732.94,,,,,,,,
PAE000725,revenue_recognized,2026-08-08 04:41:24,APP00152,CAN098,CMP026,JOB047,1.0,,,PAY00108,58.64,INR,,,,,REV00108,58.64,pay_per_application_fee,,,,,
PAE000726,application_started,2026-08-07 13:50:00,APP00153,CAN017,CMP007,JOB051,1.0,,,,,,,,,,,,,,,,,
PAE000727,application_started,2026-08-07 11:38:00,APP00154,CAN072,CMP024,JOB019,1.0,,,,,,,,,,,,,,,,,
PAE000728,application_submitted,2026-08-07 12:47:00,APP00154,CAN072,CMP024,JOB019,1.0,,,,,,,,,,,,,,,,,
PAE000729,application_eligible,2026-08-07 14:47:00,APP00154,CAN072,CMP024,JOB019,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000730,payment_initiated,2026-08-07 15:03:00,APP00154,CAN072,CMP024,JOB019,1.0,,,PAY00109,666.3,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000731,payment_captured,2026-08-07 15:04:22,APP00154,CAN072,CMP024,JOB019,1.0,,,PAY00109,666.3,INR,,PayPerAppDemo,GTX000109,666.3,,,,,,,,
PAE000732,revenue_recognized,2026-08-07 16:02:22,APP00154,CAN072,CMP024,JOB019,1.0,,,PAY00109,53.3,INR,,,,,REV00109,53.3,pay_per_application_fee,,,,,
PAE000733,application_started,2026-08-07 10:25:00,APP00155,CAN042,CMP040,JOB041,1.0,,,,,,,,,,,,,,,,,
PAE000734,application_started,2026-08-07 13:32:00,APP00156,CAN095,CMP020,JOB076,1.0,,,,,,,,,,,,,,,,,
PAE000735,application_submitted,2026-08-07 14:45:00,APP00156,CAN095,CMP020,JOB076,1.0,,,,,,,,,,,,,,,,,
PAE000736,application_eligible,2026-08-08 09:45:00,APP00156,CAN095,CMP020,JOB076,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000737,payment_initiated,2026-08-08 09:57:00,APP00156,CAN095,CMP020,JOB076,1.0,,,PAY00110,1269.69,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000738,payment_captured,2026-08-08 09:57:58,APP00156,CAN095,CMP020,JOB076,1.0,,,PAY00110,1269.69,INR,,PayPerAppDemo,GTX000110,1269.69,,,,,,,,
PAE000739,revenue_recognized,2026-08-08 10:35:58,APP00156,CAN095,CMP020,JOB076,1.0,,,PAY00110,101.58,INR,,,,,REV00110,101.58,pay_per_application_fee,,,,,
PAE000740,application_started,2026-08-07 15:16:00,APP00157,CAN093,CMP002,JOB077,1.0,,,,,,,,,,,,,,,,,
PAE000741,application_started,2026-08-07 11:46:00,APP00158,CAN100,CMP038,JOB074,1.0,,,,,,,,,,,,,,,,,
PAE000742,application_submitted,2026-08-07 12:52:00,APP00158,CAN100,CMP038,JOB074,1.0,,,,,,,,,,,,,,,,,
PAE000743,application_eligible,2026-08-08 09:52:00,APP00158,CAN100,CMP038,JOB074,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000744,payment_initiated,2026-08-08 10:05:00,APP00158,CAN100,CMP038,JOB074,1.0,,,PAY00111,1218.26,INR,upi,PayPerAppDemo,,,,,,,,,,
PAE000745,payment_captured,2026-08-08 10:05:36,APP00158,CAN100,CMP038,JOB074,1.0,,,PAY00111,1218.26,INR,,PayPerAppDemo,GTX000111,1218.26,,,,,,,,
PAE000746,revenue_recognized,2026-08-08 10:08:36,APP00158,CAN100,CMP038,JOB074,1.0,,,PAY00111,97.46,INR,,,,,REV00111,97.46,pay_per_application_fee,,,,,
PAE000747,application_started,2026-08-07 08:28:00,APP00159,CAN090,CMP008,JOB025,1.0,,,,,,,,,,,,,,,,,
PAE000748,application_submitted,2026-08-07 08:52:00,APP00159,CAN090,CMP008,JOB025,1.0,,,,,,,,,,,,,,,,,
PAE000749,application_eligible,2026-08-07 15:52:00,APP00159,CAN090,CMP008,JOB025,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000750,payment_initiated,2026-08-07 16:22:00,APP00159,CAN090,CMP008,JOB025,1.0,,,PAY00112,1218.72,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000751,payment_captured,2026-08-07 16:23:39,APP00159,CAN090,CMP008,JOB025,1.0,,,PAY00112,1218.72,INR,,PayPerAppDemo,GTX000112,1218.72,,,,,,,,
PAE000752,revenue_recognized,2026-08-07 17:10:39,APP00159,CAN090,CMP008,JOB025,1.0,,,PAY00112,97.5,INR,,,,,REV00112,97.5,pay_per_application_fee,,,,,
PAE000753,application_started,2026-08-07 16:20:00,APP00160,CAN018,CMP034,JOB027,1.0,,,,,,,,,,,,,,,,,
PAE000754,application_started,2026-08-07 13:11:00,APP00161,CAN062,CMP034,JOB049,1.0,,,,,,,,,,,,,,,,,
PAE000755,application_submitted,2026-08-07 14:24:00,APP00161,CAN062,CMP034,JOB049,1.0,,,,,,,,,,,,,,,,,
PAE000756,application_eligible,2026-08-08 02:24:00,APP00161,CAN062,CMP034,JOB049,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000757,payment_initiated,2026-08-08 02:46:00,APP00161,CAN062,CMP034,JOB049,1.0,,,PAY00113,1334.57,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000758,payment_captured,2026-08-08 02:46:38,APP00161,CAN062,CMP034,JOB049,1.0,,,PAY00113,1334.57,INR,,PayPerAppDemo,GTX000113,1334.57,,,,,,,,
PAE000759,revenue_recognized,2026-08-08 03:26:38,APP00161,CAN062,CMP034,JOB049,1.0,,,PAY00113,106.77,INR,,,,,REV00113,106.77,pay_per_application_fee,,,,,
PAE000760,application_started,2026-08-07 12:14:00,APP00162,CAN032,CMP018,JOB072,1.0,,,,,,,,,,,,,,,,,
PAE000761,application_started,2026-08-07 15:20:00,APP00163,CAN039,CMP019,JOB027,1.0,,,,,,,,,,,,,,,,,
PAE000762,application_submitted,2026-08-07 16:36:00,APP00163,CAN039,CMP019,JOB027,1.0,,,,,,,,,,,,,,,,,
PAE000763,application_started,2026-08-07 09:36:00,APP00164,CAN093,CMP018,JOB037,1.0,,,,,,,,,,,,,,,,,
PAE000764,application_submitted,2026-08-07 10:29:00,APP00164,CAN093,CMP018,JOB037,1.0,,,,,,,,,,,,,,,,,
PAE000765,application_started,2026-08-07 12:02:00,APP00165,CAN051,CMP023,JOB019,1.0,,,,,,,,,,,,,,,,,
PAE000766,application_submitted,2026-08-07 12:17:00,APP00165,CAN051,CMP023,JOB019,1.0,,,,,,,,,,,,,,,,,
PAE000767,application_eligible,2026-08-08 03:17:00,APP00165,CAN051,CMP023,JOB019,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000768,payment_initiated,2026-08-08 03:24:00,APP00165,CAN051,CMP023,JOB019,1.0,,,PAY00114,1184.17,INR,upi,PayPerAppDemo,,,,,,,,,,
PAE000769,payment_captured,2026-08-08 03:24:39,APP00165,CAN051,CMP023,JOB019,1.0,,,PAY00114,1184.17,INR,,PayPerAppDemo,GTX000114,1184.17,,,,,,,,
PAE000770,revenue_recognized,2026-08-08 04:24:39,APP00165,CAN051,CMP023,JOB019,1.0,,,PAY00114,94.73,INR,,,,,REV00114,94.73,pay_per_application_fee,,,,,
PAE000771,application_started,2026-08-07 17:47:00,APP00166,CAN035,CMP009,JOB014,1.0,,,,,,,,,,,,,,,,,
PAE000772,application_submitted,2026-08-07 18:23:00,APP00166,CAN035,CMP009,JOB014,1.0,,,,,,,,,,,,,,,,,
PAE000773,application_eligible,2026-08-08 11:23:00,APP00166,CAN035,CMP009,JOB014,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000774,payment_initiated,2026-08-08 11:27:00,APP00166,CAN035,CMP009,JOB014,1.0,,,PAY00115,541.05,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000775,payment_captured,2026-08-08 11:28:05,APP00166,CAN035,CMP009,JOB014,1.0,,,PAY00115,541.05,INR,,PayPerAppDemo,GTX000115,541.05,,,,,,,,
PAE000776,revenue_recognized,2026-08-08 11:35:05,APP00166,CAN035,CMP009,JOB014,1.0,,,PAY00115,43.28,INR,,,,,REV00115,43.28,pay_per_application_fee,,,,,
PAE000777,application_started,2026-08-07 10:26:00,APP00167,CAN018,CMP001,JOB071,1.0,,,,,,,,,,,,,,,,,
PAE000778,application_submitted,2026-08-07 11:31:00,APP00167,CAN018,CMP001,JOB071,1.0,,,,,,,,,,,,,,,,,
PAE000779,application_eligible,2026-08-07 18:31:00,APP00167,CAN018,CMP001,JOB071,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000780,payment_initiated,2026-08-07 18:41:00,APP00167,CAN018,CMP001,JOB071,1.0,,,PAY00116,609.06,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000781,payment_captured,2026-08-07 18:42:43,APP00167,CAN018,CMP001,JOB071,1.0,,,PAY00116,609.06,INR,,PayPerAppDemo,GTX000116,609.06,,,,,,,,
PAE000782,revenue_recognized,2026-08-07 18:48:43,APP00167,CAN018,CMP001,JOB071,1.0,,,PAY00116,48.72,INR,,,,,REV00116,48.72,pay_per_application_fee,,,,,
PAE000783,application_started,2026-08-07 10:26:00,APP00168,CAN030,CMP035,JOB005,1.0,,,,,,,,,,,,,,,,,
PAE000784,application_started,2026-08-08 15:11:00,APP00169,CAN023,CMP003,JOB051,1.0,,,,,,,,,,,,,,,,,
PAE000785,application_started,2026-08-08 12:36:00,APP00170,CAN038,CMP003,JOB002,1.0,,,,,,,,,,,,,,,,,
PAE000786,application_submitted,2026-08-08 13:23:00,APP00170,CAN038,CMP003,JOB002,1.0,,,,,,,,,,,,,,,,,
PAE000787,application_eligible,2026-08-09 10:23:00,APP00170,CAN038,CMP003,JOB002,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000788,payment_initiated,2026-08-09 10:28:00,APP00170,CAN038,CMP003,JOB002,1.0,,,PAY00117,867.39,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000789,payment_captured,2026-08-09 10:28:29,APP00170,CAN038,CMP003,JOB002,1.0,,,PAY00117,867.39,INR,,PayPerAppDemo,GTX000117,867.39,,,,,,,,
PAE000790,revenue_recognized,2026-08-09 11:20:29,APP00170,CAN038,CMP003,JOB002,1.0,,,PAY00117,69.39,INR,,,,,REV00117,69.39,pay_per_application_fee,,,,,
PAE000791,application_started,2026-08-08 10:00:00,APP00171,CAN021,CMP030,JOB033,1.0,,,,,,,,,,,,,,,,,
PAE000792,application_submitted,2026-08-08 10:42:00,APP00171,CAN021,CMP030,JOB033,1.0,,,,,,,,,,,,,,,,,
PAE000793,application_eligible,2026-08-08 17:42:00,APP00171,CAN021,CMP030,JOB033,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000794,payment_initiated,2026-08-08 18:11:00,APP00171,CAN021,CMP030,JOB033,1.0,,,PAY00118,1320.18,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000795,payment_captured,2026-08-08 18:12:10,APP00171,CAN021,CMP030,JOB033,1.0,,,PAY00118,1320.18,INR,,PayPerAppDemo,GTX000118,1320.18,,,,,,,,
PAE000796,revenue_recognized,2026-08-08 18:33:10,APP00171,CAN021,CMP030,JOB033,1.0,,,PAY00118,105.61,INR,,,,,REV00118,105.61,pay_per_application_fee,,,,,
PAE000797,application_started,2026-08-08 10:30:00,APP00172,CAN086,CMP007,JOB024,1.0,,,,,,,,,,,,,,,,,
PAE000798,application_submitted,2026-08-08 11:06:00,APP00172,CAN086,CMP007,JOB024,1.0,,,,,,,,,,,,,,,,,
PAE000799,application_eligible,2026-08-09 00:06:00,APP00172,CAN086,CMP007,JOB024,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000800,payment_initiated,2026-08-09 00:17:00,APP00172,CAN086,CMP007,JOB024,1.0,,,PAY00119,1192.2,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000801,payment_captured,2026-08-09 00:18:18,APP00172,CAN086,CMP007,JOB024,1.0,,,PAY00119,1192.2,INR,,PayPerAppDemo,GTX000119,1192.2,,,,,,,,
PAE000802,revenue_recognized,2026-08-09 00:19:18,APP00172,CAN086,CMP007,JOB024,1.0,,,PAY00119,95.38,INR,,,,,REV00119,95.38,pay_per_application_fee,,,,,
PAE000803,application_started,2026-08-08 18:07:00,APP00173,CAN047,CMP016,JOB008,1.0,,,,,,,,,,,,,,,,,
PAE000804,application_submitted,2026-08-08 18:32:00,APP00173,CAN047,CMP016,JOB008,1.0,,,,,,,,,,,,,,,,,
PAE000805,application_eligible,2026-08-09 11:32:00,APP00173,CAN047,CMP016,JOB008,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000806,application_started,2026-08-08 18:58:00,APP00174,CAN091,CMP020,JOB016,1.0,,,,,,,,,,,,,,,,,
PAE000807,application_started,2026-08-08 11:08:00,APP00175,CAN048,CMP040,JOB029,1.0,,,,,,,,,,,,,,,,,
PAE000808,application_submitted,2026-08-08 12:11:00,APP00175,CAN048,CMP040,JOB029,1.0,,,,,,,,,,,,,,,,,
PAE000809,application_eligible,2026-08-09 08:11:00,APP00175,CAN048,CMP040,JOB029,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000810,payment_initiated,2026-08-09 08:41:00,APP00175,CAN048,CMP040,JOB029,1.0,,,PAY00120,1127.43,INR,card,PayPerAppDemo,,,,,,,,,,
PAE000811,payment_captured,2026-08-09 08:42:47,APP00175,CAN048,CMP040,JOB029,1.0,,,PAY00120,1127.43,INR,,PayPerAppDemo,GTX000120,1127.43,,,,,,,,
PAE000812,revenue_recognized,2026-08-09 09:25:47,APP00175,CAN048,CMP040,JOB029,1.0,,,PAY00120,90.19,INR,,,,,REV00120,90.19,pay_per_application_fee,,,,,
PAE000813,application_started,2026-08-08 09:33:00,APP00176,CAN098,CMP016,JOB077,1.0,,,,,,,,,,,,,,,,,
PAE000814,application_submitted,2026-08-08 10:24:00,APP00176,CAN098,CMP016,JOB077,1.0,,,,,,,,,,,,,,,,,
PAE000815,application_eligible,2026-08-09 05:24:00,APP00176,CAN098,CMP016,JOB077,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000816,payment_initiated,2026-08-09 05:53:00,APP00176,CAN098,CMP016,JOB077,1.0,,,PAY00121,1285.97,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000817,payment_captured,2026-08-09 05:54:13,APP00176,CAN098,CMP016,JOB077,1.0,,,PAY00121,1285.97,INR,,PayPerAppDemo,GTX000121,1285.97,,,,,,,,
PAE000818,revenue_recognized,2026-08-09 06:04:13,APP00176,CAN098,CMP016,JOB077,1.0,,,PAY00121,102.88,INR,,,,,REV00121,102.88,pay_per_application_fee,,,,,
PAE000819,application_started,2026-08-08 18:13:00,APP00177,CAN067,CMP029,JOB015,1.0,,,,,,,,,,,,,,,,,
PAE000820,application_submitted,2026-08-08 19:20:00,APP00177,CAN067,CMP029,JOB015,1.0,,,,,,,,,,,,,,,,,
PAE000821,application_eligible,2026-08-09 12:20:00,APP00177,CAN067,CMP029,JOB015,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000822,payment_initiated,2026-08-09 12:25:00,APP00177,CAN067,CMP029,JOB015,1.0,,,PAY00122,319.54,INR,netbanking,PayPerAppDemo,,,,,,,,,,
PAE000823,payment_captured,2026-08-09 12:26:17,APP00177,CAN067,CMP029,JOB015,1.0,,,PAY00122,319.54,INR,,PayPerAppDemo,GTX000122,319.54,,,,,,,,
PAE000824,revenue_recognized,2026-08-09 12:30:17,APP00177,CAN067,CMP029,JOB015,1.0,,,PAY00122,25.56,INR,,,,,REV00122,25.56,pay_per_application_fee,,,,,
PAE000825,application_started,2026-08-08 14:16:00,APP00178,CAN087,CMP020,JOB003,1.0,,,,,,,,,,,,,,,,,
PAE000826,application_submitted,2026-08-08 14:48:00,APP00178,CAN087,CMP020,JOB003,1.0,,,,,,,,,,,,,,,,,
PAE000827,application_eligible,2026-08-08 16:48:00,APP00178,CAN087,CMP020,JOB003,1.0,eligible,meets_demo_rules,,,,,,,,,,,,,,,
PAE000828,payment_initiated,2026-08-08 17:06:00,APP00178,CAN087,CMP020,JOB003,1.0,,,PAY00123,1125.48,INR,upi,PayPerAppDemo,,,,,,,,,,
PAE000829,payment_captured,2026-08-08 17:06:13,APP00178,CAN087,CMP020,JOB003,1.0,,,PAY00123,1125.48,INR,,PayPerAppDemo,GTX000123,1125.48,,,,,,,,
PAE000830,revenue_recognized,2026-08-08 18:06:13,APP00178,CAN087,CMP020,JOB003,1.0,,,PAY00123,90.04,INR,,,,,REV00123,90.04,pay_per_application_fee,,,,,
