event_id,event_name,event_timestamp,seller_id,job_id,session_id,source,platform,event_version,job_category,location,skill_count,publication_status,close_reason,changed_fields,pause_reason
E000189,job_post_paused,2026-08-09 18:58:00,S003,J0053,SESS_J0053,synthetic_demo,mobile,1.0,Software Developer,Mumbai,,,,,seller_review
E000190,job_post_reactivated,2026-08-11 18:58:00,S003,J0053,SESS_J0053,synthetic_demo,web,1.0,Software Developer,Mumbai,,,,,
E000191,job_post_started,2026-08-07 16:34:00,S010,J0054,SESS_J0054,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,,,,,
E000192,job_post_completed,2026-08-07 17:10:00,S010,J0054,SESS_J0054,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,6.0,,,,
E000193,job_post_published,2026-08-07 18:11:00,S010,J0054,SESS_J0054,synthetic_demo,mobile,1.0,UI/UX Designer,Mumbai,,published,,,
E000194,job_post_paused,2026-08-09 18:11:00,S010,J0054,SESS_J0054,synthetic_demo,web,1.0,UI/UX Designer,Mumbai,,,,,low_response
E000195,job_post_reactivated,2026-08-12 18:11:00,S010,J0054,SESS_J0054,synthetic_demo,mobile,1.0,UI/UX Designer,Mumbai,,,,,
E000196,job_post_started,2026-08-07 16:41:00,S025,J0055,SESS_J0055,synthetic_demo,web,1.0,Software Developer,Pune,,,,,
E000197,job_post_completed,2026-08-07 17:14:00,S025,J0055,SESS_J0055,synthetic_demo,mobile,1.0,Software Developer,Pune,6.0,,,,
E000198,job_post_published,2026-08-07 17:54:00,S025,J0055,SESS_J0055,synthetic_demo,mobile,1.0,Software Developer,Pune,,published,,,
E000199,job_post_started,2026-08-07 13:26:00,S011,J0056,SESS_J0056,synthetic_demo,mobile,1.0,Data Analyst,Hyderabad,,,,,
E000200,job_post_completed,2026-08-07 14:02:00,S011,J0056,SESS_J0056,synthetic_demo,web,1.0,Data Analyst,Hyderabad,6.0,,,,
E000201,job_post_published,2026-08-07 14:43:00,S011,J0056,SESS_J0056,synthetic_demo,mobile,1.0,Data Analyst,Hyderabad,,published,,,
E000202,job_post_started,2026-08-07 16:29:00,S028,J0057,SESS_J0057,synthetic_demo,web,1.0,Digital Marketer,Bengaluru,,,,,
E000203,job_post_completed,2026-08-07 17:00:00,S028,J0057,SESS_J0057,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,6.0,,,,
E000204,job_post_published,2026-08-07 17:11:00,S028,J0057,SESS_J0057,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,,published,,,
E000205,job_post_closed,2026-08-17 17:11:00,S028,J0057,SESS_J0057,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,,,position_filled,,
E000206,job_post_started,2026-08-07 08:40:00,S015,J0058,SESS_J0058,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,,,,,
E000207,job_post_completed,2026-08-07 09:23:00,S015,J0058,SESS_J0058,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,7.0,,,,
E000208,job_post_published,2026-08-07 11:10:00,S015,J0058,SESS_J0058,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,,published,,,
E000209,job_post_paused,2026-08-08 11:10:00,S015,J0058,SESS_J0058,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,,,,,seller_review
E000210,job_post_reactivated,2026-08-11 11:10:00,S015,J0058,SESS_J0058,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,,,,,
E000211,job_post_started,2026-08-07 12:26:00,S023,J0059,SESS_J0059,synthetic_demo,web,1.0,Business Analyst,Chennai,,,,,
E000212,job_post_completed,2026-08-07 13:01:00,S023,J0059,SESS_J0059,synthetic_demo,web,1.0,Business Analyst,Chennai,5.0,,,,
E000213,job_post_published,2026-08-07 14:06:00,S023,J0059,SESS_J0059,synthetic_demo,web,1.0,Business Analyst,Chennai,,published,,,
E000214,job_post_started,2026-08-07 12:52:00,S014,J0060,SESS_J0060,synthetic_demo,mobile,1.0,Business Analyst,Chennai,,,,,
E000215,job_post_completed,2026-08-07 12:57:00,S014,J0060,SESS_J0060,synthetic_demo,mobile,1.0,Business Analyst,Chennai,6.0,,,,
E000216,job_post_published,2026-08-07 13:38:00,S014,J0060,SESS_J0060,synthetic_demo,mobile,1.0,Business Analyst,Chennai,,published,,,
E000217,job_post_started,2026-08-08 11:36:00,S015,J0061,SESS_J0061,synthetic_demo,mobile,1.0,Business Analyst,Hyderabad,,,,,
E000218,job_post_completed,2026-08-08 12:05:00,S015,J0061,SESS_J0061,synthetic_demo,mobile,1.0,Business Analyst,Hyderabad,2.0,,,,
E000219,job_post_published,2026-08-08 12:39:00,S015,J0061,SESS_J0061,synthetic_demo,mobile,1.0,Business Analyst,Hyderabad,,published,,,
E000220,job_post_started,2026-08-08 10:32:00,S005,J0062,SESS_J0062,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,,,,,
E000221,job_post_completed,2026-08-08 11:14:00,S005,J0062,SESS_J0062,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,5.0,,,,
E000222,job_post_published,2026-08-08 12:01:00,S005,J0062,SESS_J0062,synthetic_demo,mobile,1.0,UI/UX Designer,Bengaluru,,published,,,
E000223,job_post_edited,2026-08-08 13:44:00,S005,J0062,SESS_J0062,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,,,,salary,
E000224,job_post_paused,2026-08-11 12:01:00,S005,J0062,SESS_J0062,synthetic_demo,mobile,1.0,UI/UX Designer,Bengaluru,,,,,seller_review
E000225,job_post_reactivated,2026-08-14 12:01:00,S005,J0062,SESS_J0062,synthetic_demo,web,1.0,UI/UX Designer,Bengaluru,,,,,
E000226,job_post_started,2026-08-08 13:40:00,S028,J0063,SESS_J0063,synthetic_demo,web,1.0,Digital Marketer,Pune,,,,,
E000227,job_post_completed,2026-08-08 14:16:00,S028,J0063,SESS_J0063,synthetic_demo,web,1.0,Digital Marketer,Pune,6.0,,,,
E000228,job_post_published,2026-08-08 16:12:00,S028,J0063,SESS_J0063,synthetic_demo,mobile,1.0,Digital Marketer,Pune,,published,,,
E000229,job_post_started,2026-08-08 10:44:00,S004,J0064,SESS_J0064,synthetic_demo,web,1.0,Data Analyst,Pune,,,,,
E000230,job_post_completed,2026-08-08 11:08:00,S004,J0064,SESS_J0064,synthetic_demo,mobile,1.0,Data Analyst,Pune,2.0,,,,
E000231,job_post_published,2026-08-08 13:08:00,S004,J0064,SESS_J0064,synthetic_demo,mobile,1.0,Data Analyst,Pune,,published,,,
E000232,job_post_closed,2026-08-16 13:08:00,S004,J0064,SESS_J0064,synthetic_demo,web,1.0,Data Analyst,Pune,,,expired,,
E000233,job_post_started,2026-08-08 17:55:00,S006,J0065,SESS_J0065,synthetic_demo,web,1.0,Software Developer,Bengaluru,,,,,
E000234,job_post_completed,2026-08-08 18:24:00,S006,J0065,SESS_J0065,synthetic_demo,web,1.0,Software Developer,Bengaluru,5.0,,,,
E000235,job_post_published,2026-08-08 19:48:00,S006,J0065,SESS_J0065,synthetic_demo,mobile,1.0,Software Developer,Bengaluru,,published,,,
E000236,job_post_started,2026-08-08 10:04:00,S015,J0066,SESS_J0066,synthetic_demo,mobile,1.0,Business Analyst,Chennai,,,,,
E000237,job_post_completed,2026-08-08 10:37:00,S015,J0066,SESS_J0066,synthetic_demo,mobile,1.0,Business Analyst,Chennai,7.0,,,,
E000238,job_post_published,2026-08-08 11:26:00,S015,J0066,SESS_J0066,synthetic_demo,mobile,1.0,Business Analyst,Chennai,,published,,,
E000239,job_post_started,2026-08-08 14:36:00,S016,J0067,SESS_J0067,synthetic_demo,mobile,1.0,Data Analyst,Hyderabad,,,,,
E000240,job_post_completed,2026-08-08 15:03:00,S016,J0067,SESS_J0067,synthetic_demo,mobile,1.0,Data Analyst,Hyderabad,7.0,,,,
E000241,job_post_published,2026-08-08 16:21:00,S016,J0067,SESS_J0067,synthetic_demo,mobile,1.0,Data Analyst,Hyderabad,,published,,,
E000242,job_post_started,2026-08-08 15:53:00,S024,J0068,SESS_J0068,synthetic_demo,web,1.0,Data Analyst,Chennai,,,,,
E000243,job_post_completed,2026-08-08 16:16:00,S024,J0068,SESS_J0068,synthetic_demo,mobile,1.0,Data Analyst,Chennai,6.0,,,,
E000244,job_post_published,2026-08-08 18:00:00,S024,J0068,SESS_J0068,synthetic_demo,web,1.0,Data Analyst,Chennai,,published,,,
E000245,job_post_started,2026-08-09 12:50:00,S021,J0069,SESS_J0069,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,,,,
E000246,job_post_completed,2026-08-09 13:23:00,S021,J0069,SESS_J0069,synthetic_demo,web,1.0,Data Analyst,Bengaluru,7.0,,,,
E000247,job_post_published,2026-08-09 13:32:00,S021,J0069,SESS_J0069,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,published,,,
E000248,job_post_closed,2026-08-23 13:32:00,S021,J0069,SESS_J0069,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,,expired,,
E000249,job_post_started,2026-08-09 10:16:00,S017,J0070,SESS_J0070,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,,,,,
E000250,job_post_completed,2026-08-09 10:51:00,S017,J0070,SESS_J0070,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,7.0,,,,
E000251,job_post_published,2026-08-09 12:39:00,S017,J0070,SESS_J0070,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,,published,,,
E000252,job_post_started,2026-08-09 13:05:00,S028,J0071,SESS_J0071,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,,,,
E000253,job_post_completed,2026-08-09 13:35:00,S028,J0071,SESS_J0071,synthetic_demo,web,1.0,UI/UX Designer,Chennai,6.0,,,,
E000254,job_post_published,2026-08-09 13:41:00,S028,J0071,SESS_J0071,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,published,,,
E000255,job_post_started,2026-08-09 08:39:00,S004,J0072,SESS_J0072,synthetic_demo,web,1.0,Software Developer,Pune,,,,,
E000256,job_post_completed,2026-08-09 09:19:00,S004,J0072,SESS_J0072,synthetic_demo,web,1.0,Software Developer,Pune,7.0,,,,
E000257,job_post_published,2026-08-09 10:05:00,S004,J0072,SESS_J0072,synthetic_demo,mobile,1.0,Software Developer,Pune,,published,,,
E000258,job_post_started,2026-08-09 12:31:00,S005,J0073,SESS_J0073,synthetic_demo,web,1.0,Data Analyst,Bengaluru,,,,,
E000259,job_post_completed,2026-08-09 12:43:00,S005,J0073,SESS_J0073,synthetic_demo,web,1.0,Data Analyst,Bengaluru,6.0,,,,
E000260,job_post_published,2026-08-09 13:00:00,S005,J0073,SESS_J0073,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,published,,,
E000261,job_post_started,2026-08-09 14:41:00,S014,J0074,SESS_J0074,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,,,,,
E000262,job_post_completed,2026-08-09 14:52:00,S014,J0074,SESS_J0074,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,6.0,,,,
E000263,job_post_started,2026-08-10 15:28:00,S002,J0075,SESS_J0075,synthetic_demo,mobile,1.0,Business Analyst,Hyderabad,,,,,
E000264,job_post_completed,2026-08-10 15:48:00,S002,J0075,SESS_J0075,synthetic_demo,mobile,1.0,Business Analyst,Hyderabad,2.0,,,,
E000265,job_post_published,2026-08-10 17:42:00,S002,J0075,SESS_J0075,synthetic_demo,mobile,1.0,Business Analyst,Hyderabad,,published,,,
E000266,job_post_edited,2026-08-10 20:33:00,S002,J0075,SESS_J0075,synthetic_demo,web,1.0,Business Analyst,Hyderabad,,,,description,
E000267,job_post_started,2026-08-10 08:03:00,S003,J0076,SESS_J0076,synthetic_demo,web,1.0,Software Developer,Chennai,,,,,
E000268,job_post_completed,2026-08-10 08:29:00,S003,J0076,SESS_J0076,synthetic_demo,web,1.0,Software Developer,Chennai,6.0,,,,
E000269,job_post_published,2026-08-10 09:05:00,S003,J0076,SESS_J0076,synthetic_demo,web,1.0,Software Developer,Chennai,,published,,,
E000270,job_post_closed,2026-08-24 09:05:00,S003,J0076,SESS_J0076,synthetic_demo,web,1.0,Software Developer,Chennai,,,position_filled,,
E000271,job_post_started,2026-08-10 16:16:00,S009,J0077,SESS_J0077,synthetic_demo,web,1.0,Software Developer,Hyderabad,,,,,
E000272,job_post_completed,2026-08-10 16:32:00,S009,J0077,SESS_J0077,synthetic_demo,web,1.0,Software Developer,Hyderabad,3.0,,,,
E000273,job_post_published,2026-08-10 16:51:00,S009,J0077,SESS_J0077,synthetic_demo,web,1.0,Software Developer,Hyderabad,,published,,,
E000274,job_post_paused,2026-08-13 16:51:00,S009,J0077,SESS_J0077,synthetic_demo,web,1.0,Software Developer,Hyderabad,,,,,temporary_hold
E000275,job_post_reactivated,2026-08-16 16:51:00,S009,J0077,SESS_J0077,synthetic_demo,mobile,1.0,Software Developer,Hyderabad,,,,,
E000276,job_post_started,2026-08-10 15:49:00,S024,J0078,SESS_J0078,synthetic_demo,web,1.0,Data Analyst,Pune,,,,,
E000277,job_post_completed,2026-08-10 16:17:00,S024,J0078,SESS_J0078,synthetic_demo,web,1.0,Data Analyst,Pune,5.0,,,,
E000278,job_post_started,2026-08-10 15:41:00,S002,J0079,SESS_J0079,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,,,,,
E000279,job_post_completed,2026-08-10 15:47:00,S002,J0079,SESS_J0079,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,5.0,,,,
E000280,job_post_published,2026-08-10 15:59:00,S002,J0079,SESS_J0079,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,,published,,,
E000281,job_post_started,2026-08-10 09:08:00,S011,J0080,SESS_J0080,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,,,,,
E000282,job_post_completed,2026-08-10 09:30:00,S011,J0080,SESS_J0080,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,5.0,,,,
E000283,job_post_published,2026-08-10 10:54:00,S011,J0080,SESS_J0080,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,,published,,,
E000284,job_post_edited,2026-08-10 12:22:00,S011,J0080,SESS_J0080,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,,,,description,
E000285,job_post_closed,2026-08-17 10:54:00,S011,J0080,SESS_J0080,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,,,seller_closed,,
E000286,job_post_started,2026-08-10 14:20:00,S014,J0081,SESS_J0081,synthetic_demo,web,1.0,Data Analyst,Mumbai,,,,,
E000287,job_post_completed,2026-08-10 14:41:00,S014,J0081,SESS_J0081,synthetic_demo,mobile,1.0,Data Analyst,Mumbai,7.0,,,,
E000288,job_post_published,2026-08-10 15:33:00,S014,J0081,SESS_J0081,synthetic_demo,web,1.0,Data Analyst,Mumbai,,published,,,
E000289,job_post_edited,2026-08-10 16:52:00,S014,J0081,SESS_J0081,synthetic_demo,web,1.0,Data Analyst,Mumbai,,,,location,
E000290,job_post_started,2026-08-10 09:26:00,S018,J0082,SESS_J0082,synthetic_demo,mobile,1.0,Digital Marketer,Mumbai,,,,,
E000291,job_post_completed,2026-08-10 09:53:00,S018,J0082,SESS_J0082,synthetic_demo,web,1.0,Digital Marketer,Mumbai,7.0,,,,
E000292,job_post_started,2026-08-10 09:36:00,S020,J0083,SESS_J0083,synthetic_demo,web,1.0,Business Analyst,Mumbai,,,,,
E000293,job_post_completed,2026-08-10 10:13:00,S020,J0083,SESS_J0083,synthetic_demo,mobile,1.0,Business Analyst,Mumbai,7.0,,,,
E000294,job_post_published,2026-08-10 10:45:00,S020,J0083,SESS_J0083,synthetic_demo,web,1.0,Business Analyst,Mumbai,,published,,,
E000295,job_post_closed,2026-08-16 10:45:00,S020,J0083,SESS_J0083,synthetic_demo,web,1.0,Business Analyst,Mumbai,,,expired,,
E000296,job_post_started,2026-08-10 17:39:00,S026,J0084,SESS_J0084,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,,,,
E000297,job_post_completed,2026-08-10 18:19:00,S026,J0084,SESS_J0084,synthetic_demo,web,1.0,UI/UX Designer,Chennai,2.0,,,,
E000298,job_post_published,2026-08-10 18:27:00,S026,J0084,SESS_J0084,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,published,,,
E000299,job_post_closed,2026-08-14 18:27:00,S026,J0084,SESS_J0084,synthetic_demo,mobile,1.0,UI/UX Designer,Chennai,,,expired,,
E000300,job_post_started,2026-08-11 16:13:00,S005,J0085,SESS_J0085,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,,,,
E000301,job_post_completed,2026-08-11 16:42:00,S005,J0085,SESS_J0085,synthetic_demo,web,1.0,Data Analyst,Bengaluru,4.0,,,,
E000302,job_post_published,2026-08-11 17:40:00,S005,J0085,SESS_J0085,synthetic_demo,mobile,1.0,Data Analyst,Bengaluru,,published,,,
E000303,job_post_closed,2026-08-13 17:40:00,S005,J0085,SESS_J0085,synthetic_demo,web,1.0,Data Analyst,Bengaluru,,,position_filled,,
E000304,job_post_started,2026-08-11 09:17:00,S025,J0086,SESS_J0086,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,,,,,
E000305,job_post_completed,2026-08-11 09:50:00,S025,J0086,SESS_J0086,synthetic_demo,mobile,1.0,Digital Marketer,Bengaluru,5.0,,,,
E000306,job_post_published,2026-08-11 11:19:00,S025,J0086,SESS_J0086,synthetic_demo,web,1.0,Digital Marketer,Bengaluru,,published,,,
E000307,job_post_started,2026-08-11 16:42:00,S010,J0087,SESS_J0087,synthetic_demo,web,1.0,Digital Marketer,Pune,,,,,
E000308,job_post_completed,2026-08-11 17:06:00,S010,J0087,SESS_J0087,synthetic_demo,web,1.0,Digital Marketer,Pune,5.0,,,,
E000309,job_post_published,2026-08-11 17:16:00,S010,J0087,SESS_J0087,synthetic_demo,mobile,1.0,Digital Marketer,Pune,,published,,,
E000310,job_post_started,2026-08-11 08:31:00,S010,J0088,SESS_J0088,synthetic_demo,web,1.0,Business Analyst,Bengaluru,,,,,
E000311,job_post_completed,2026-08-11 09:03:00,S010,J0088,SESS_J0088,synthetic_demo,web,1.0,Business Analyst,Bengaluru,5.0,,,,
E000312,job_post_published,2026-08-11 09:30:00,S010,J0088,SESS_J0088,synthetic_demo,mobile,1.0,Business Analyst,Bengaluru,,published,,,
E000313,job_post_edited,2026-08-11 10:21:00,S010,J0088,SESS_J0088,synthetic_demo,web,1.0,Business Analyst,Bengaluru,,,,salary,
E000314,job_post_closed,2026-08-18 09:30:00,S010,J0088,SESS_J0088,synthetic_demo,mobile,1.0,Business Analyst,Bengaluru,,,expired,,
E000315,job_post_started,2026-08-11 12:07:00,S019,J0089,SESS_J0089,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,,,,
E000316,job_post_completed,2026-08-11 12:37:00,S019,J0089,SESS_J0089,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,3.0,,,,
E000317,job_post_published,2026-08-11 12:44:00,S019,J0089,SESS_J0089,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,published,,,
E000318,job_post_edited,2026-08-11 14:08:00,S019,J0089,SESS_J0089,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,,,description,
E000319,job_post_started,2026-08-11 11:21:00,S013,J0090,SESS_J0090,synthetic_demo,web,1.0,Business Analyst,Mumbai,,,,,
E000320,job_post_completed,2026-08-11 11:36:00,S013,J0090,SESS_J0090,synthetic_demo,web,1.0,Business Analyst,Mumbai,6.0,,,,
E000321,job_post_published,2026-08-11 11:50:00,S013,J0090,SESS_J0090,synthetic_demo,mobile,1.0,Business Analyst,Mumbai,,published,,,
E000322,job_post_started,2026-08-11 10:16:00,S005,J0091,SESS_J0091,synthetic_demo,web,1.0,Software Developer,Bengaluru,,,,,
E000323,job_post_completed,2026-08-11 10:33:00,S005,J0091,SESS_J0091,synthetic_demo,web,1.0,Software Developer,Bengaluru,7.0,,,,
E000324,job_post_published,2026-08-11 11:00:00,S005,J0091,SESS_J0091,synthetic_demo,mobile,1.0,Software Developer,Bengaluru,,published,,,
E000325,job_post_started,2026-08-11 13:55:00,S022,J0092,SESS_J0092,synthetic_demo,web,1.0,Digital Marketer,Chennai,,,,,
E000326,job_post_completed,2026-08-11 14:40:00,S022,J0092,SESS_J0092,synthetic_demo,web,1.0,Digital Marketer,Chennai,5.0,,,,
E000327,job_post_published,2026-08-11 15:25:00,S022,J0092,SESS_J0092,synthetic_demo,mobile,1.0,Digital Marketer,Chennai,,published,,,
E000328,job_post_started,2026-08-12 08:03:00,S010,J0093,SESS_J0093,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,,,,
E000329,job_post_completed,2026-08-12 08:31:00,S010,J0093,SESS_J0093,synthetic_demo,web,1.0,UI/UX Designer,Pune,2.0,,,,
E000330,job_post_published,2026-08-12 10:22:00,S010,J0093,SESS_J0093,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,published,,,
E000331,job_post_started,2026-08-12 17:41:00,S029,J0094,SESS_J0094,synthetic_demo,mobile,1.0,Data Analyst,Pune,,,,,
E000332,job_post_completed,2026-08-12 17:58:00,S029,J0094,SESS_J0094,synthetic_demo,web,1.0,Data Analyst,Pune,6.0,,,,
E000333,job_post_started,2026-08-12 09:32:00,S015,J0095,SESS_J0095,synthetic_demo,web,1.0,Data Analyst,Mumbai,,,,,
E000334,job_post_completed,2026-08-12 09:48:00,S015,J0095,SESS_J0095,synthetic_demo,mobile,1.0,Data Analyst,Mumbai,7.0,,,,
E000335,job_post_started,2026-08-12 10:23:00,S017,J0096,SESS_J0096,synthetic_demo,mobile,1.0,Digital Marketer,Chennai,,,,,
E000336,job_post_completed,2026-08-12 10:51:00,S017,J0096,SESS_J0096,synthetic_demo,mobile,1.0,Digital Marketer,Chennai,5.0,,,,
E000337,job_post_published,2026-08-12 11:32:00,S017,J0096,SESS_J0096,synthetic_demo,web,1.0,Digital Marketer,Chennai,,published,,,
E000338,job_post_closed,2026-08-15 11:32:00,S017,J0096,SESS_J0096,synthetic_demo,mobile,1.0,Digital Marketer,Chennai,,,expired,,
E000339,job_post_started,2026-08-12 10:21:00,S010,J0097,SESS_J0097,synthetic_demo,web,1.0,Business Analyst,Chennai,,,,,
E000340,job_post_completed,2026-08-12 10:31:00,S010,J0097,SESS_J0097,synthetic_demo,mobile,1.0,Business Analyst,Chennai,4.0,,,,
E000341,job_post_started,2026-08-12 17:45:00,S023,J0098,SESS_J0098,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,,,,,
E000342,job_post_completed,2026-08-12 17:55:00,S023,J0098,SESS_J0098,synthetic_demo,mobile,1.0,UI/UX Designer,Hyderabad,7.0,,,,
E000343,job_post_published,2026-08-12 18:39:00,S023,J0098,SESS_J0098,synthetic_demo,web,1.0,UI/UX Designer,Hyderabad,,published,,,
E000344,job_post_started,2026-08-12 11:21:00,S012,J0099,SESS_J0099,synthetic_demo,web,1.0,Business Analyst,Hyderabad,,,,,
E000345,job_post_completed,2026-08-12 11:57:00,S012,J0099,SESS_J0099,synthetic_demo,web,1.0,Business Analyst,Hyderabad,3.0,,,,
E000346,job_post_published,2026-08-12 12:26:00,S012,J0099,SESS_J0099,synthetic_demo,web,1.0,Business Analyst,Hyderabad,,published,,,
E000347,job_post_started,2026-08-12 17:08:00,S017,J0100,SESS_J0100,synthetic_demo,web,1.0,Data Analyst,Mumbai,,,,,
E000348,job_post_completed,2026-08-12 17:51:00,S017,J0100,SESS_J0100,synthetic_demo,web,1.0,Data Analyst,Mumbai,3.0,,,,
E000349,job_post_published,2026-08-12 18:44:00,S017,J0100,SESS_J0100,synthetic_demo,web,1.0,Data Analyst,Mumbai,,published,,,
E000350,job_post_paused,2026-08-15 18:44:00,S017,J0100,SESS_J0100,synthetic_demo,web,1.0,Data Analyst,Mumbai,,,,,low_response
E000351,job_post_reactivated,2026-08-17 18:44:00,S017,J0100,SESS_J0100,synthetic_demo,mobile,1.0,Data Analyst,Mumbai,,,,,
E000352,job_post_started,2026-08-13 12:51:00,S008,J0101,SESS_J0101,synthetic_demo,web,1.0,Digital Marketer,Hyderabad,,,,,
E000353,job_post_completed,2026-08-13 13:26:00,S008,J0101,SESS_J0101,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,4.0,,,,
E000354,job_post_published,2026-08-13 15:26:00,S008,J0101,SESS_J0101,synthetic_demo,mobile,1.0,Digital Marketer,Hyderabad,,published,,,
E000355,job_post_started,2026-08-13 10:55:00,S006,J0102,SESS_J0102,synthetic_demo,mobile,1.0,Software Developer,Chennai,,,,,
E000356,job_post_completed,2026-08-13 11:16:00,S006,J0102,SESS_J0102,synthetic_demo,web,1.0,Software Developer,Chennai,4.0,,,,
E000357,job_post_published,2026-08-13 11:27:00,S006,J0102,SESS_J0102,synthetic_demo,web,1.0,Software Developer,Chennai,,published,,,
E000358,job_post_closed,2026-08-23 11:27:00,S006,J0102,SESS_J0102,synthetic_demo,mobile,1.0,Software Developer,Chennai,,,position_filled,,
E000359,job_post_started,2026-08-13 13:59:00,S003,J0103,SESS_J0103,synthetic_demo,web,1.0,Software Developer,Pune,,,,,
E000360,job_post_completed,2026-08-13 14:05:00,S003,J0103,SESS_J0103,synthetic_demo,mobile,1.0,Software Developer,Pune,5.0,,,,
E000361,job_post_published,2026-08-13 15:03:00,S003,J0103,SESS_J0103,synthetic_demo,web,1.0,Software Developer,Pune,,published,,,
E000362,job_post_paused,2026-08-14 15:03:00,S003,J0103,SESS_J0103,synthetic_demo,mobile,1.0,Software Developer,Pune,,,,,low_response
E000363,job_post_reactivated,2026-08-15 15:03:00,S003,J0103,SESS_J0103,synthetic_demo,web,1.0,Software Developer,Pune,,,,,
E000364,job_post_closed,2026-08-28 15:03:00,S003,J0103,SESS_J0103,synthetic_demo,web,1.0,Software Developer,Pune,,,seller_closed,,
E000365,job_post_started,2026-08-13 17:00:00,S025,J0104,SESS_J0104,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,,,,
E000366,job_post_completed,2026-08-13 17:10:00,S025,J0104,SESS_J0104,synthetic_demo,web,1.0,UI/UX Designer,Pune,3.0,,,,
E000367,job_post_published,2026-08-13 17:17:00,S025,J0104,SESS_J0104,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,published,,,
E000368,job_post_edited,2026-08-13 20:14:00,S025,J0104,SESS_J0104,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,,,description,
E000369,job_post_closed,2026-08-25 17:17:00,S025,J0104,SESS_J0104,synthetic_demo,mobile,1.0,UI/UX Designer,Pune,,,expired,,
E000370,job_post_started,2026-08-13 17:34:00,S003,J0105,SESS_J0105,synthetic_demo,web,1.0,Data Analyst,Pune,,,,,
E000371,job_post_completed,2026-08-13 17:40:00,S003,J0105,SESS_J0105,synthetic_demo,web,1.0,Data Analyst,Pune,7.0,,,,
E000372,job_post_published,2026-08-13 19:05:00,S003,J0105,SESS_J0105,synthetic_demo,web,1.0,Data Analyst,Pune,,published,,,
E000373,job_post_started,2026-08-13 13:04:00,S022,J0106,SESS_J0106,synthetic_demo,web,1.0,Data Analyst,Chennai,,,,,
E000374,job_post_completed,2026-08-13 13:42:00,S022,J0106,SESS_J0106,synthetic_demo,mobile,1.0,Data Analyst,Chennai,5.0,,,,
E000375,job_post_published,2026-08-13 14:56:00,S022,J0106,SESS_J0106,synthetic_demo,mobile,1.0,Data Analyst,Chennai,,published,,,
E000376,job_post_closed,2026-08-27 14:56:00,S022,J0106,SESS_J0106,synthetic_demo,mobile,1.0,Data Analyst,Chennai,,,position_filled,,
E000377,job_post_started,2026-08-13 13:08:00,S008,J0107,SESS_J0107,synthetic_demo,mobile,1.0,Data Analyst,Chennai,,,,,
E000378,job_post_completed,2026-08-13 13:15:00,S008,J0107,SESS_J0107,synthetic_demo,web,1.0,Data Analyst,Chennai,7.0,,,,
